age,income,treatment,outcome
53.98559614796189,64161.59342217546,1,29507.37425109227
60.72007276813391,41439.1871282177,1,20130.84296042359
51.575914759376,54372.11318674462,1,21980.035130830503
38.925761701363065,67169.29957530827,1,22294.8730642113
42.53927371555855,39930.173498101234,0,15454.312317142787
55.26968869943543,58438.694737354264,0,9852.885713863838
63.56791354267328,83817.05492391423,1,30215.721103647396
32.15537764366834,52399.2051187419,0,13186.765182489224
35.78799339049568,49153.2349001024,1,13896.615245316332
66.39844861084546,68265.58885451275,0,16357.913852890799
48.08261320529116,50032.65325254855,0,12949.52255602886
27.306014491020054,56649.32009854443,1,9632.426475005996
52.512147223443904,52262.77338271983,0,24340.043737895896
69.51963208804774,45167.999956664105,0,25851.48303899268
60.819585352460805,56496.7616368258,1,25072.09423905444
56.778539100672944,48721.924251569435,1,20110.908163581076
28.818426021846,41597.272888948704,1,13937.872553577097
63.55926880356837,59188.793810977884,1,27421.061672681302
45.341019863848416,64644.74192997328,0,24321.812663276763
64.24308114774169,69074.4678405147,0,16904.07931561609
35.15104713009372,50208.178440800824,0,6463.0970569822075
21.2266547370425,40583.8732551953,0,16041.922140904386
42.7507503703068,40786.79509657346,0,3693.1366457964486
32.03155545052964,24204.025348608047,0,3784.0595837035
55.19192306836751,58727.56164811158,1,20676.851315930395
67.76954074851369,71831.18240999343,0,12934.859051676929
53.93065585988133,55881.98909749477,1,26935.07539575873
64.12056434487859,56711.73894457229,0,22779.813115958445
41.55724870726273,55423.64600577349,0,10979.848205953309
58.125318334155686,58229.33716083437,0,23846.067978803312
61.83825870692858,77776.57127320391,0,27391.771010725242
54.96553263434421,69810.04973785495,0,17408.25825920402
44.40441887561736,61797.29000804197,1,17807.27188808763
50.545037699999135,62849.85999209861,1,32692.00367792208
54.42636377530177,44311.507743136324,0,18922.23263979476
31.160388967514198,52210.1315042831,0,12734.714208775418
60.098121567579206,63812.320360255355,1,30218.586082739443
67.41687602629821,69772.68529706074,0,21970.296909980825
42.19244438935667,56022.31706280886,1,16512.61765455628
54.45549352171362,61755.37263933747,0,17467.43477071424
56.32534710109841,85171.33824604515,0,24975.47468142287
52.43687247111698,55456.579536039295,1,11072.104616081257
46.44998563308905,62588.36662483783,1,19108.680091905484
63.84569363789015,57212.94871630505,0,25405.720592116562
41.34418888198251,58578.51027986797,0,11567.34679891571
21.177353737303385,49981.87577097624,1,21964.20112671535
61.91693153703233,64602.72653986965,0,25917.3780581925
53.04702616046064,73215.98250399531,1,22603.3579050469
62.16144857798162,52237.96392538663,0,14813.389583689986
25.204467007124105,37730.02408687983,1,12377.101439364633
19.59915290650525,41923.377313487515,0,21435.240772656973
66.58747609989007,72101.80658478726,1,34899.79811312296
25.68187190422986,44635.231165064266,0,10226.852356386089
60.1019212676635,72908.55099893741,1,21270.471595324394
60.80691699339306,53786.559787033344,1,23125.24455528826
54.85267042854816,46020.55031938853,0,16791.723750732308
24.82563497682929,45494.10085377969,0,3297.743392697057
52.70472847716199,55580.56147744403,1,21499.208189253102
64.23250233299702,67544.8883700807,1,31213.010927666124
40.12764552964593,49789.79985615793,1,9007.725685462614
39.50287642768714,46351.240307609005,0,16668.61914198457
41.02863209812979,49764.94033182766,0,20056.210303082626
22.278138315162735,41427.55810551322,0,5795.59674811203
64.38532958955862,59142.851796296,0,27262.229888496608
63.197508926986536,59567.43400025899,1,20144.55987318148
69.89128473309488,60909.70899667833,0,22274.641155588826
48.429523357917496,62781.412877652816,0,14430.182536030628
57.06196509547206,60471.19259279402,1,20924.530492560796
28.538939127979845,66836.99428567759,0,9304.9919053735
52.71149854765682,57962.79478661303,0,19831.456592502764
51.78610813538432,50384.47936440554,0,19639.696852174664
64.86285426376385,89138.18088051258,1,26564.277942918085
61.201221587631856,64736.87457095928,0,11914.090706260928
66.80025605612369,73301.37589699001,0,22706.039634095687
63.17934058048359,67510.70012226672,0,21497.009925376857
63.172082534740305,67816.15156034764,0,18332.456606050688
21.31361298781335,46013.34700743142,0,18200.213734209854
61.9900215401897,49974.16512233419,0,9575.77449576809
49.588876514162145,58469.72873269519,1,9678.329624834108
37.783111491829985,35642.9427074126,0,7466.742070618903
20.93876046817924,38725.75186996428,1,16612.449951089526
53.239036287938426,49363.34357833634,0,10304.918428252115
35.06649102795611,51107.94737246529,0,7219.238350207376
42.324365779273805,54503.445363019244,0,18670.32437304746
53.449878726866984,61536.39827108536,1,24156.355186470682
65.41227644525543,65579.10395011859,0,21525.670232204942
60.92271961145992,54393.10638786597,1,26530.999158406223
41.431050713387194,48105.49046317681,1,15970.7944226307
38.164724187211704,58286.3237061507,1,16566.65683776645
30.46854641989047,55912.839982889236,0,15733.889645074141
37.366191061150346,37215.26454430968,1,9470.33076275504
23.77441213917871,26577.929744462897,0,-3300.9238297106995
68.49748643496723,56979.84938543649,0,17231.061357397826
47.8437070858981,64373.929363271556,0,20660.500798835237
24.64590382535107,54471.79221450588,0,11654.158481454819
36.3459124818271,38925.83743690184,0,15448.22376067068
46.44603546827411,56296.11127150044,1,9837.346668689039
45.71005310532522,71199.33988406349,0,17839.428651088852
19.846175173368884,44076.20235908778,0,11646.177793794444
67.44373377991379,77936.89974228783,0,14528.449617158114
32.31953543669712,56147.03341917955,0,16388.898381990104
18.841602784458342,30318.814329950066,1,11242.60750735771
21.97508846541469,39087.72999773656,1,28660.4742008866
48.1701349688948,54432.612267365876,1,9191.107876031869
25.164847075105037,43623.75741776592,1,21240.916995171352
20.169689228382172,49248.13414857679,0,6987.960777903745
37.74057625346099,52957.13574948459,0,4758.07025344044
50.3835820016898,25829.781563063745,0,10024.918838819376
23.815669851763843,28779.43219495466,0,9028.473396535564
34.29304727186841,25272.71448617378,0,14573.214250816276
39.7235549244762,51615.42986879144,0,21716.07541243526
26.29192508491189,45550.83903713356,1,21922.934364217446
44.315842720268925,54990.170946241655,1,14535.275535155479
22.43113251889209,31626.28358229988,0,13299.67832333899
20.41896180994357,46950.92095617168,0,10735.30924321025
45.03143909206701,59678.344510718794,0,11701.107164840343
30.890642583045533,32893.830619471184,1,13407.958611168822
22.959438010697433,26819.336990859993,0,3724.608004001866
40.04345454935688,50020.410412409066,0,13196.193660794563
65.58731845490452,80711.48196358586,1,22540.32247586889
55.65800722601605,74826.43103499446,0,13474.27418261546
60.412027598045434,65840.05740350325,1,26062.006898873267
63.3395274154491,54369.79699192378,0,21248.537923580385
68.57664255261379,73156.74787119274,1,25093.018297183975
57.688821822737,54320.16826327808,1,28808.037710555072
49.63721194085294,47143.53560368837,1,18339.64301606386
37.002145775716855,27061.404571638486,1,13592.696886679529
27.445448301001235,44746.54613397714,0,13266.189185326446
53.70631344713131,50554.4832321919,1,20134.583087928768
69.73739927834097,65833.00343445553,0,20954.768844244463
42.30265160018379,28157.748837721287,0,-1325.8871492864382
55.631327140825995,59513.93029624988,1,22161.19538148006
43.74480739964412,27561.192060105775,0,2369.1009985830988
40.460538014900784,61109.67154013591,0,8098.321901999396
39.33589190511559,54886.85829390864,1,11679.251516636454
44.24048351244828,49333.594041978264,0,8568.540339018353
37.0785744169995,54166.48580932054,1,15088.094166170687
56.936212734734006,48687.363740731475,0,13823.515843292522
63.46214538275886,62454.82784752836,0,22259.287882590237
63.91003594554957,69902.75835737814,1,25884.222095521214
29.84033309814295,13977.274058157578,0,-2139.5781186455797
64.58727521403752,57821.394010243515,0,19116.067631565893
35.760664056465465,47653.89072686899,1,18508.79811689713
34.08399860523548,45079.06312516007,0,9681.873452298312
55.791314984708265,72466.67575462819,1,23100.500687870957
33.84420968448705,35683.09359301468,0,11288.70192318416
20.754253091704925,34165.53411140018,1,16390.402017658904
37.428124160136015,29555.37181698352,0,2566.762076411883
55.51621121863415,72860.97212204854,1,22167.75426273344
35.00183785404918,45038.017500936585,0,19045.849811192136
50.737070911747615,50984.446575506736,0,22329.165381389976
52.32621110168278,55638.27872773424,1,25283.754731988884
56.15427260977052,64439.49458918851,0,20358.927400651337
64.65078424816869,65799.0261592456,0,27783.233207568737
40.493353961958434,76725.51911655009,1,30360.462712080025
26.654467986447766,47866.59287726163,0,9472.152944781456
34.58413720245825,42639.614309538316,0,6333.626655003882
40.472697269047266,44622.78125928416,0,11205.355991615392
55.12235640506188,53633.588678362845,1,36871.30771770893
18.682350529204943,24322.806018304087,0,-1678.0310059545736
34.420839938873705,47609.062044352715,0,9292.378494562927
58.55181421300448,67110.58816859142,1,16357.96589699688
52.88460057319616,50308.66428036572,1,21231.60585706273
56.050478626451465,49951.43875038461,1,15191.784455854417
60.21416001083813,75266.5314683614,1,24025.730034835677
58.72825738165404,45099.29712461537,1,11505.10538869855
53.47352463994446,36058.578555199216,0,17388.666108932066
40.86239968327071,38902.18040516153,0,18174.424259510168
69.147113101664,49169.22937958904,1,21826.62744797441
47.59180617068383,57658.163726387735,1,19608.527571397033
28.543998887179633,40664.95443909409,1,13958.259067688774
33.22626846544879,44416.26378248599,0,11991.433447463483
54.06524771046444,68561.96562497994,0,17478.39816975874
66.0864573903721,56129.88008355829,1,27670.86424858372
27.293446718706672,51397.61747680975,0,16763.646758677038
22.28201777878089,56254.236881422476,0,6011.471131437511
63.83961449818432,57363.182268955556,1,21957.598662660934
65.59445490346738,70167.45600729683,1,29643.733826046882
32.37172595642677,43767.68385292358,1,8742.768336282552
37.618857667304475,58050.41012206013,1,8475.206136439057
52.329775869888635,40449.99605918158,0,15642.534544388278
35.15636108380869,31123.05809065088,0,12625.310081179286
63.61225283004275,57893.449265945965,1,19900.294552835185
23.59409254112086,32907.79817996272,1,10116.343055618168
19.975075489930152,34820.44665066622,0,3676.098154348159
28.841282750625055,42225.37555084113,0,5656.16790848695
32.87656446665839,53638.41755169172,0,15406.63375152385
23.872182747021505,37859.485587851406,0,2657.8926732012487
21.41590232571363,32469.338056625948,0,6202.499963638577
57.29160110209351,55130.66678345777,1,17444.70606119022
26.542381426917384,35579.737915392514,0,1590.005197416649
65.52395435144781,53421.92215509676,1,27797.87395953309
37.13598239530099,32437.823061880805,0,8071.852674380587
52.87150210550996,57130.532214965766,0,17229.554044702352
29.72090996797761,39173.39791801827,0,2321.142386392299
30.496783961577076,54911.17937313525,0,7880.777460846562
47.884878549113914,39468.47835396755,0,17304.262948694566
47.15343210759128,48155.88050331685,1,32182.631751076493
57.97391985662823,77116.0321349016,1,14425.30686286425
57.406291896101834,49307.05077707243,1,20406.424480480477
52.875763762510374,54072.54936029395,1,23043.81067924897
41.35478942646153,38518.95488497708,0,9042.352607593595
64.3133000865921,48672.37491548623,1,26977.50744383766
50.37408149150753,70660.15057663055,0,12807.168002662995
69.49032150404257,66455.55567839276,0,21312.858169730996
60.60723053258665,61640.403648669555,0,15675.126948892485
20.304110184392965,23188.89274103426,0,12476.86672575588
34.67088316817652,50922.855465171284,0,8644.639664974406
47.73753725648949,65442.988088182996,1,19332.437278683617
55.51641596931733,69252.97859294395,1,27757.026240643638
46.617497883620956,59992.08123787209,1,15182.514405047083
58.87878196803345,48144.53520806268,1,21933.960198230823
32.69809394338192,49480.28114362087,0,2374.975184605464
27.563426664106903,50457.56293681952,1,10118.774333357958
20.803667557068046,22457.39792764501,0,8317.129683632129
47.81231471771915,42693.36144404173,1,13878.31154026684
53.807175075125755,65785.1607549973,0,14617.086431405925
34.9597852902068,56240.35041182269,0,15081.424109463318
49.90637761250559,39467.358470038875,1,16032.080663770354
20.71217600437312,48306.30259487829,0,13087.275826444242
23.16325400743379,42534.66099525307,1,14964.430838442386
54.491248157441916,65055.713624792465,0,19582.236553590144
37.139624671299536,42224.599101310356,1,22855.212838083607
52.90936961735629,62906.51977348717,0,18471.641213890303
61.24949825455574,69063.03687213412,1,31850.439790471275
62.33636674875808,57654.83401982192,0,22789.068166922927
26.95271756415145,43653.884243808585,0,7138.669788038866
43.286849762270016,45158.208586088476,0,19638.931186169208
56.1641896288893,74598.48430130344,1,25012.016460422932
58.24699100587934,57920.776109682,1,20468.07726884155
58.80315099790163,50181.332247178994,0,18170.69190090264
29.86470138779039,37774.091555147694,1,20311.983555024162
28.011810521636214,45273.61127223924,0,12404.948702762276
48.68064835023219,61873.635892898215,0,25035.457422093248
56.53646148238742,44909.96228968849,0,21230.941314940443
34.59525480777805,65774.22743331351,1,21112.273871897774
23.44466815684592,44809.087018979124,0,4039.5019195613086
55.27081191132403,62299.96568535615,0,16385.496380749817
33.584287231760236,45820.24817764576,1,16657.20296287088
26.650861664209536,43518.02050561603,1,18165.131889492244
25.681623476650845,41357.98035905139,0,12458.787937596271
34.37529647138925,57365.607926054225,1,18459.3221379747
48.819259427514766,54330.34383922368,1,20798.635846311176
36.63691641207846,55988.96039096633,0,16528.563796892675
19.074416282858444,35198.7329079035,1,8041.82541921211
23.039238603246176,43476.02458474625,0,17433.029275373145
33.10616885432819,38513.88098476989,0,236.78744352527065
52.30463307164878,68317.59886131976,0,24569.733911321877
23.122783820363757,33223.91950299072,0,7721.021072246013
47.15415638203545,50327.283748404465,0,19476.45872260551
24.23406528284822,38967.428516876666,1,15562.758079720374
29.003997022167837,40962.484634346234,0,11627.2199224222
26.95380343289966,50701.8594108792,0,13232.219007800459
21.495889049682145,37581.36687747463,0,12102.585943122784
52.90915050410269,70393.82055746208,1,20977.058023630547
42.09698446407379,42863.74137073521,0,17879.76668251946
61.21477892666159,62301.164162757865,0,13050.719083714188
23.142323679080484,33813.30194641424,0,7983.142063826898
25.526112533579756,46972.78409210454,1,18982.35053728779
33.935802030223435,46808.40374534402,0,16443.088678658536
57.82503132081802,57361.89521342423,1,24605.14002681303
33.89945880409634,58834.47906708341,0,10696.37747774893
39.237772789932016,43075.46768441497,0,16638.640218271416
33.68338544745256,52706.84429990628,0,8660.530323887371
22.17166317365356,33396.232460078856,1,21531.001249483154
66.85054839060174,64552.12619690461,0,19401.96781031249
46.524027587701816,41306.260511616456,0,5737.303097672206
58.96732578564583,52858.491429755515,0,11105.89696002196
52.2345687936354,55295.853941089044,1,21194.71733723392
44.7412225112227,70517.10292884213,0,16699.08115175902
22.663269346287766,42339.67337774162,1,23614.904631787194
51.422144354055824,72257.75533569498,0,12317.707716309531
26.07925850871527,45242.86217126681,0,9937.448915389388
39.54792480652638,45903.1199585138,0,7202.789921746373
50.71388346098238,70750.50695649812,1,19754.553121779274
58.67590802455042,63708.1302330094,1,31525.85477855771
53.622349136848214,50383.958629596964,0,10081.184574549385
52.919743510840696,61165.58634942332,1,24635.719457449643
25.75019487711079,39949.14993947929,0,11109.490764442044
35.99868408372257,28109.000080148326,0,9889.779692968305
20.231438178330095,49475.450681821225,0,11591.01581980683
55.41279844517616,68655.73977900737,0,12148.031757219527
67.53447102850579,82146.65581417565,0,30003.172326136515
31.73374028931194,50088.3070666086,1,25979.806240140853
22.560228876440085,38792.88019739472,0,8626.857283824056
42.72964399118999,59714.71626938085,0,26632.93107824385
62.54830760263358,69772.35745450585,0,17491.757608227697
46.70265815413254,69734.14090843049,1,23316.10569095096
20.432411809885892,39769.92967427852,0,15222.920648277599
68.66215650745319,62675.28852805065,1,22704.937853181156
61.08979531805524,53389.45346144234,0,10649.159115358092
24.84289200667853,47796.06687059128,0,1689.5997603005653
65.93348333818247,47484.12498678289,0,28239.241985828077
41.43579100746981,58478.76923236055,0,11489.91187153613
37.338695509896944,54547.69897360636,0,11993.825182247532
41.97477318741379,56838.08861829061,0,8514.943107706547
61.39774175728925,62081.12324366302,1,28229.357072470095
52.29294327091286,71476.25411076727,0,13698.414769136376
21.08091952478583,49260.39441666155,0,6685.908208316711
67.79542729804089,57826.94173526345,1,25839.381730215326
25.684774940872522,36950.59697345979,1,8511.785049292623
56.76953349023825,49588.02861097275,1,20419.798211573798
51.07909958226281,61052.38311888727,1,28332.10617585764
27.751458493221165,33874.340034211025,1,16078.99768964965
26.87806795787858,54272.95541477281,0,11455.620595194789
63.257034872643985,74858.25051977743,0,21211.555573825863
39.82413602197905,41121.905321485014,1,15131.342256661494
52.037978737055205,54163.50402259907,0,25804.707748445577
44.211692200547006,52272.05591389764,0,10008.758378828828
55.82238288794989,66751.02304867162,0,18894.20969227679
42.92060350204519,67553.73550712137,0,15914.622082835209
32.94375559328956,29616.953867959008,0,14594.259041119487
36.895935291817814,45266.160470642084,0,17421.67279939597
62.672040111417815,58675.85310010544,1,23241.899309858753
42.337804031981804,37162.20346712542,1,18637.11361867415
29.09936527671968,39698.58244531922,0,11432.4050694456
66.59948018001717,67577.4295335147,0,8716.930711501867
59.4232237379156,56924.82284056223,0,9632.179019250465
20.894639594922353,25001.10811138704,0,3653.7202765133216
69.94503402298693,93713.3439915926,1,25552.3478218723
54.13618821488532,59729.87275948447,0,10803.812809104851
26.33386315011052,44283.87287612201,0,13443.072774502454
30.332719427527014,34187.09608309304,0,9495.84559890207
54.00716502456044,59610.64413199297,0,15689.024681177201
58.547574874514346,57631.649596842224,1,16191.90356205016
30.42986904378992,26329.700394740892,0,8496.21952700813
31.36238040276208,34978.63580123688,0,-3363.0841193169526
33.97027613334716,54934.39824341303,0,11472.71349698153
49.09695497150511,73988.65398575697,0,17534.1747369155
26.9344412716664,47138.87468626365,0,11310.35064456714
23.420646342008432,52741.15595393789,0,2137.7360463990753
53.3009326324467,55092.91323039125,0,17293.56153298584
58.51309286924484,58391.08482781639,0,12334.5707073079
44.048329029658284,62933.954791023796,0,11040.712123572368
36.91930093395604,65087.42335877271,0,17482.259451781803
40.466221103376775,63244.0774863446,1,29488.22058610854
38.1972073613415,38434.97292682256,0,11739.732558963955
67.9192152283591,63290.0187110271,0,15827.36762357337
57.94067507139529,61745.5843804606,1,23706.04568987511
28.820535172205734,41813.48795102758,1,19640.601617039632
37.977835906806966,52867.49338755944,0,15987.304349481015
46.28863915088171,61350.08769213033,1,34108.300961708104
49.875264827311796,64965.7299332073,0,12894.938113309756
42.34556259349589,68031.48281896318,0,16533.418200191987
60.126585020621874,56768.88146306259,1,30446.794917521656
57.91551301182805,45317.424857520884,1,28545.641273210356
44.26821176866467,55716.45182447686,0,4674.897903558716
62.43032811264998,80053.274368173,0,20474.604959147393
57.056655583004066,53758.56919196144,1,29209.791865040454
58.486256133473454,66111.59783737392,0,32761.62596242777
67.73284053053766,70823.87818999526,1,29147.93534386115
31.856280942878538,47842.56094488536,0,9316.195814581824
31.917704443076158,46028.09943197522,1,10940.335069625806
64.22551729591328,52878.46659074271,0,29226.666905911174
58.15577141605533,36261.26498382189,1,23900.98871392205
66.18036815465263,51971.67701068602,0,14192.906697572042
21.28276833687156,36738.34267731878,0,6914.606103437282
50.643368017603024,66295.91088302858,1,23309.197275966984
25.520673582419267,41729.056167695875,0,11996.073602694029
44.202654311214296,46911.06996642566,0,9033.544571156475
26.0988404563791,34139.56580865525,0,5562.772581513884
24.660082467213723,48898.09951870167,0,1557.1536334481134
18.632753959865724,52899.94864423891,0,14215.357104420946
50.77241824391103,66020.56634063012,0,15048.447948993637
36.66917606788448,54396.085031526934,0,15105.05196264605
23.469790813706528,26978.767943023864,0,14503.127499925326
34.78756444202811,43877.03979257635,0,12444.567579532984
26.785092755482417,62865.58866663797,0,11078.72503801494
66.96813123808629,74703.57053819539,0,21833.59068585647
34.6402540595901,31945.094847447806,0,10438.528315913934
35.365583211048275,47126.88637353142,0,18016.630268952522
61.672616176778455,64467.29241499961,0,20335.444464549604
51.68329958687222,48220.06516317391,0,12436.661335797271
54.92892358495607,34372.42157838955,0,19662.27215927892
51.07209380742595,56524.2873538773,0,22019.26927866468
67.2022067653254,55723.52080645831,1,17321.140299608593
28.76404324101835,36543.60422966233,0,17071.08849501043
69.43004057130138,61168.216686343105,0,21826.388648937012
61.20972123293868,59268.101469921225,0,19585.104144312852
48.626574621569794,54222.45936982804,0,20180.68401927934
52.44332446860495,47381.76324508247,0,12391.959263207844
51.73894557803193,53667.377492675194,1,25485.349435828528
21.036603651076003,22944.06812151045,1,9617.850193676968
29.33685792366081,47778.81961551119,1,8270.500147731591
67.99648599528696,35435.488864231906,0,12154.06468994591
45.78695030068772,49998.57434600766,1,21992.35665925444
37.674387369619424,58029.05522157924,0,8610.441296108518
57.6260000962319,48219.593175367685,1,29397.5399527314
45.2749850181021,59801.79454562505,1,25981.593725381143
18.684464114458674,50899.55917843826,0,15494.044570900387
56.28435502918613,25063.17798961918,0,14387.081703186203
56.07531312274879,56524.02752561697,1,23156.77346358625
26.58773302971867,14536.132238576585,0,802.6005585800049
67.74632459805909,62691.07784332008,0,24797.290254731277
29.643222840137945,44749.8993102557,1,17302.80177423859
41.802967103874366,26076.0436928288,0,13804.725916519055
23.966269985567564,61231.51861358243,0,19357.964915736164
49.3706806114306,57545.49838206155,0,12598.871040754726
37.523458242975046,40271.49480066717,1,15901.133379275136
36.36502003490468,62836.30429243752,0,15189.989043935528
61.00279761548926,42545.26660132146,0,11777.909155936462
18.49720906822487,26956.89419892926,0,5457.137127153702
59.49323208640597,36752.060806504,0,18038.60155026644
47.71532541890009,71868.11467484338,1,20102.770194400204
69.27712270097035,67962.02506520522,1,32196.574095360156
48.65104747142095,60919.541634195426,1,13267.540848618766
20.879714975693812,43449.86982703167,1,19134.78617900864
20.63355697507377,46054.45609898273,0,12038.084378993051
63.92395529133526,62742.75478462753,1,21214.92359894685
61.743135566574765,63580.78121036179,1,19084.662393201143
35.98628393026521,49069.1763273621,0,1702.7613325769926
50.137689177419134,48982.926533016784,1,15949.955426716335
43.45875056689122,51263.12763129892,0,19053.94615152312
68.29253086707472,66882.21116615414,0,20066.298658636988
67.39796684559836,64804.47461832049,1,30774.945232910926
69.15962844412027,49802.09314452697,1,20712.779650153992
63.05533659298174,48077.80161040678,1,25954.37828016984
65.29668272030527,73476.75569931655,1,21819.5191035706
29.298496495891094,41579.30778911153,0,5189.7550470401775
61.212353027468275,66453.42998409354,0,18352.177518049626
54.86056988662229,46509.085846087175,1,17298.190005333192
68.06489845905965,49300.990463064525,0,10828.967992932321
47.70561507901621,45416.84141419098,0,13171.233653637375
22.42869266894893,38988.69562676033,0,8916.785178622264
49.06474234173195,47880.96817802185,0,20942.83834362891
53.70220825710697,69790.43935961062,0,22403.513973047757
29.456693493046274,46523.57976189775,1,21643.412670963186
38.49389594266188,67736.33415694952,0,18074.20009619487
49.12217753068736,58605.17030605785,1,22348.01633149313
37.45349834045829,24601.240991031034,0,3806.0992348352984
37.49728129641053,59309.05671279081,0,14179.72292023756
24.920505236985463,27364.736393793188,0,10704.543573430485
66.91882960003863,65764.7514721327,1,32247.430814073177
57.02570799374502,50766.01342023406,1,24913.18564943148
18.064658821037305,60459.439755160514,0,15860.792912750621
57.81189076915259,73301.92465887764,1,18732.58116289209
56.46933961820866,50816.46339208675,0,14743.426132109933
18.506009928087195,37979.42828283248,0,9645.898382207042
37.21942347591576,51055.69243445006,0,18354.217392340965
49.5508798969276,63409.5806640799,1,20524.990816598915
41.543033896617864,51063.03607155905,0,13002.680590733711
58.455278173466375,48978.69009292452,0,20024.62617400062
40.12383329699057,42886.33025649476,0,6684.045549321967
26.000874411599526,42955.61924203185,0,17532.759555640238
68.77361246223909,76731.37601876646,1,22032.17962878604
30.586079624354422,49571.41841753765,0,1481.410648828134
55.32000014814928,49925.85080792448,0,16106.920153035207
25.44412820653174,49205.791880363766,1,23501.69834122055
35.1086559167645,43684.47956960065,0,14322.444791981015
40.985435638382036,59396.79787105943,0,17892.219629800515
27.996064235407324,69268.13630098972,0,12732.955288716008
41.397897971167694,47110.68527614835,0,12228.760635492486
26.172466795571,51102.28499504921,1,7620.175010653544
47.06834002726629,46080.23669325585,0,2724.7603852579105
52.51308913105009,55133.90689361207,1,21997.370207775537
21.24658276945656,40918.914253449286,0,14903.953950937372
63.29887029627274,59712.59854769256,1,25351.70243816413
27.627326022185848,68443.79989884316,0,15487.842829581554
29.718846116656838,41793.4923115446,0,18041.706182683527
52.39019168431928,62063.61123000832,1,23328.23371706998
42.37505514258953,31886.65887806044,1,16050.401414785854
43.968571156895415,56304.25121214381,0,10331.51532434314
24.6640591972829,53752.57552216392,0,20419.132206533402
59.898262737573226,54673.157942996106,0,20079.707237582657
