instrument,treatment,outcome
0,0.10222258526158703,-0.021869466303779228
0,-0.1613382324999826,0.6011742186344134
1,0.7742655078207523,1.938214079742044
1,0.12248507979599077,-0.51368606948979
0,0.37995642158824183,0.1341562843422044
1,0.2015664526215648,-0.4597970633082584
1,0.397215172348284,1.8507135458473374
0,0.32440090807578764,0.23045715313028436
1,1.301979482505117,2.872909602480407
1,1.4928872840231693,5.192397071730868
0,0.5278991192332859,1.9116677481720905
0,-0.16203609190089094,0.47648370714312926
0,-0.7705165345502315,-1.798950092377896
1,1.4025277928014468,3.4544717982070288
0,0.685347994452488,2.132146399826051
0,-0.33598807667674785,-0.8828312392605664
1,1.16059451891228,2.5626248982628375
0,-0.1660888969653693,-1.6028916649901004
1,1.4506384417558644,3.671193716149889
0,-0.257432331201891,1.2642853630664073
1,1.6893256437742519,4.655232837101207
0,0.39306027379912284,2.412047612784083
0,0.8987724223429934,2.227656757549182
0,-0.23189863482493966,0.19314291506517323
1,0.9025148022220965,3.610036062224137
0,-0.48463959917218263,-0.5013282895645035
1,1.1219946260595983,3.7538112201877536
1,1.1495207664185623,4.825928878036838
1,1.8985119591005932,6.073889846654507
0,0.2410198986098246,2.4365894251697533
1,1.0620471012530466,1.5662215005707063
1,0.464584811748109,1.7420406829111454
0,0.27068968631761936,1.0953926514885246
1,0.5100543956562081,0.5936433411631333
1,0.757930379421,2.853375360026738
1,0.7872578307728976,0.8716908167420747
0,-0.17615243667458522,-1.1826416357840843
1,0.7314725482709967,0.19532983191518238
0,-0.1876475848567103,0.9956837623926837
0,-0.1898655625169196,-0.8011461814960542
0,0.5383323257511358,3.781881012069719
0,0.08770682091320568,1.0660703892591121
1,0.8735331361001385,3.06869762165144
1,-0.02865238449276797,-0.6721848477593031
0,0.21172916591519494,-0.411162537941835
0,0.26521173198761894,1.318606769859802
0,-0.19916931134437635,-0.6690219433061112
1,1.7425148381303457,3.8882741989057363
1,-0.44461363209203264,-2.8506993127844167
0,0.3921835678852733,0.21784697451223622
1,1.0564024024774312,4.990174432698524
0,0.27079146599970594,3.025652316010422
1,0.7881063528193115,2.5693082057668444
1,0.9753396613125187,3.0749617801788447
0,0.4340877397779469,0.9659428475043197
1,0.33705620808400294,0.07668327594250657
0,0.1495978110900448,1.8239724908773784
0,-0.09165842101165196,1.5986011308621801
1,0.15311579988724566,-0.43407168617754854
1,1.0585849873066446,3.0929165834953323
0,-0.2821802123420167,-1.296406937736218
1,-0.048929337389733596,-0.5670270870341778
1,0.4304446696491755,2.477242264377389
0,-0.39944944904656526,-2.5103098925058176
0,0.5142395045950552,2.0091882047214717
1,0.7765965702790387,3.058027818142982
1,1.39119137284497,4.031422944933091
0,-0.3332781156165228,-0.10676651986279573
1,1.1370849359482496,3.558906648382199
1,2.1198114574039564,7.576564293367981
0,0.1780162335635701,-0.9881566042351438
1,1.1308244311615763,3.0436980324778595
0,0.3467588321127031,0.9684633534870747
0,-0.7110376637129133,-4.805320375610089
1,0.9929086487337253,1.892773212622641
1,0.8532281603247844,1.746085226615567
0,-0.1298736916991546,0.5585849197258859
1,0.25798181289755967,0.06710209237807829
1,1.0469916201635185,2.3228958731845784
0,-0.48620186980531066,-0.6411198287597402
0,1.0668228023409485,1.582557761232791
1,0.7570845417440641,0.20000955778862028
1,0.08834647610674817,-0.09655287174910193
0,-0.2569981391641694,-2.218701185570864
0,-0.13906716914490863,-1.826880802094375
0,1.206188326961923,4.191998772573751
0,-0.4422944734047482,-0.45090958230166545
1,0.6418913683743064,2.714538320975044
0,-0.26891418493251124,0.3020341055096991
0,0.24962924279083204,1.990022048387298
1,0.4390582931474778,-0.8114153293844975
0,-0.5695283330698552,-1.258173039280099
0,-0.09764728989809934,-0.8225500692638568
1,0.5503030783338784,0.9034849890111989
1,0.4038778111879932,1.772048065772685
1,0.43059482055144127,-0.4385110182414278
0,0.5923478989405015,0.02593509094918467
0,-0.15987010713375216,0.15396242268046068
1,0.13293616876078362,0.8865945237932488
1,0.46894201810007186,1.5435587101717259
0,0.027167829732696297,-0.7984099155250479
0,-0.668134818275677,-1.260574820244907
1,1.5129889800031993,5.219269832070074
0,0.43378973875313603,1.3866737313068624
0,0.7150863718093896,0.9679380741583972
0,0.1960640627438413,0.1629438425020172
1,-0.34684872506505027,-0.2027124976707081
1,1.4676668583192567,5.730191797759557
1,0.26821582014505363,0.47811085705883244
0,-0.39109337200104943,-1.4229530838114106
0,0.0781625719777218,0.0727986079081043
0,0.6891149233350747,2.3422377789161963
1,1.2266435669762,3.0988634008685763
1,1.1531405600880102,0.565236622692447
1,0.5440864735627233,2.825028422335267
0,-0.16380376304605587,1.3032776580243817
1,0.8729718339900332,2.006515642364387
1,0.6349645793582336,0.8382403691559268
0,0.44465895366467656,1.1968763386038075
0,0.4150588322476133,1.0576726130140672
1,0.9956706605863528,3.9825305589220177
1,-0.5629806408846894,-1.6343024810090303
0,0.06399418183863202,-0.6006402848552872
1,0.6455730596336494,0.6183097283428993
1,0.7840128008797657,3.2176725874589702
0,-0.37716231927320343,-0.5319757166553608
0,-0.6623929551996126,-0.926618987507019
0,0.23156923998751994,-0.2734790307585342
0,-0.17815065886603088,1.303984922930237
0,0.2873464968537997,-0.8816550164958379
0,-0.33545718884238557,-0.296770545125677
1,1.4079553202463382,2.3142831935421126
1,1.2005324212853816,2.8112658821576773
1,0.8484135542729401,4.106263593266779
0,-0.10664420669297359,0.5114316343970687
0,0.4262044388990985,0.7323929012101136
0,0.19627390761870298,0.06998468003442071
1,0.8192920939653023,2.5584983927313494
0,0.5214327047798043,2.0784391051001356
0,0.7132680772033201,3.391383614292657
1,0.07379440775722768,-0.23485078133681148
1,0.17480794632509689,-1.0873612245119109
1,0.30986963726060107,1.0865775388305632
0,-0.7512122988217759,-2.711067733973722
0,-0.031374262784575585,-1.394756493102174
1,1.0000582276222532,3.2978435981795537
1,0.6892908525238316,1.8547588034787055
0,-0.26706082080644783,-0.49467025594954916
0,0.563228878564579,0.7952424355065568
1,0.7702782016033748,2.797545135135623
1,0.8714914836831591,1.2973762542944987
1,1.27711740244988,3.0036208176530566
1,0.6383790305744331,1.6722228606360217
1,1.73010703631234,6.932139523896734
0,-0.223907501935883,0.11310286274084469
0,0.9989741022564499,4.0741148110371395
1,0.21263240904378966,2.0549742604745136
0,0.25874245144022073,4.379059490131535
1,0.3787339155968814,1.1777908143490783
1,1.2597830584905463,5.199750098601495
1,0.4608836960707857,2.3952863426142983
1,0.8454355953220429,3.5323392892736547
0,-0.3252709980207848,0.7984266239778268
0,0.46861258683330714,0.986524729515445
0,-0.3278756303195697,-1.4823119148950885
1,1.5417074223713345,4.944887780595865
0,-0.4979985534806952,-1.6766954323639727
1,0.027186040835926573,0.4000589755059528
1,1.175776039039543,5.09007690217164
1,0.4041781798682391,0.734387816898439
0,-0.0036186567247678074,-0.31553493276803385
0,-0.16112057691786041,-0.309050727227004
0,-0.6563041335763451,-2.197230826754205
0,-0.038496832069169,-2.0294963242209945
0,0.632457947486151,1.3172461997595137
0,0.5015685016527828,2.1920787471958527
1,0.8158963813129624,3.8852358948715335
0,0.5561341465175536,0.5137838720149339
0,-0.5297592923470883,-2.7485602762721077
1,0.5372728355474969,1.6420523093598265
1,0.897902470365104,0.6181123462174751
1,0.6347925865914441,1.459407556787205
0,-0.12341166523827862,-2.1062770552662293
1,0.09967813383945245,1.6680957013608224
1,-0.34067069432135577,-1.7913432373144718
1,1.1089332124748181,4.979633823763482
0,0.12161078662611292,1.4783537133366778
1,1.1509991891050464,2.8066802696177224
0,-0.2186179710791872,-1.7278135500836391
1,0.343611057586203,0.8372874235910203
0,0.003273983318317223,-0.09482467430325155
1,1.127099824306408,3.7274464168716253
1,0.5842738925061728,0.9762783879883394
0,0.4008925921642429,1.9490726500149318
1,0.19684599720345652,0.8558660466102691
0,-0.0807235665849336,-0.5825658564706647
0,-0.035057072039015535,-0.8172118715350697
0,0.61319497196096,1.654699932784194
1,0.8038136990079541,1.594539845196293
0,0.8730387591470975,2.6775549723248804
1,0.026157600026258665,0.16391148529868577
1,0.7649594522056398,2.5565856400932585
1,0.7896990195902228,4.135339468442522
1,1.0100465987934335,2.897695076680728
0,-0.4066799682244456,-0.21544203754885438
0,0.842223169705418,2.7562569060919557
0,0.006481970735879598,-0.21879838969081522
1,0.1564662435325409,0.35023946064638867
0,-0.00801249520680927,-0.08286389478847811
0,-0.15658076144005678,-0.18997457659195416
1,2.091617571123664,5.315531948152023
0,0.5249717997625067,0.10957501584255325
1,0.7248306778541086,2.828789427036601
0,-0.05595834259960232,0.7302488047824522
0,0.4755284312407325,2.172221126525
0,0.49943108016410726,1.6532652590487944
0,-1.4557749596603244,-3.6001002515276848
1,1.0214965773666669,3.777918758117143
0,0.01398327198931333,0.8295791749228947
0,-0.6555719108934881,-2.826256554022578
1,1.1401070698120885,2.3233694122816346
1,1.8230940067791326,5.080712773585127
1,0.9783979734138903,2.917809810699016
1,1.2502142211284322,3.508721536253007
1,1.6020595459822018,2.9294883066087296
0,-0.41513107536002586,0.4762993860550646
1,-0.22878572258345864,-0.9604031566361114
1,1.028433031654751,3.2580035115412067
0,-0.12380576822072552,0.8731316861008822
0,-0.6870867261857715,-4.406232448078519
0,-0.0390849680678966,-0.6289487761154019
0,0.3637736868953101,0.7042037871061255
0,-0.07448583238217997,-0.5597675425971846
0,-0.3934138153675187,-1.3537280368165088
1,0.5882464698517448,3.211874208000079
1,0.6902617673493272,2.744244177775204
1,-0.2647411313130411,0.16381187468970615
1,0.6286125234146533,1.9329578420548839
0,-0.6721702360724459,-3.415883754362839
1,1.029512976010548,1.0088418928856369
1,-0.08052128779338907,-1.770971586611798
0,0.5063461022754681,1.8788040109924238
0,-0.20458253460697073,-0.5819778911232772
0,-0.27148785338600606,-1.0246272077140257
0,0.14722729865098602,0.07310498921282138
0,-0.433017222611696,0.7126699076076588
0,0.13937287706503204,-0.40478495978137824
0,-0.36605438734418533,-0.17034370591649717
0,-0.27836725616238467,-0.83318883246616
1,0.9026770846645676,2.647091742207706
0,-0.5692903668671914,-0.5312335519848301
0,-0.6321686508811785,-0.43397556995209086
1,0.8241127537051709,2.2327888042306747
1,0.6865500737553076,2.858852940508065
0,0.084346372404696,0.6169304793641418
1,0.8638196183607103,2.5988959938920453
0,0.02868777690349064,0.2903182733674978
0,0.30404631198353443,0.2241301211057657
0,0.04871814348932924,-0.15994496286309698
1,-0.30365194983765154,-1.491591129265661
0,-0.8739422973309278,-1.7204501755638635
1,1.6639745901210414,4.896722654822062
0,3.5933529431513085e-05,-1.2976062240267436
1,1.1751208258585484,2.8019252544125575
0,-0.17285195281353796,-3.717820503652792
0,-0.029007547196965206,-0.5815152434730442
1,0.47331767286457815,1.4575980836908842
1,1.9329636657306823,5.662755148325074
0,0.1266212111820712,2.360017985077606
1,0.4325710472469012,1.8726191826557403
1,-0.12576985671509544,0.15314228294386445
0,0.9868667213679261,1.3173311295335002
1,0.6183608073858483,1.4904403680404121
1,1.0721145597807986,2.7296808720187
0,0.42799864515327296,0.4979147366518111
0,-0.23141526171518528,-1.4941264506589023
1,1.036226387693078,1.3005562091376108
0,-0.30206914337580876,-2.182060634808755
0,-0.4952131810197079,-0.6115461402941748
0,0.5822323462561062,1.6037823467751362
1,0.6209053100889003,1.3563135119923668
0,0.25925641680132766,0.772357915751275
1,0.9054604969408855,3.8837721695238074
0,0.3189659800276445,0.961108460958719
0,-0.7782684671008124,-1.794431270371399
1,0.407354734341815,0.37545936063718754
1,0.5377624212517875,0.9946573130086435
0,-0.4157393364507453,-0.8932411242885605
0,0.2145034240081939,2.5361639803616955
0,0.5934465387979487,3.2101144759087203
1,1.3725923276731489,4.700605052475585
0,-0.16960238260494181,-0.35737338765410726
1,0.8459829312289535,3.9390181493140317
1,0.9228217522450496,3.5631435797802724
0,0.31062804710176467,-1.3617778810653671
0,-0.4390675365363219,-2.371133457464188
0,0.910290134132483,3.069010727755381
0,0.46326009217322234,-0.3971872890313053
1,1.1763246718462206,2.6313850107817998
1,1.3017300284501983,3.2053751416926204
1,0.9670679711329921,2.645038007153143
0,-0.5136567115254862,-1.828400342802666
1,0.6305136342224466,1.602420475500513
0,-0.8255266975309578,-1.6512725753525594
0,0.2075362548495421,0.35738489909809207
1,0.6153931709172266,1.4615493806804456
1,0.6797388082365341,0.690044320566086
0,0.6020005650428256,2.8303478971143017
1,0.4715029807217703,0.7430114282178248
1,0.5739384206139617,0.63478493384061
1,0.710986647981608,2.346050518813795
0,-0.9199961247068162,-3.5269296365035117
1,0.5669681721189983,1.174951776562701
1,-0.5428974561430917,-1.3702321941102062
1,0.40723921905213034,0.8952350333768349
1,1.1275945266964136,5.6943929553898744
1,0.9236332791255345,2.6960712940574054
0,-0.29741015522703806,-0.2743922468018922
0,0.020399109111906177,-1.8804967201572267
0,-0.5374947835652027,-2.473133482610338
0,-0.0011717015747600822,-1.0904287996409925
0,1.465160142746255,3.4411007049361366
1,1.6229006601859657,5.284239974394899
0,0.02631106500863056,1.1144982628033013
1,0.7800720824576872,2.684846752007572
1,0.21021734268272446,0.40400740448186434
0,-0.4008945539755252,-1.8335387006389952
1,0.881092161052347,3.75687623434355
0,-0.2624462828182425,1.2839166057001346
1,1.152074797425791,3.591280097061064
1,1.4848428404888785,5.393891585538207
0,0.16631039239051942,0.8423015269670333
0,0.05086860291996334,0.9081107152254795
0,-0.8403898124553258,-3.685716215476094
1,1.073805122636025,2.733279087765951
1,0.12816434923047082,0.7799624877369965
0,-0.20900456431670988,0.5854772511318497
1,1.1797879461925675,2.721229616940028
0,0.514879082154516,-0.4886618645765788
0,-0.2332537636750586,-1.1980257174664248
1,0.49554223254000684,2.4967574119682707
0,-0.34965943662833593,-2.6328739009728572
1,0.10107312733704454,-0.8737005101204508
1,0.382602258947879,1.3037253628947487
1,-0.10656500945734437,-0.43566628113349676
0,0.34153129075413247,1.6190603538156245
0,0.19726180258093787,-0.6369413527027655
0,0.28026464243525634,0.5158153331371012
1,0.22279797471242857,1.8635793265403833
1,0.10246471824247183,-0.8855020389093682
0,0.026757137156780117,1.557183707780609
1,0.7320512824751126,1.1287368615366489
0,-0.07363491375647266,0.628476836108193
0,-0.14474163459392472,-0.8071834139948997
0,0.8553878888471933,1.421255408902603
0,0.2130125058964892,0.14213847053686912
0,0.9853391957332455,3.500946775378731
0,0.6344825127158167,1.896593543245959
1,1.5516354630086724,5.773375800469361
1,0.16276861682199895,1.9240459114008783
0,0.2965854954990149,-0.29327417882080564
1,0.4841172555033134,0.19608262159959522
1,-0.13169335567976648,-1.6998738406601412
0,0.7480015847777629,1.3448086582852694
1,0.5531537371471854,2.7636757322613006
1,0.17244918486665772,1.077709505266708
1,0.49271806837565324,0.9331266322045284
1,0.3018879386130903,0.8945612252164366
1,0.35315101619166633,2.463758553740938
0,-0.11080169509132475,1.5756057657051454
1,1.5654075965223715,4.955607123009917
0,-0.33315860827231286,-3.6587570088643373
1,1.5296353321095952,4.886193091088758
0,0.4244183979897608,2.2080033235106296
0,0.19813578179304303,0.8190396612352042
1,1.0740600161259375,3.9486949671125964
0,0.006827831918728763,0.37754887021657046
1,1.343025051931713,2.7944297383132737
0,0.2834901316335504,-0.03576803846281151
1,-0.13233299251275654,-0.718151164668426
0,0.14812596594498253,1.5097926760732991
0,0.39198657149630756,0.41007564616830205
0,-0.14450060930060862,0.02240080526582111
1,0.7631279363569663,2.593076402992096
1,0.3935710026627964,2.7669102730675195
1,0.011187171968219722,-0.008118262224755389
1,-0.07518843546562004,-1.9803237246731187
1,-0.06853399353443179,0.44126848429348264
1,1.034522371235266,5.241622325339803
0,-1.2451408541881643,-3.0230392176980367
0,-0.33323996348174056,-1.787381482255629
0,-0.3828266426226889,-2.2304258070470313
0,-0.14107976799373226,-1.3762081374886024
1,-0.22821577496810141,1.3186645554777416
1,0.9019440473703093,2.378504701589492
1,0.06341930292005049,-0.47238548506787614
1,1.2662027703546346,3.6401716669366704
1,0.3891171562055838,0.8504444200110497
1,0.6521934882940398,3.5242308246696226
0,0.0018869282776031355,-1.0088167061834936
0,0.122120526430286,1.5470048109513046
0,0.018507188748071127,0.1776136626952981
0,-0.21355527436631594,0.5663606903287376
1,0.8715242653470215,4.197191839775115
1,0.9330735652474771,2.884018329655526
0,-0.3825673335548102,-1.4627656102635962
1,0.9131839094867784,2.8057305603254385
1,1.295860151200848,3.7928097815974127
0,0.3529470980522763,-0.5981251615818992
0,0.46618762082359366,2.9510432362558543
1,0.7859604244537227,2.6036662907423587
1,0.23192477696256036,-0.467324854163373
0,-0.40482222985182253,-3.2819900097538763
0,0.15994398392720582,-1.8477672811487316
0,0.47138186257615516,2.1846260244159685
0,1.3929559569970278,3.559890302583988
1,1.1909109722193019,3.117832248552772
0,-0.585217878748751,-1.2674993717074292
0,-0.3836362861799912,-1.6669570146417523
0,1.1392586579779993,3.9643003899875113
1,0.5928055340116107,1.8736806664115475
0,0.023757317380644242,-0.012857631007303486
0,-0.48020846020461444,-3.0133757863053323
1,1.4825517027871218,3.6279237519225056
0,0.2501666036603127,1.353035176567804
0,-0.3873006739426558,-1.8439238366920188
0,-0.49691264442863564,-0.2853683775014162
1,0.853601972948936,4.907207242840206
1,0.7221030874402262,2.822694563162001
0,0.4160551086105636,2.740997217196848
0,0.2734842365635999,1.541179947986868
0,-0.1322401743843113,-0.9309825458251217
1,0.42809920226931675,1.4844492716153748
1,0.620028925850583,3.873407723649191
1,0.4246595766716187,0.750424987387405
1,0.6349022335976191,0.8653794019147834
1,0.7082204643096908,0.9904669698138027
1,0.25103455330997143,0.5355742760963653
1,1.0153399310489402,2.0425477045037583
0,-0.18521385723483516,1.118377855732732
0,-0.4209421751426717,-1.0464699908367274
1,0.524196285859066,2.5443151673377007
1,0.821129078310143,2.164721844350731
1,0.7415190999066517,1.0843601019638367
0,0.21105905745223105,-0.6762167730765841
1,1.1491730625377645,2.539527445435173
0,0.6524701020040166,2.304935800038761
1,0.8427430813440265,3.048112175800027
0,-0.5347011936177484,-1.0009075077945604
0,-0.13455540126515037,-1.8923388875773082
0,-0.5021591921915041,-1.5068867624727824
1,1.5484270368561408,3.61921927967603
0,0.9937004412635817,3.382567291375273
0,0.3251555987481714,1.4545438517419664
0,0.4292294213195153,0.11551521693210764
1,0.8254715966183295,3.4444443970513365
0,0.18302795773039562,2.8879068147194316
1,-0.09872710916456129,0.5386544100909785
1,0.6630338173715449,1.82626741256353
0,-0.4405765311731299,-1.6382752967291314
1,0.840678268769185,2.312970824635047
0,-0.0298049226942671,-0.8501486148598119
1,1.673410981173057,5.272631150171221
0,0.4583138443614207,0.23647894192995778
1,0.8422559912608224,0.6370701871845668
1,0.566530156430187,1.9191921511041097
1,1.538010729379965,4.6352652539157155
0,-0.014977323063264898,-0.6161019856269889
0,0.1658369808176387,-0.7851856801574506
1,0.7211248022134175,2.453118433554287
1,0.4979230471463386,0.5035941028685652
0,0.01825311119276007,-0.08418501728705434
0,-0.9809834253391579,-1.1779784218910294
0,-0.7738532006205937,-1.670369832286397
1,0.8748152708348137,1.2553131501227446
0,0.7840998452637431,1.077447964778927
0,0.17411055207208442,0.6741507489600119
0,-0.36018442744832696,-2.4558739644040015
0,-0.7214268770336677,-4.16600611233529
0,0.3922636302378193,1.7091629020101813
1,0.41640242449244946,1.5701430277982162
0,0.32161770927628,1.4154514591079723
1,0.8949325790328586,2.9478329189164794
0,0.23915019612734467,0.6521398767096391
0,0.01680085367677796,-0.6117859866463268
0,0.19182219248482063,1.091601543542405
1,0.6402727993718325,3.4507018865206476
1,0.38234673281589815,0.6458111910042403
0,-0.48174953025802575,-2.465988800982376
0,-1.1925043989854893,-4.712632616367706
1,0.6094452187977452,0.9616054230595178
1,1.4596890914759764,4.5816657989040035
0,0.36504004626879866,-1.0445074247471646
1,0.8138545592379791,2.8807341021462634
0,-0.3670024971445755,-0.45709448113757045
0,0.4986696128795386,-0.30206952130426434
0,-0.05965465590151245,-1.1581444039821367
0,0.7874671568945293,2.4420824505290017
1,0.2094563683526593,0.48489937475358
0,-0.3749847639863282,-0.6053168236903941
1,0.2763650278901858,0.6879582621541914
1,-0.04105918521700658,1.1415919711239455
0,-0.46852234259588127,-1.7267364268313257
0,0.051608129882958806,-0.8282085970708772
1,0.3438994875746862,-0.03174340353769778
0,-1.9281876646202984,-5.049094484579206
0,0.5371366487100608,1.6410310880870989
0,-0.8420468646737027,-1.8924246932959132
0,0.2946141424433185,1.4969649265591398
1,0.7156072948347824,0.12697203174050653
1,1.7586864082101712,4.135976623607069
0,0.4984787407613099,0.47481118178010906
1,0.4476977022575128,0.527028918280776
1,0.34896821882234397,0.6265493298905059
0,0.7513638403996427,3.2532411158161136
0,-0.7379355485507059,-1.0153242932682183
1,0.795439967959354,2.093429073675065
1,0.6344397683751639,1.6520384438007472
0,-0.17161303435233793,-1.2202728271143002
0,0.1767569922242127,0.6194586739111824
0,0.09477993025433784,0.48686067349695017
0,0.22870037139587213,1.4925766691898816
1,0.7694878261816419,3.1069022045274783
0,0.20884070250862383,-1.67559594354318
0,0.046682596465797345,-0.012497158239726025
0,-0.32971344360815724,0.39495970006563197
1,0.7020006301182976,1.667886963049976
0,-0.35719327985201,0.06766197880725877
0,-0.3901883023654252,-1.4770167071074645
1,0.5319249986411241,1.7706984633653362
1,0.6402884196320787,0.783974566497087
0,0.01761265317390541,-1.0464105980447984
0,0.45818941368166527,2.10005981330801
0,-0.2492320412704217,0.13412215638939973
1,0.7984259632374102,2.421706795912723
0,0.05901385697190944,-1.050482671722663
0,-0.30431414373303256,-0.8691378745918831
0,0.03687039310327245,1.367846139984095
0,0.5013607075886567,3.2469485928177306
1,0.7932531084416999,2.0630513929991854
0,0.11329196451365388,-1.3199919567168286
0,-0.35266416547133367,-0.21762889685922238
1,1.684429425602438,4.777325180352312
1,0.3758218148387494,2.070506086077288
0,-0.833891730273739,-2.2206029658035975
1,1.130092060109038,2.5068320745652644
0,-0.05740851982421299,-0.11398119881325801
1,0.5484790895264624,2.953775635633715
1,0.4272231097942364,1.1325153404154653
1,1.635857312157919,3.8727667730283795
1,0.8772951393023413,1.043241249310367
0,0.2748756108225424,0.052462145602975685
1,0.7813078117911336,1.9337871736024188
0,0.13502480672259812,1.2250735560850534
0,0.6993123052797071,0.9770876480274995
1,0.5745726693861525,3.2774698938880933
1,-0.02846877276036497,-1.4225585291222864
1,1.1340273271138883,5.7335680738985015
0,0.248350806121196,2.470570975118059
0,0.05398990644252134,0.30313596871555615
0,0.2353766207738932,-0.9415636724479126
1,0.5146278898529129,1.4884596075763168
0,0.010346291427129846,-0.3558020837051162
0,-0.06585012692995497,-1.4718376038407888
0,-0.29574412853545845,-0.596222758358933
1,1.2945863915525013,3.06011604480186
0,-0.7061293137089002,-2.833293788176282
1,1.8804410859064833,5.4376446231470945
0,0.43868110460323767,0.7411344851040096
0,-0.8889877673511755,-0.588806684943497
0,-0.11208316474546474,-0.871964127235944
1,0.615727042048221,2.288062137539139
0,0.19594331447105612,0.7333524356235301
0,-0.4946891353698601,-1.1313171808507083
1,0.7160126716841086,2.577126418663258
0,-0.06055969906132347,0.699682389422152
1,0.33119081871328054,1.260018531758484
0,-0.43837611573561597,-1.0902325523205278
0,0.45940232335117853,1.436684038521675
0,-0.8482912700212968,-2.683291662403865
