group,treatment,outcome
target,0,1.9763492359931534
target,0,-1.439853583378953
target,1,0.25006405429982914
target,0,-1.5870697525163813
target,0,0.643111642586226
target,0,-2.289050629610751
target,0,1.1156345970499668
target,0,-1.3993267819641957
target,0,-1.1596535396317753
target,1,4.15533788998685
target,0,1.8488695930435184
target,0,0.17881997663535287
target,1,-0.46655722581403936
target,0,3.0216336849762873
target,0,-0.2944823286538019
target,1,1.8713714647023347
target,1,2.8679006536671863
target,0,-2.944342809809898
target,1,0.5399440022525877
target,1,1.3978878899494256
target,0,0.1960795675671721
target,0,-1.9554102631044978
target,0,0.48950649197141083
target,0,0.05061060590782421
target,0,2.500976473538892
target,1,3.0004361835085605
target,0,-0.4038836809130075
target,0,-0.29410423042700473
target,0,1.5217451554843326
target,0,0.42543643297566863
target,0,-2.0567001160293445
target,0,3.140686252935418
target,0,-1.4848030393729517
target,1,5.2184543150991205
target,0,0.641932383119465
target,0,-0.9531619345089064
target,0,-3.550549026178164
target,1,2.6651467038725487
target,0,-2.325465878428802
target,0,0.535941837552328
target,1,4.4004490537835785
target,0,-1.7065182978451723
