unit_id,time,treatment,outcome
23,4,0,7.495589710199774
23,5,0,6.744140613245576
23,6,0,7.791213243262062
23,7,0,7.36574729684394
24,0,0,3.9083599521977677
24,1,0,3.90894599937607
24,2,0,6.767513902200712
24,3,0,7.705344969426681
24,4,0,4.838192136186574
24,5,0,9.338305516151506
24,6,0,7.98799176336316
24,7,0,8.789853204876838
25,0,0,3.527587164414924
25,1,0,6.820825750164865
25,2,0,6.200250093166834
25,3,0,7.6388262397713
25,4,0,8.220858320647743
25,5,0,8.83487442272127
25,6,0,7.351719224147797
25,7,0,8.292037992106795
26,0,0,4.388297925270486
26,1,0,6.395096462741283
26,2,0,6.332889229363741
26,3,0,7.5691448640132375
26,4,0,8.112738803057232
26,5,0,5.772740509061093
26,6,0,9.350770130553872
26,7,0,9.450860957765718
27,0,0,4.630775116814503
27,1,0,5.849792766529629
27,2,0,5.876330428417296
27,3,0,7.1160556786311755
27,4,0,6.628603619295124
27,5,0,7.9789272411691075
27,6,0,8.067305304659351
27,7,0,8.067806096504695
28,0,0,5.1901362449020585
28,1,0,8.206469573488757
28,2,0,5.314463370174318
28,3,0,6.2500564087384305
28,4,0,6.3318876003669695
28,5,0,6.936783614472416
28,6,0,8.815774353385358
28,7,0,9.215882459636068
29,0,0,4.99413649667869
29,1,0,6.526296585269112
29,2,0,6.79344329549431
29,3,0,6.337665813973786
29,4,0,5.466135258205794
29,5,0,8.329783007949002
29,6,0,8.169664621001974
29,7,0,8.522223463700591
30,0,0,4.5339519799902845
30,1,0,6.244648949116316
30,2,0,6.348496252428501
30,3,0,6.263171957197703
30,4,0,5.774545452781089
30,5,0,8.567929101880075
30,6,0,8.604905223155876
30,7,0,8.755402899945596
31,0,0,2.3432260048860023
31,1,0,5.46210574288394
31,2,0,5.758796296524337
31,3,0,5.881504314945659
31,4,0,7.754235278564284
31,5,0,8.214860034167277
31,6,0,8.436824717192387
31,7,0,9.537890914767742
32,0,0,3.9777014859661577
32,1,0,5.046345943230693
32,2,0,6.074792263185806
32,3,0,5.877997980772085
32,4,0,7.727169221703543
32,5,0,6.977799151868305
32,6,0,9.298370004446754
32,7,0,7.56884059824981
33,0,0,7.131983649500617
33,1,0,7.529297355602423
33,2,0,5.905246853684655
33,3,0,7.646170450925748
33,4,0,6.599571939491393
33,5,0,8.513286498231345
33,6,0,7.824021668543229
33,7,0,7.214560101491516
34,0,0,1.4671818123211011
34,1,0,5.231286553929389
34,2,0,6.279062508685293
34,3,0,7.830316426036217
34,4,0,7.036625032151391
34,5,0,8.502910134717588
34,6,0,7.546058452778474
34,7,0,8.162721030468555
35,0,0,6.0540356825285855
35,1,0,3.035325515330728
35,2,0,6.012983828902916
35,3,0,6.1000386504441355
35,4,0,8.360611204852285
35,5,0,6.97175370502018
35,6,0,8.516584969570093
35,7,0,9.421516969334695
36,0,0,3.5074040058695894
36,1,0,5.360629691726099
36,2,0,5.568363565914062
36,3,0,7.446293246829594
36,4,0,7.675081840812194
36,5,0,7.266797969940818
36,6,0,6.952591949583948
36,7,0,9.53814669602009
37,0,0,4.9323472234012185
37,1,0,3.8816234343325378
37,2,0,4.467619601030076
37,3,0,6.937633430072976
37,4,0,5.724193807234482
37,5,0,9.359647493603614
37,6,0,7.062929715640669
37,7,0,8.499639274642723
38,0,0,5.159111966160306
38,1,0,4.7706222607631545
38,2,0,3.7601729694220314
38,3,0,6.690895097616227
38,4,0,6.246760009897741
38,5,0,7.616538427616443
38,6,0,7.877668947761291
38,7,0,8.763291248071804
39,0,0,6.56187012065606
39,1,0,4.9538169872728774
39,2,0,5.531155345657504
39,3,0,4.83420269724611
39,4,0,6.8048160489007055
39,5,0,7.909869989274966
39,6,0,7.516505122428973
39,7,0,8.916430500405491
40,0,0,4.822491474510809
40,1,0,4.19773376203101
40,2,0,6.311985071183105
40,3,0,6.294167866434983
40,4,0,7.122757821409358
40,5,0,6.933050116789584
40,6,0,7.344597477009105
40,7,0,8.657410807552965
41,0,0,4.769400087957865
41,1,0,7.224278249169265
41,2,0,6.798730512161165
41,3,0,7.045004259467688
41,4,0,6.822519198498585
41,5,0,5.47397655152349
41,6,0,7.192405072382321
41,7,0,7.852706547415682
42,0,0,4.725015613710086
42,1,0,5.466640500610047
42,2,0,6.656074965485495
42,3,0,6.7731455610700655
42,4,0,8.159203191469905
42,5,0,7.18809802648075
42,6,0,8.257162944170162
42,7,0,8.843844227778801
43,0,0,5.2457262843585895
43,1,0,6.781890247940142
43,2,0,6.803774322747192
43,3,0,5.180596780498577
43,4,0,6.88566890094066
43,5,0,7.486026317770205
43,6,0,10.151541063695007
43,7,0,8.17020881875453
44,0,0,4.017516096663818
44,1,0,5.938325429476643
44,2,0,6.496985719623779
44,3,0,6.426227136270308
44,4,0,6.77973899702911
44,5,0,8.448903956062086
44,6,0,7.146401845740179
44,7,0,8.159046657131464
45,0,0,4.4778501378866125
45,1,0,6.593894597620588
45,2,0,6.285494203286344
45,3,0,5.435005902678729
45,4,0,6.035493606737231
45,5,0,9.373415123612151
45,6,0,9.08321774810704
45,7,0,9.34155028152348
46,0,0,5.012246940973342
46,1,0,7.008473240120409
46,2,0,4.896595214021741
46,3,0,7.25296751220449
46,4,0,6.556726493474437
46,5,0,7.25110668034477
46,6,0,8.725789264832388
46,7,0,8.356442491318493
47,0,0,4.565300140538742
47,1,0,5.004842351912075
47,2,0,4.013654254488875
47,3,0,7.263203619275656
47,4,0,5.993369927201207
47,5,0,9.358409405659279
47,6,0,7.712387450185007
47,7,0,9.809439797445958
48,0,0,3.1909689673173194
48,1,0,6.231483021198599
48,2,0,6.988555732511812
48,3,0,7.8035636343644335
48,4,0,5.471961227213386
48,5,0,6.797281362913071
48,6,0,8.57650995275608
48,7,0,8.64844197884411
49,0,0,5.293359642563835
49,1,0,5.139713394190668
49,2,0,7.550798615055691
49,3,0,9.108465448279812
49,4,0,7.1039799240090895
49,5,0,7.953421245505252
49,6,0,8.056243745622817
49,7,0,9.784053399047437
50,0,0,5.829116284256811
50,1,0,4.433619429363157
50,2,0,5.387297989505355
50,3,0,5.490703206994113
50,4,0,9.69482233219551
50,5,0,8.135311783582068
50,6,0,7.404313773890218
50,7,0,7.82444795937516
51,0,0,5.80523127296691
51,1,0,6.404920149659134
51,2,0,6.79810771308441
51,3,0,6.074442641350281
51,4,0,7.305843644414177
51,5,0,7.610915097633384
51,6,0,7.0637396275615725
51,7,0,7.573506157123978
52,0,0,5.411965044543135
52,1,0,5.696451081043659
52,2,0,6.553351710842211
52,3,0,7.2910230386937185
52,4,0,8.499382622497528
52,5,0,6.724095613883954
52,6,0,8.630236198725381
52,7,0,9.249198816528684
53,0,0,4.687869587474555
53,1,0,5.6218631835692685
53,2,0,5.7134414433039264
53,3,0,8.608590383357175
53,4,0,7.104852690441106
53,5,0,7.951505108711393
53,6,0,7.7360157030827885
53,7,0,8.02036543374921
54,0,0,3.6979973382983227
54,1,0,6.599868624725333
54,2,0,6.768437497396601
54,3,0,6.198903555560215
54,4,0,6.099630096936058
54,5,0,7.679908526420143
54,6,0,7.502303193703031
54,7,0,8.277957431367879
55,0,0,3.736440055397116
55,1,0,5.71706958064803
55,2,0,6.23700320198875
55,3,0,7.594722884239684
55,4,0,6.849258431367393
55,5,0,7.166437522796164
55,6,0,6.443239133882775
55,7,0,9.60096094836263
56,0,0,5.89282311655696
56,1,0,5.5287384414068015
56,2,0,4.670768945469628
56,3,0,5.285472968911858
56,4,0,6.45289407123571
56,5,0,8.465225708866663
56,6,0,8.290337635241638
56,7,0,7.006642811118224
57,0,0,5.4042119146002205
57,1,0,4.660853420829143
57,2,0,5.477787773487854
57,3,0,7.471738012521706
57,4,0,7.765504083780832
57,5,0,8.593099882825424
57,6,0,7.976866480915787
57,7,0,9.383024557866188
58,0,0,4.413863736236943
58,1,0,5.242434065394706
58,2,0,5.6737067755952095
58,3,0,6.523865018224494
58,4,0,5.713508913687922
58,5,0,7.274995096876639
58,6,0,9.45165730151874
58,7,0,7.407471838188566
59,0,0,3.6706787180849676
59,1,0,4.251311672337772
59,2,0,8.661859444074642
59,3,0,6.964851980870377
59,4,0,6.729734615658618
59,5,0,7.568320413008136
59,6,0,8.227639399246817
59,7,0,7.85955002427062
60,0,0,4.482783251290897
60,1,0,5.34231686779797
60,2,0,5.2752449117650935
60,3,0,6.103065392978811
60,4,0,7.353091577330345
60,5,0,6.502846820379901
60,6,0,10.609949420947853
60,7,0,9.2531566108862
61,0,0,3.7299152614873483
61,1,0,3.022096490899388
61,2,0,5.312496714862221
61,3,0,7.184360649607248
61,4,0,7.490469894450105
61,5,0,7.389151489651387
61,6,0,7.398557538856915
61,7,0,7.59586862600807
62,0,0,4.5974169288904925
62,1,0,4.487620026172397
62,2,0,5.601122243791551
62,3,0,7.8309509358228215
62,4,0,6.2287602007506
62,5,0,8.110881283051988
62,6,0,8.763423812984202
62,7,0,7.420398681464084
63,0,0,4.156628125440497
63,1,0,6.56894343698679
63,2,0,5.074235960349302
63,3,0,6.442514250789197
63,4,0,9.039983822168526
63,5,0,8.479832257061364
63,6,0,8.085230451735566
63,7,0,9.340730574531253
64,0,0,4.944077914685982
64,1,0,6.518231833203474
64,2,0,3.953734568653529
64,3,0,6.360734003625055
64,4,0,4.913660093407178
64,5,0,7.661355188231829
64,6,0,7.7638221017273015
64,7,0,9.86072984664233
65,0,0,5.7118273685976675
65,1,0,4.973912312459934
65,2,0,5.593783743419135
65,3,0,6.8806965302297804
65,4,0,6.427439407446727
65,5,0,7.467627213615455
65,6,0,9.316698064514869
65,7,0,7.670869816469621
66,0,0,4.552325634043604
66,1,0,5.192567654550683
66,2,0,9.158073426185624
66,3,0,7.108242662507167
66,4,0,8.132068339047843
66,5,0,8.268125711878385
66,6,0,8.8353938659853
66,7,0,8.973573537332289
67,0,0,5.3652692000590925
67,1,0,4.0492553455314635
67,2,0,6.35786455634294
67,3,0,6.391656407607042
67,4,0,7.545456902849495
67,5,0,7.429140833359553
67,6,0,8.763164292727993
67,7,0,9.43993257114918
68,0,0,2.087839975354236
68,1,0,5.066107181834042
68,2,0,4.142613094111873
68,3,0,6.738944554641995
68,4,0,6.699291622145999
68,5,0,8.855828470586605
68,6,0,8.207244661800877
68,7,0,8.014470023536287
69,0,0,5.938571539845585
69,1,0,5.181797542172557
69,2,0,5.502002444106331
69,3,0,6.893625414641856
69,4,0,8.61297138993947
69,5,0,8.353551908239822
69,6,0,8.566930965281475
69,7,0,11.250948533521663
70,0,0,4.267589963640508
70,1,0,4.745282163057893
70,2,0,6.145569480439743
70,3,0,8.015026384104715
70,4,0,6.058314023705397
70,5,0,9.25457259756306
70,6,0,6.560877510591612
70,7,0,8.378781949278821
71,0,0,5.173465665668649
71,1,0,4.6173680836820985
71,2,0,5.378765635067799
71,3,0,7.296630479335666
71,4,0,8.441555742511234
71,5,0,5.3853896375039785
71,6,0,8.180236385459315
71,7,0,8.386691096384197
72,0,0,5.10739635562395
72,1,0,5.183233524383798
72,2,0,4.709513030443673
72,3,0,8.042296978044622
72,4,0,8.1593295983307
72,5,0,7.3960108111031175
72,6,0,7.511686787526657
72,7,0,7.89055937099412
73,0,0,2.41434677518552
73,1,0,5.853820074602411
73,2,0,6.780323590302844
73,3,0,6.637902116109768
73,4,0,6.913663565400247
73,5,0,7.633383508486585
73,6,0,7.146774019242423
73,7,0,8.000444772629669
74,0,0,4.833666971767842
74,1,0,6.196676574764895
74,2,0,7.378858373295111
74,3,0,6.2708521570270435
74,4,0,5.955214462434585
74,5,0,7.535646790763431
74,6,0,10.01149111258892
74,7,0,7.542193564866266
75,0,0,5.8858407471328125
75,1,0,6.835960556120606
75,2,0,5.639985140174514
75,3,0,5.79927542228096
75,4,1,9.574956682833253
75,5,1,9.853216772804165
75,6,1,10.694774171320887
75,7,1,12.573709431489805
76,0,0,5.167046553376564
76,1,0,4.307775151043898
76,2,0,6.066640002168424
76,3,0,6.741556794205381
76,4,1,10.267168637088249
76,5,1,9.303235604572297
76,6,1,9.590932166304615
76,7,1,9.12880600383341
77,0,0,5.54741279206413
77,1,0,8.848207185538975
77,2,0,5.777409015996061
77,3,0,6.951954954521948
77,4,1,8.452167146685037
77,5,1,8.21871508000416
77,6,1,10.43423593920053
77,7,1,10.528188283437192
78,0,0,2.6144458569341764
78,1,0,7.110028715740119
78,2,0,6.415964376337116
78,3,0,6.573895550103604
78,4,1,8.578023135907692
78,5,1,9.905294110493092
78,6,1,10.451395952416036
78,7,1,10.901321373726713
79,0,0,6.067993044503489
79,1,0,6.795271233833345
79,2,0,8.005593063618397
79,3,0,5.663157817551278
79,4,1,8.426578486232783
79,5,1,9.861182167041639
79,6,1,9.220909141262215
79,7,1,9.88198492762778
80,0,0,5.47522958150663
80,1,0,6.40084235497985
80,2,0,7.275927952778863
80,3,0,6.3073855862423995
80,4,1,9.46315296353797
80,5,1,9.74275773589377
80,6,1,10.017657445179987
80,7,1,9.683990834791983
81,0,0,4.056788910797478
81,1,0,6.166674779955956
81,2,0,5.167180620115798
81,3,0,4.7230811751729735
81,4,1,8.968238676709813
81,5,1,10.955240302149749
81,6,1,7.205149561597758
81,7,1,10.211669726846488
82,0,0,5.675214865326232
82,1,0,3.6765035667851986
82,2,0,5.786667083798918
82,3,0,5.360542755447458
82,4,1,7.992821885993115
82,5,1,9.09758179229798
82,6,1,8.87685210986783
82,7,1,9.293699296848187
83,0,0,4.940768248457996
83,1,0,7.727139060535686
83,2,0,6.757743317447856
83,3,0,7.510532767038355
83,4,1,9.797262438418844
83,5,1,8.802486387320783
83,6,1,10.31083222911616
83,7,1,11.597694260942333
84,0,0,5.828337467781791
84,1,0,5.694551007368386
84,2,0,6.520046494193894
84,3,0,8.962873965169152
84,4,1,9.839443217156346
84,5,1,9.184840642802351
84,6,1,9.925962993735403
84,7,1,9.445848603408553
85,0,0,7.3470359479462966
85,1,0,7.103869725443544
85,2,0,6.083213036272114
85,3,0,8.680820118766777
85,4,1,9.632400044954977
85,5,1,9.069153582384182
85,6,1,10.906452540519798
85,7,1,10.898643471796651
86,0,0,5.837856778276399
86,1,0,4.130908140343783
86,2,0,5.189685842802731
86,3,0,7.988470830123175
86,4,1,10.693137491564057
86,5,1,10.915112726968054
86,6,1,12.218646903586858
86,7,1,11.077368298213862
87,0,0,5.50708336283043
87,1,0,4.586793098776187
87,2,0,5.419468559153695
87,3,0,4.511739077690448
87,4,1,8.678513987632293
87,5,1,7.441473911166752
87,6,1,11.080966170863695
87,7,1,10.888398868550453
88,0,0,2.97383075360391
88,1,0,5.310136307836518
88,2,0,7.9676556223485
88,3,0,6.374333849164256
88,4,1,8.001629056362008
88,5,1,7.7144977306947595
88,6,1,8.244353387556112
88,7,1,11.035579967856002
89,0,0,4.566127377675255
89,1,0,5.149005858400562
89,2,0,5.57025333655603
89,3,0,6.3597600505352565
89,4,1,7.772837001296952
89,5,1,9.816104993689379
89,6,1,8.577293756243305
89,7,1,9.744157541958746
90,0,0,6.010827697665124
90,1,0,5.876204999725188
90,2,0,6.6856818462013825
90,3,0,8.650388392817886
90,4,1,8.940345989695503
90,5,1,9.521460260024977
90,6,1,9.73567904414966
90,7,1,10.056585852607853
91,0,0,3.9894091726062135
91,1,0,5.584064811195852
91,2,0,6.3550486065961564
91,3,0,6.910770339192896
91,4,1,9.064363826867078
91,5,1,10.426170804819982
91,6,1,10.029436690742386
91,7,1,10.090698111766038
92,0,0,4.073011818025482
92,1,0,3.951024788422071
92,2,0,7.460415177936485
92,3,0,5.800945374512669
92,4,1,8.074332856712708
92,5,1,9.082461771673026
92,6,1,9.721611213466204
92,7,1,12.138512435902774
93,0,0,4.671852896908829
93,1,0,8.133383565401644
93,2,0,6.063697204653183
93,3,0,8.557028248971257
93,4,1,9.89392928143072
93,5,1,9.861037419844761
93,6,1,11.577848133237488
93,7,1,11.6222297939403
94,0,0,5.6346790841860885
94,1,0,7.817594009771692
94,2,0,5.501607288046377
94,3,0,5.505086324038268
94,4,1,8.323769258188046
94,5,1,11.252273190083555
94,6,1,11.450760021086095
94,7,1,9.974738100519614
95,0,0,2.645348712406134
95,1,0,5.294154963621278
95,2,0,4.986735691408728
95,3,0,6.006064028510546
95,4,1,7.945590952254082
95,5,1,7.890461923020976
95,6,1,11.883204368330901
95,7,1,9.816331796056582
96,0,0,6.412667803259167
96,1,0,5.278629090153143
96,2,0,4.869195795447556
96,3,0,7.009068389929003
96,4,1,8.608943143067071
96,5,1,9.292898894336753
96,6,1,10.144905934339768
96,7,1,9.687787164251311
97,0,0,3.378863645879641
97,1,0,5.448730385265662
97,2,0,6.963917702633836
97,3,0,5.598408741088245
97,4,1,9.153962266265635
97,5,1,11.005507148549198
97,6,1,9.910235112726152
97,7,1,10.586094371795859
98,0,0,5.055212353600386
98,1,0,4.81765557410694
98,2,0,5.006645481566624
98,3,0,5.510737630678926
98,4,1,9.368183197007273
98,5,1,10.257872361932744
98,6,1,10.805082238437851
98,7,1,10.121457146244538
99,0,0,6.0933085409306464
99,1,0,5.807363819510426
99,2,0,6.070742221791019
99,3,0,3.160643337396415
99,4,1,8.182590388393617
99,5,1,7.978902097762725
99,6,1,10.62707350706411
99,7,1,10.595033331930033
100,0,0,3.9280136136148913
100,1,0,5.804362558467662
100,2,0,4.5765076337936526
100,3,0,5.4562369017324155
100,4,1,8.28977866913506
100,5,1,10.040136321844866
100,6,1,11.399441679203903
100,7,1,9.913991551656066
101,0,0,6.322458641608277
101,1,0,5.5474035506114605
101,2,0,6.236138160925223
101,3,0,6.436195442272556
101,4,1,8.802686246613934
101,5,1,9.939300036738924
101,6,1,10.740321186182044
101,7,1,9.615388696364146
102,0,0,4.810699530430494
102,1,0,7.169275097223265
102,2,0,6.177188654318523
102,3,0,6.786693854429148
102,4,1,10.167268538967427
102,5,1,8.998755500715339
102,6,1,9.966039378098747
102,7,1,11.31684489659858
103,0,0,6.238902231278342
103,1,0,3.1348567064945865
103,2,0,5.263331209104627
103,3,0,5.501634693650725
103,4,1,8.876174896607953
103,5,1,8.577327223406533
103,6,1,10.664105499509908
103,7,1,10.6724103410489
104,0,0,5.889190169354165
104,1,0,6.453007957373568
104,2,0,6.679086018415848
104,3,0,6.1642094488899755
104,4,1,9.104277538756623
104,5,1,9.039126094680197
104,6,1,8.63526468603021
104,7,1,11.453787847087716
105,0,0,4.9159353727307025
105,1,0,3.997388035875387
105,2,0,6.536949571087601
105,3,0,6.276051082377252
105,4,1,6.9401960273791214
105,5,1,8.12627072753532
105,6,1,9.299388841338903
105,7,1,10.710512058443886
106,0,0,5.7880199850505605
106,1,0,6.253768930697556
106,2,0,6.602862954930303
106,3,0,6.465637628308021
106,4,1,10.722232310598217
106,5,1,10.199871243999887
106,6,1,10.22210536924229
106,7,1,11.06658810573036
107,0,0,4.600964996844397
107,1,0,5.442756398965046
107,2,0,3.9180459604484383
107,3,0,6.113252337522398
107,4,1,10.759888015766773
107,5,1,9.648375277287096
107,6,1,10.106739777361613
107,7,1,11.49860409514928
108,0,0,5.3578254156223775
108,1,0,4.713516195743405
108,2,0,6.023657512190324
108,3,0,5.364780875321485
108,4,1,9.183612170620284
108,5,1,8.662250047596059
108,6,1,10.928294612033744
108,7,1,9.98975937822867
109,0,0,4.175296090865455
109,1,0,5.387168011688521
109,2,0,6.365391819129713
109,3,0,5.292668003160158
109,4,1,8.478733402676413
109,5,1,9.605162305693403
109,6,1,11.338368549536527
109,7,1,7.971284235706225
110,0,0,5.615163203683238
110,1,0,5.116434435593892
110,2,0,5.505389653104332
110,3,0,5.818873039864242
110,4,1,8.636104416365743
110,5,1,10.120817200911995
110,6,1,9.463213528844724
110,7,1,12.158592015813623
111,0,0,5.623866784292405
111,1,0,5.69797212515287
111,2,0,5.833943882183377
111,3,0,7.689854203828102
111,4,1,10.336019686758315
111,5,1,8.338617852745756
111,6,1,9.29810189460091
111,7,1,11.134630206392027
112,0,0,5.9366809444440225
112,1,0,5.1996594516907315
112,2,0,5.257555140287497
112,3,0,6.578612625966544
112,4,1,10.476693430745984
112,5,1,9.541034260052141
112,6,1,8.736059230174869
112,7,1,10.60958322757742
113,0,0,5.782748071229854
113,1,0,5.398622688650242
113,2,0,7.2581668124839105
113,3,0,7.365849035517486
113,4,1,8.938241076303646
113,5,1,9.543144019640462
113,6,1,8.158240294816776
113,7,1,11.710226724912163
114,0,0,4.6704826513296895
114,1,0,5.100043260723651
114,2,0,5.450146393472583
114,3,0,6.956697562490096
114,4,1,7.871306999237341
114,5,1,8.515827218287455
114,6,1,9.947474898300646
114,7,1,9.873486668415133
115,0,0,5.335233573373082
115,1,0,4.910110720633817
115,2,0,7.595036264375587
115,3,0,7.193457506784404
115,4,1,9.68088621237895
115,5,1,8.895038246178691
115,6,1,12.405679674439448
115,7,1,10.060988985725672
116,0,0,4.286189722709883
116,1,0,6.206742596955348
116,2,0,6.195228132940331
116,3,0,5.6816156907588224
116,4,1,11.195847162088581
116,5,1,10.475599498192837
116,6,1,10.00400530126794
116,7,1,12.90111013108326
117,0,0,5.810780144288253
117,1,0,5.488099030207107
117,2,0,8.281437645176927
117,3,0,7.158984733474206
117,4,1,9.61524526232037
117,5,1,9.113652372839498
117,6,1,10.049413485699647
117,7,1,10.089307004135785
118,0,0,6.439735746041452
118,1,0,3.890585856582537
118,2,0,7.365870433064848
118,3,0,5.622657471302056
118,4,1,8.942078796836487
118,5,1,9.20478361217577
118,6,1,9.479847513504794
118,7,1,11.189784148135493
119,0,0,4.994810786671191
119,1,0,4.832301239851113
119,2,0,6.153995530177794
119,3,0,5.80391327333349
119,4,1,8.462224500998579
119,5,1,8.002736910961195
119,6,1,9.549691006515237
119,7,1,10.994204526394535
120,0,0,5.037124917958037
120,1,0,7.315063668973142
120,2,0,8.612817473721305
120,3,0,6.035781603679277
120,4,1,8.166682242295712
120,5,1,10.629816546358944
120,6,1,10.335208242032545
120,7,1,11.635874277014974
121,0,0,5.39883073120451
121,1,0,5.305642153324225
121,2,0,5.811314951781221
121,3,0,6.93277677836605
121,4,1,8.78888610428514
121,5,1,10.71950124319787
121,6,1,8.697662760498805
121,7,1,11.714143636061097
122,0,0,3.126599252083963
122,1,0,5.645102286361222
122,2,0,5.668957269376452
122,3,0,4.983644296348819
122,4,1,6.939980583321263
122,5,1,8.402485329894832
122,6,1,10.04568432656034
122,7,1,9.897815871220281
123,0,0,3.959051098828822
123,1,0,6.852281082922385
123,2,0,4.7678153220714385
123,3,0,7.179117331549446
123,4,1,8.111002991617795
123,5,1,8.377194066841438
