treatment,outcome,prior_mean
1,1.301403398316946,0.20622646445532625
0,-0.10593290668744614,-1.116296852722025
1,3.965790373848365,0.07384711086510498
1,3.0001986209124234,0.10594345676429896
0,2.1143762679708056,-0.5434333777857021
0,-0.11426613409281816,-0.8948367283764086
0,-0.6551589463725652,0.23083465140067685
0,-1.081109166687114,-0.624595168608968
0,0.023644655799445146,1.030708604483393
0,0.9360643915869674,0.13156864090657794
1,2.59912503326929,0.6757558587524545
1,2.1418050003569857,0.015581699683890714
1,3.7565204353172126,0.37576941398814134
1,3.0288920961330046,0.02663196561485911
1,2.386563503380092,0.5027864651878368
1,1.7334087265549116,-1.0191659507676734
0,-0.2544427915317947,0.4440739219447105
1,2.972747222756906,0.3343820804671082
1,1.7196511238849088,-0.07707582904151049
0,-1.2336529387674924,-0.20458194233239657
0,-0.48015125660168256,-0.1495511252548852
0,-0.0492096920777383,0.1413834841909994
0,1.3632901651657772,0.6070196823279829
0,-1.1600373698625193,-0.26709460388875594
0,0.22674809693284914,-0.8508835455794045
1,2.2224285266927684,1.2422904921225317
1,2.2720592140772724,0.33578728225684457
1,4.039366302884257,-0.1956058070209925
0,0.08121213732536764,0.5944233594985242
0,-0.9135549117157787,0.46684695090755235
0,0.8887467215456054,0.24614118683494987
1,3.315240683306863,-0.2385258459972474
0,-1.0011711119216136,0.3336612594921687
1,1.3070632703129552,0.5447794118463549
0,0.4105197247070703,-0.8600363661454227
0,-0.032968918741622395,0.11224749098605577
0,-0.4705827047089279,0.1490878513887343
1,3.5562985079883696,0.13303833071443624
0,-0.5922806960357578,0.02309180825808866
0,0.4215629025033875,0.593036537676951
0,1.1746443679507879,-0.10565846653858196
1,2.1608691398518145,-0.0013927246444850573
0,-1.8290987347292245,0.15783265903922813
1,2.096932216605151,-0.08903476365240842
0,0.18928374157543823,-0.6930006283755773
0,1.0030059427628075,0.10706502184446645
1,1.9788393097641013,0.11272818868572906
0,1.7230934464632142,-0.18258254070772473
1,1.2011776212662584,-0.06615745826465108
1,2.6641436645473213,-1.5899351198199903
1,2.2608369662907952,0.6042030246670672
0,1.347090893139979,0.45051508793029976
0,-1.4736471807819418,-0.6689155902412588
1,2.9256347581359234,-0.3377336225137811
0,-0.24423163189471098,0.7242606805207953
1,4.02914094968599,-0.5774253386604761
1,1.6714413187774184,0.23922934461806697
1,2.915318262494437,-0.2460083655402223
0,-0.8381915404378485,0.20507097834258287
1,2.6880621774228493,0.025069012578532505
0,-0.3693648727307723,-0.141615914638546
0,-0.3852297552574248,0.19426093662572705
0,-1.9874353047706477,-0.24652359292422366
0,0.41458406435809686,-0.8921164364777372
1,1.41776086304815,-0.46386113437686727
1,1.3833203849481086,-0.5239293124404729
1,0.9447165944412255,-0.8020595789604361
1,1.4439506416010128,0.18470003317385258
0,0.500479766329186,-0.08638334530525357
1,2.9511732884864093,0.1769705329049099
0,0.663710960541229,0.2603756778016878
1,1.4730191071551892,0.37823441838012084
1,2.7147816255727237,0.20346087057439072
0,-0.615383533004121,-0.4898042983971094
1,3.4547296883383156,0.28976276262548767
0,0.42601395484430205,0.11090236960385304
1,1.8434816732863877,1.0950523895624136
1,3.5405755353182373,0.003959169936502635
1,3.0073443406413247,0.19144989286646613
0,-1.3870028269138248,-0.047412804407151066
1,0.8284778186684243,0.024447925348273933
1,1.1523141794733824,-0.009306677041548089
0,1.649181716526638,-0.21731178810032606
0,-1.0154626260364303,0.08867682887745816
0,1.8761402076818212,0.31088022106155455
0,-1.067318583054393,-0.20975333968532933
0,-1.1738650552773444,0.4177866442551132
0,0.8799524810632624,0.35715516479989734
1,3.4255233109024363,-0.4401311259133232
1,3.055825173633619,-0.4818448628090722
1,3.176110293791645,0.2240767000534634
1,1.6983782246416665,-0.2937678924895733
0,0.8330031954806495,-0.5228553236347466
0,0.23999667171860187,0.8584487230767014
1,2.1347246104161073,-0.4831637821493426
1,2.5946198977847676,-0.7617977240796197
0,1.0606458181492784,-0.3918466942105573
0,0.39185060295781665,0.1158240968612819
0,-2.1578020927003467,0.03677603866710664
0,0.8912278712918772,0.9436067150824158
0,0.8146387134625491,-0.38419647388638223
1,2.120935320359446,0.1180782034939615
1,2.616748293219123,0.5642444441945749
0,0.11273975115933205,-0.3295079242466742
0,-1.9794595759767684,0.35186210403448576
1,2.0983296909058904,-0.9160855504294871
0,-0.3629770779469078,0.8793772697053692
1,2.3412731311467043,0.49737888075360753
0,-0.5258477638676445,-0.3403374986044858
0,0.662841769223382,0.414908888916858
0,-0.8091288985646569,0.6565914497299666
1,3.4100771660235525,-0.6443342919083642
0,0.6157420833970998,-0.29993894948739036
0,1.3604183878015916,0.6730417069214661
0,1.7337990341370537,0.03373644471998156
1,4.240451821415559,0.21808308284974165
1,1.3143820356319715,0.0350986143031452
0,0.3441858355951282,0.4457444218329054
0,-0.7177862563134088,0.25646582027401654
1,5.780299589689118,0.053108631961001386
1,3.1140713589847904,-1.0508463239086598
1,3.916311989693794,0.32000531525747095
1,2.935369503498489,0.3646204883296056
1,-0.135443085703137,-0.6197694363785137
0,-0.7835650316162242,-0.5857994541178014
1,1.8144170593136923,0.25879929783479844
1,2.109864722436374,0.09716253406713472
0,0.3595683002534298,-0.9873967909608302
0,0.5013327244143649,-0.4110108520727889
1,-0.12733643971659037,0.15692154945101733
1,2.263080435823937,0.3383384345844341
1,2.014123878614341,-0.29215960991290096
0,1.3810383237024912,-0.07372824424918137
0,0.5922446040804317,-0.43967605284731104
0,-0.1830775224038034,0.6619618370807654
1,2.7236808238626815,0.08729413876300454
1,0.812976962281273,-0.3338441414073733
0,0.661352044831807,-0.578150716087409
0,-0.3955389205927723,-0.6334436843994843
0,-0.8073787727617568,0.9057773596261653
0,1.314231839836257,-0.08675592209755796
0,0.273580822677593,-0.19976054508912439
0,-0.6654309301806952,-0.10662190726585062
1,1.89560685375052,-0.31510489306841116
1,2.865906339640494,-0.053505246539288245
0,0.28817129647396195,0.017464201802484484
1,2.5294250514244445,0.007501766071093916
1,1.2966436114040456,-0.6312988993382272
0,-1.0554640201092618,0.4462154900240968
1,1.751686021833742,-0.27647971657028336
0,-0.19614643075273572,-0.3293316736054068
0,-0.041311063107839954,-0.35191300826627125
0,-0.1599710257348799,-0.5262358465655487
1,2.3857550389295166,0.1338988326436563
1,4.38124559792107,0.4474909861700001
0,0.8492500865931712,-0.36149460931690663
1,3.6882167565482367,-0.9215628926908859
0,0.46426399156397974,-0.5135572988042119
1,2.572402672316248,-0.22414297464702615
1,2.9099582396142125,-0.6157176557156263
1,2.7258201726154403,-0.29936584450103554
1,3.307978208611553,-0.2757634121403669
1,1.5248595333515662,-0.007745011058463689
1,3.2247470946164274,-0.7274772331261455
1,2.667058668777302,0.29005668649615285
0,-1.807087037649139,0.8304694093498949
0,0.08572168663109299,0.7145586027400509
0,-1.3062178008891838,-0.2920220736491288
0,-0.5349976733860501,0.33432758057917966
0,-0.1591906597549413,0.27512690295100556
0,-1.5071018688416722,-0.021762581464615537
0,-0.05374118290622152,0.08850282058756181
1,2.5684680770705084,0.3415218984295219
1,3.255073731796885,0.4416879021867207
0,-0.45376535028420467,-0.4058361317008635
0,0.2744750043194891,0.3738456949913414
0,-0.09541274911381074,0.8332312617427228
1,2.081729263798356,0.4410908210087698
0,-1.6705772951403695,0.7682314576449303
1,2.388399692670502,-1.2917596784225172
1,3.244512497402503,0.2978545313140471
1,1.5662832094148835,0.1321256349541029
0,-0.21778386129827348,0.5135423486117829
0,-0.07048732642763517,-0.5628130787892011
1,3.6024406317817634,-0.2530705458858588
0,0.030107823856040616,0.4502683664903241
1,2.788087375313091,-0.529834278728916
0,-0.008656047063539415,0.1211571287256906
0,-0.49230582497347636,-0.00846929145277442
1,1.3655260824424897,-0.09796533343300691
1,2.214927902595384,0.28634932104844496
1,2.893359304459207,-0.557750393689683
1,2.623076367999577,-0.3900583908150628
1,3.979516929714154,-0.06962439772348004
1,3.4458520366171794,-0.6005911825854571
1,3.740557900521476,0.6154609011665211
1,0.4677233903487146,-0.3993835687150213
1,4.079334252383954,0.39316480002044696
0,0.2668115953271454,-0.43775165347365763
0,0.4089254624218011,0.3520986030713757
0,0.8960273456611808,-0.8044243372234477
0,0.021317308413626567,0.704307700522254
0,-1.070380547503318,0.5675665025533169
0,1.4474076331296724,-0.27629175406127626
0,-0.768222060123887,-0.4128203160385669
0,-0.9857173794825126,0.22890125625006036
1,2.265699084994162,-0.7630531109018746
0,-0.3860039345465349,0.017376043397125573
1,2.5038068342281257,-0.40379421745891986
0,-0.09820827963886006,-0.12715505763898707
1,3.8471297675692413,-0.3219243855368342
1,2.9593225990522107,-0.3991843164468909
0,-0.8577969791329286,0.852397078812293
1,1.779495741542405,0.39027174166848594
1,2.1118113523419186,-0.7399314910860729
0,-0.3842010047704921,-0.43790670238370427
0,-0.5147441368134572,0.42872451466745626
1,1.3982579819564063,0.48434342190225393
1,2.7904021374361525,-0.6925413478264231
0,-0.4556045025388133,0.3493024243456518
1,1.548198540954957,0.1325145580665111
1,2.98547519509269,-0.970834982532801
1,3.347821998773291,-0.20159885919665463
1,2.254362902199772,-0.0680816581752513
1,4.281486364518516,0.024245902683674082
0,2.215520699031174,-0.6602913936600114
1,2.9968901533612757,-0.3815077520923534
1,2.031189280805649,-0.3114718693242071
0,0.2689535543767578,-0.26783785832987533
0,-1.2244430652472726,-0.2594987236264081
0,-0.8718636075653284,-0.06631645545724177
0,-1.6826891384009004,0.15481830755520876
0,-0.6284649825014651,0.8871128622572898
1,1.267479749808775,0.43544437677328324
1,3.124056731915687,0.6584316947548765
0,-0.7491585255903087,-0.2403778425118414
1,2.77662129151658,-0.5019615751214649
1,3.2479064407234324,0.400712637773666
0,1.1713424115085216,-0.008105469942380174
0,-0.35342454131103057,0.36515890006476837
0,0.31063749893979387,-0.4411501122925209
1,2.842501500563505,0.3242885493838211
0,1.2720913815221817,-0.08762474320494583
0,0.783558079083946,-0.23045049223413472
0,1.3033449887867108,-0.1833778828250058
1,0.8353485417193847,0.24521670862393874
1,1.8357289899281493,0.3870706581721949
0,1.0318168342239267,-0.18320707886042872
1,3.080701836897825,0.17215491421166462
0,-0.12504554572252996,0.17040819716658892
1,2.025950116639988,0.36916843001581306
0,0.7886845446289292,0.4934575966415769
0,-1.9795770714391225,0.9056106936363564
1,3.292191185312735,-0.2325851932615061
1,2.5906882660408153,0.7300049498300925
0,-0.48883951759226496,0.058537187530669915
0,0.5024409019031453,-0.5474006027058493
0,-0.3860490822851164,-0.32524224302363614
1,2.52901873472587,0.23298006010810685
0,-0.04624580089035779,0.36188035596273693
1,3.244529923983464,-0.5081339283639148
1,2.659181821183263,-0.3819421283091149
0,-1.909119651113275,-0.2665583284294566
1,1.1079061974967768,-0.4316840109490318
0,-1.084166203198927,-0.9400424951237434
1,2.9565446667785817,-1.1096568564816525
1,3.0568524215227546,-0.19090355774918574
0,1.6703571847542045,0.12603964481318322
0,-1.014430410967562,0.3277928033793253
1,3.809252969887816,-0.6811670369872223
0,-1.9378786649767805,-0.6726695586963491
1,2.517757957491121,-0.2639643015521781
0,0.24520340004469413,0.0016712264442859278
0,0.24159025656942953,0.5043908001983992
1,2.1904044822429536,0.35886103459510993
1,2.617895591860449,-0.18391408557353148
0,-1.2352195706352989,0.1800776523088822
1,3.3651614867964224,-0.4217696195650853
0,0.2497904334534407,0.037172877824911625
0,0.3622334134818685,-0.031211646516771673
0,-0.27901646155408083,0.702151144913994
1,2.172020375251166,0.2467775419127289
0,0.524730894165268,-0.38539252300135146
1,4.089973849957408,-0.3802774129063409
1,1.1063689094007711,-0.16654576644739985
0,-1.4440701747938907,-0.7822330022215385
1,2.7662053123889234,-0.1150101890733948
1,2.1677999136456827,-0.07182960482418144
0,0.1241057716724938,0.23326343948318587
1,2.4762106854006607,0.30606267607442544
0,0.6220093678536937,0.04945820469401948
1,2.2138365697800557,-0.8149963433197805
1,1.2917882101007323,-0.610523265573868
1,1.7101460389080283,-0.3025524617997097
1,2.339548345105504,0.32614572431744454
0,-1.2549704688713978,0.3092619855373292
0,-0.03685390675098414,-0.12471913654738384
0,0.060754655714501685,1.1798652048834364
1,2.1421964001288516,0.780783792532845
1,2.709222133791794,0.6199596989259524
0,-1.6142785808623101,0.35032907729631624
0,-0.9531843385632386,0.22927087692085707
1,1.3573011136963953,0.1927880180555367
0,0.8798567379474236,-0.9025145641812334
0,2.3061640025806343,-0.525642178397354
0,-0.8808195799722746,-0.11106839337429915
1,2.2647577630325633,0.06393624770545385
0,-0.693429242615481,-0.062228261421296574
0,0.2212252408079434,0.1361383906054993
1,1.8915913505798447,-1.0516502748713197
1,2.7827798767471874,0.25283215140966675
0,0.6650266167215868,0.03106877790599782
1,1.2761750621092425,-0.09372497937915261
1,2.7715143155249686,0.46365601726346356
1,0.7059439767809534,-0.5227666916847782
1,2.2434660355595466,-0.11844742631399598
1,2.1763195745192303,0.14220920569924372
1,2.2708629494849077,-0.4265056543048206
0,-0.31206045639121544,-1.0016719890410795
1,2.0050728794336115,-0.576520055172699
1,2.2342178216051147,-0.032360293621945604
0,0.23813769177684987,-0.1245098718314367
0,0.2662572073877487,-0.009133024583354628
0,0.1151993446996325,-0.3296384220617303
0,-0.5735974236464758,-0.6561319162765639
1,3.5803366482547827,0.06850412910396379
1,4.0253550836582,-0.08326149724319454
0,-1.2884143150452518,0.31891744138083167
0,0.16426915594992011,-0.37384239146389425
1,2.0318580674755076,-1.0104259954226595
1,3.4255980528949994,-1.3022299892250586
1,2.487405798791492,-0.20073460724054007
0,0.05317794790313622,0.06395458105889816
1,2.994967823391444,-0.11615626098091499
1,2.202461041469744,-0.2825752261606243
0,1.677481077398,-0.7956912065790471
0,0.5097397283165505,-0.9446811023536085
0,0.9316074949748296,0.18363739049729988
0,-0.2205555959641318,-0.11380061489474283
1,2.377144338414063,-0.18175915738002985
0,0.8116248595640048,-0.7708754774585596
1,3.2111822682595856,-0.4831282999550056
1,1.251331467667373,0.022552174754870265
0,0.12763259648281905,0.14230797673252782
1,2.9738379455664266,-0.082120066037581
0,-0.13030062499669742,0.6896247130811953
0,0.3789275656833261,-0.2877469479281502
1,2.4120057521543043,0.6434359607549015
0,-2.2467509439556443,0.10843338064599978
0,-1.3108914399721663,0.054066721143732954
1,3.4749844341928187,0.4662613582396991
1,2.2556197495776686,-0.3120636737420904
1,2.6896909952424317,-0.16460172958748126
1,2.4963431970088035,-0.611770783020929
0,-0.8252982988286389,0.4676062607527016
1,2.0329215281769413,0.1677527206175647
1,2.8289494768381673,0.548896675952309
0,0.4309961356971796,0.10243170157335478
1,4.688409470480316,0.5515211075956586
0,-0.4777421787776122,-0.37364456213989083
0,1.6706391583258917,0.49361982848524155
0,-0.8604148829005365,-0.19890746372682014
1,2.9886001937453583,0.0012659681751218126
1,2.6778726195318345,0.3641777566635069
1,2.374134448824814,1.16392062147393
1,2.494341548137294,0.41002643685552415
0,-0.6226149919058904,0.4571730674762859
0,0.903904555463846,-0.27268897726747293
1,1.6573849594110917,0.07849899547979391
1,2.8175259203148943,-0.04793363366743316
0,0.7558583335773799,0.7038330672768126
1,3.884203093387719,-0.07296709760229347
0,0.9717694688979771,0.6642709261746799
0,0.5724294463977241,-0.6508233533596951
1,1.862268036850007,0.6993886625249209
1,1.7142248476935853,-0.43070042325909463
0,-1.1385788851296799,0.4269420787104015
0,-1.2342655694267455,-0.43216523123460326
0,-0.0014040381443431215,0.3091736286653346
1,1.772583297633478,-0.48129358025864777
0,1.199225634489599,0.5182404707116367
1,1.921038408439571,0.42262273296856395
1,2.5942558373716826,-0.30034371213274913
0,-0.2646437684401718,0.28904225449475573
1,1.0961425626158492,0.4737163241612291
1,3.589440831580318,-0.46165952681183203
0,0.695482084644993,-0.5170014221292335
0,0.8105220889230482,-0.5356523654844394
1,3.0949466602489535,-0.6065013501877984
0,-0.75948503499512,-0.5380464230067937
1,1.7599510347632228,0.46239410457666014
