treatment,outcome,latent,selected
0,-0.3045660125058179,-0.6723935843265022,1
0,0.7994518771847599,0.33649978882090087,1
0,-0.9783549774588954,-1.5669593711673528,0
1,3.324157665580027,0.4070903833988318,1
1,3.0673484198179746,1.9530596955398964,1
0,-1.6097979101108115,-0.9948563524675411,0
0,-1.1616639624351177,-0.759802131987775,0
0,-0.9448803411363509,-0.710015442891552,0
1,1.9797135305089708,0.12999822580159529,1
0,-1.2865250492567386,-1.0630362728537182,0
1,2.530901835257007,0.42124737869098017,1
1,2.8644876408417734,0.8468399454691652,1
1,2.1729298158646593,0.5343472134537844,1
0,-2.8561898141318576,-1.7684154256380726,0
1,2.498733312469257,0.9951676651586061,1
1,2.662748087597392,0.9373674142536799,1
1,2.706621653942445,0.8301613723463044,1
1,1.8080085190005568,0.372842248655825,1
1,1.9747860809569229,0.2201893142051328,1
1,2.466895703883604,1.0323893981263967,1
1,3.8606038118292876,1.9235134876034545,1
0,-1.4895861275461575,-0.9530404633648498,0
1,2.6536730676095397,1.0781253957947718,1
1,1.2594408364979777,-0.08621709800745275,1
0,-0.20642339981349261,-0.1296730520286007,1
0,-1.9697545753582375,-1.5365306903820384,0
1,2.1686027238223193,-0.28478940951539505,1
0,-0.794339824621966,-0.9972649579684154,1
0,-0.4987803635977672,-0.4638544295059457,1
0,-1.496929132450044,-1.0981863837781498,0
0,-0.25864823465485487,-0.44890838731300636,1
0,-0.06075991234908462,-0.40611035702340326,1
1,2.1680991245396153,0.09675491843880031,1
0,-0.8128989345578658,-1.614749862291331,1
0,-1.2156994887079153,-1.4455181477453234,0
0,0.8187178795145437,0.36191427073052657,1
0,-0.7306554093021098,-0.7974381170700989,1
1,3.41236201685842,1.0745297902299311,1
1,1.8268791056804592,0.2252697220150467,1
1,2.37756296860001,0.6067621502064073,1
1,3.5853740971620844,1.4106923204208948,1
0,-0.13866107102788175,-0.30971081180657256,1
0,-0.32068079394465204,-0.5744867054162758,1
1,3.421899031738178,0.8717025855988135,1
1,1.7970279780219802,0.5095135639296859,1
0,-0.6745565836264489,-0.18733030982130086,1
1,3.5062442874930686,1.3914579669559421,1
1,1.425573874258339,-0.21224430983993056,1
0,1.7216577582004624,0.03277363755578143,1
0,0.2790824604193264,0.021222650834258405,1
0,-0.9737593193635498,-0.9345938948984711,0
0,-0.1801492470555386,0.07758538948639096,1
1,3.156679035801969,1.3967601773984912,1
1,2.460038646033764,0.4449683153761758,1
1,2.0870543927095606,0.031063426398931566,1
0,-0.3901168535124262,-0.16176728116566969,1
1,2.1942909051464,0.33086702840635124,1
1,3.4219089161064833,0.7497666284891851,1
1,3.30149131221527,0.609238830889753,1
0,-0.20584787185454065,-0.33186486182197916,1
1,1.654151730491746,0.32478159411011454,1
1,2.7491913194678004,0.47993974114827864,1
0,-0.23005376672146538,-1.0071949875269783,1
0,0.8531210921648837,0.16823054118369438,1
0,-1.7940909598975283,-2.161303886302362,0
1,3.1937451874640956,0.48253370982118504,1
1,2.6870351908021926,0.6603430545626816,1
1,3.061597610703312,0.7475461257864594,1
0,-0.7354346353321576,-0.3950468521695675,1
1,2.4551795631018907,0.3090468350240348,1
1,4.088720967526429,1.4239538455411669,1
1,3.1190579425478133,1.4137696482912587,1
1,1.5401055860412962,-0.029172699226560628,1
0,0.18806410024140824,0.13931963072955983,1
1,2.9975800428724333,1.110911144734433,1
0,-1.1762281547269646,-1.5008020152621748,0
0,-0.5497055056505458,-0.3230757426770246,1
1,4.194790263338114,1.335570455536757,1
1,2.3303624927042383,0.9752005416847661,1
1,2.9961311707597718,0.36926377764990465,1
0,-1.888257019484672,-1.5058324053306205,0
0,-0.9479016003331737,-0.04991023304116202,0
0,-0.4709778180754994,-0.589915396249933,1
1,2.2037349098102714,0.3310389028172135,1
0,-1.3641513687463958,-0.8093466847948803,0
0,-1.8664118408322394,-1.0257233949746074,0
0,-2.06904567131937,-2.0648652776836416,0
1,3.7097231307886105,1.2218046849767015,1
0,-0.10729376489983533,-0.3997705114430575,1
1,2.1854991081221673,0.15714578370253451,1
1,2.2371856701346866,-0.002238116474181094,1
0,-1.0810409991494283,-1.0674339329604998,0
0,-1.9739270329633791,-1.2590649114481935,0
0,-1.7157621186089573,-1.0053151259972357,0
0,-0.8247527033217324,-0.723168438829393,1
1,2.2862796038307676,0.36660624701380495,1
0,-0.3702263242672289,-0.7957176635206115,1
1,4.125142743481995,1.7464906315946216,1
1,3.329717543772625,1.0271510358931508,1
1,2.6682181931271174,0.8083595496657081,1
0,-0.8099849875282199,-0.11965890247315014,1
1,3.7203163042534957,1.5142807357204837,1
1,2.04457902550996,-0.21800563112112403,1
0,-1.225527145393089,-0.031261414154246076,0
1,1.7528054464579381,0.1699745397492694,1
1,2.356295851846396,0.701823040543344,1
1,2.6960831795647033,0.6369080790029852,1
0,-0.87680549482745,-0.47512527844460306,1
0,-0.552061003838274,-0.5329937194259537,1
1,2.534635486975588,0.6399029571520845,1
1,2.6356618481223686,0.7152365838912327,1
0,-0.7515482716732459,-0.3933511248228728,1
0,-1.9066805967117928,-1.587188069678454,0
0,-0.747449625898591,-0.20731609600824458,1
1,2.8135595191127747,0.6235257988258587,1
1,4.090968160715465,1.8054168464197806,1
0,-1.5832669374033315,-1.197957962340662,0
0,0.3337487951779487,-0.42657125283057357,1
0,-0.546704285246401,-0.3894035615253766,1
1,4.120898151329782,1.3558053394315013,1
0,-0.3560050873744344,-0.03494150045863278,1
0,-1.9206154476719832,-0.9073265593722656,0
1,2.7597941953779945,0.5586952829218191,1
0,-0.28036596748145276,-0.40463852004094636,1
0,-1.2071903757041629,-1.2243872733579544,0
0,-1.2138895464981454,-0.8927733072761507,0
1,3.7167558416797095,1.734041954422619,1
1,2.1285794927146986,0.38420922164946225,1
1,1.9565852722866675,0.10776005545254295,1
0,0.1709223920704914,-0.24989373581204613,1
1,2.3842574568838457,0.29214884211879866,1
1,2.5852116396684828,0.2802359460024941,1
1,2.176234574894431,0.2921688282073261,1
1,1.9438364173753655,0.114845090277753,1
1,2.2920570728612275,0.8687983383055493,1
1,1.8380860397166328,0.02310434600073103,1
0,-2.638496113347208,-0.9779388355526387,0
0,-0.9075338740536856,-0.6124228909008682,1
0,-2.0199557820851317,-1.9790186934897123,0
1,4.308653943177471,2.0268171160423925,1
1,2.728415653190208,0.8627545919526868,1
0,-0.6562337240067372,-0.830070495129237,1
0,-1.3717391800922227,-0.2818448493971,0
0,-0.6652949003099085,-0.6368764742064336,1
1,2.7027958149174154,1.542547211374117,1
0,-2.0240289221005954,-1.419877164270929,0
0,0.020893284886848815,0.11447605881877927,1
0,0.5296041513719294,-0.10852784256484785,1
1,3.0124420124441436,0.8268386307091143,1
0,-0.09489372915613642,-0.104009227724695,1
0,-1.7679740713889862,-1.7582088766554351,0
0,-0.6079322812446746,-0.25111783464244086,1
0,-1.244153924629667,-0.972162217943325,0
0,0.29326756929195924,0.07957954655656065,1
1,2.741496777298079,1.4341770365203266,1
0,-1.4428982190907675,-1.7394252442322782,0
0,-0.9944762689593301,-0.8002227353999037,0
0,-0.13991441634871438,-0.552692953783497,1
0,0.09891563320283059,-0.38163109541321116,1
1,1.9035836578523737,0.740125664105244,1
0,-0.46433479917499654,-0.1735444175613875,1
1,1.9880388817501333,0.4158027257204452,1
0,-1.5321370262683478,-0.6257730437317763,0
1,1.713657707313232,0.22992434541793752,1
1,3.998425553510385,0.7777976308777149,1
0,-0.4275446016308684,-0.7322995497370884,1
1,3.740002104109392,0.7813581198065147,1
1,2.466921988736736,0.05237276872756848,1
1,2.674538659978015,1.0454602404822526,1
1,1.6076945015860051,-0.20141990007697352,1
1,2.6754627452822524,0.3812446551620988,1
0,0.17814687005798815,-0.04060623167853,1
0,-0.38488326989474586,-0.09621226204057896,1
1,1.5039338429360865,0.25893042822568985,1
1,4.180688062919273,0.5368074692249037,1
0,-1.320139748095408,-1.249564911924005,0
1,3.270764162226568,1.4336336088178778,1
0,-1.8029958085971476,-1.8596630405497985,0
0,-0.8061764043944105,-0.684812109738896,1
1,1.9670953830878413,-0.09426907076490067,1
1,3.0558296121441577,0.4123559690859481,1
1,3.5138982878981664,1.5761725277413785,1
0,-2.439646707888988,-1.8582914882251074,0
0,-0.5885160256290161,-0.5076941283897106,1
0,-2.3590343785042207,-2.1268334877992654,0
0,0.7435714425336735,0.03162197391024777,1
0,0.8572431168688159,0.27168358450003066,1
1,3.644558242386652,1.5907957421712526,1
1,1.4812668334838257,0.12063476089345412,1
1,2.431078997722407,1.0440251294423797,1
1,2.591398712331336,0.583837081539059,1
0,-0.2670867123445279,-0.4352481970051683,1
0,-1.5962721564550668,-1.4089607467920393,0
1,2.0349175061881937,0.2750022982918108,1
0,-1.7885016337346873,-1.4921020171453638,0
1,3.283510092547671,1.295207072669644,1
0,-1.3534432780733563,-0.16206210203682392,0
1,2.644514097126561,1.1951774115114164,1
0,-0.7937398568560747,-0.48021443413239945,1
1,2.872602383876952,0.2688507864009919,1
0,-0.1975579636297758,0.20934885733468878,1
0,0.04518995290467927,-0.04504411801092395,1
0,-0.31938813793109405,-0.4326595133965921,1
1,3.0414142713009014,0.3924560184705202,1
0,-0.2948745600011332,-0.9261632634832083,1
0,-1.2381868133565168,-1.2094353289590587,0
1,3.005084522732106,1.2428268933268276,1
1,2.395251437479255,0.7271679888921005,1
1,1.9453599973693494,0.06589160860223994,1
1,3.4481257053819814,1.6651423825437814,1
1,2.009048185954271,-0.26776551872484483,1
1,3.532858128731582,1.3227032199889794,1
1,2.47147468049833,0.17557408492582183,1
0,-0.395108894358306,-1.0247507500763902,1
1,4.7794747524709384,1.8480401917708498,1
1,3.0530425433278636,0.9907108466240852,1
0,0.42871085468826237,-0.12102103100956424,1
1,2.551341167616841,0.7271712595339489,1
0,0.1888000577936011,-0.40370343399790687,1
1,3.3599036136474645,0.8291490350595421,1
0,-1.886870580312464,-2.3910785652839595,0
0,-0.9727664130988317,-1.0198013336945937,0
1,2.645080662291518,0.9792597442869628,1
0,-0.9469197571516577,-0.24965553821891934,0
1,2.1875236911281926,0.2075422948887419,1
0,-0.5802793909908431,-1.3467856621154346,1
1,3.692944545020066,1.847866995702103,1
1,3.583092936447704,1.1905296437176767,1
0,0.22129048188413591,-0.20068521837532965,1
1,1.4534610326730875,-0.4046958568633261,1
1,3.687776780179453,1.029604361419693,1
1,2.5281400779286756,1.9824704501689276,1
1,2.342385116442266,0.9537602558113537,1
1,3.7139865192173716,2.171802667396602,1
0,-1.332208840495613,-0.922351329061918,0
0,-0.651255354905843,-0.8193868304987907,1
0,-1.043922216526398,-1.188941118053349,0
1,2.6387559357369836,0.4417606496494795,1
1,2.473644296870613,0.1756035498043698,1
0,-0.62700340804481,-0.1519511234719855,1
1,2.2001705947196397,0.8092586281232987,1
1,3.4304884462185954,1.2323286052146643,1
0,-1.8407784461100616,-1.525662409286842,0
0,-1.3822095505851006,-0.5969720279011155,0
1,3.3058157363938006,0.8201435941230599,1
0,0.22981226939256677,-0.467738683858582,1
0,-0.01962563150882446,-0.7982060763581541,1
1,3.1120412883877546,1.0185374276503947,1
0,-0.9765340217375287,-1.28950006972398,0
1,2.3833543038898504,-0.301579807791105,1
0,0.007936130793091467,0.32864402580480856,1
0,-0.018481071883072797,-0.5738199139101188,1
1,2.920853773084779,0.7831556560131748,1
0,-0.11202114902607352,-0.568876975197369,1
1,3.501666003883887,1.4086194934459193,1
1,2.5223820573782283,-0.12574629749577262,1
1,2.783032017976122,0.6712701367053535,1
1,2.0040344232491076,0.7460239529828163,1
0,0.09842331341328825,-0.6275400027440727,1
0,-2.5272519191419445,-2.0534865486558886,0
1,2.9872848597857917,0.36075575466383486,1
0,0.027166906404708487,0.0722883471248695,1
1,3.1438315201739804,0.5558260275751273,1
0,0.3408568350505445,-0.22652747238283805,1
0,-0.2153562116430303,-0.43042769880071585,1
1,4.262740669795265,2.0084730109816995,1
0,-1.261039752914495,-1.472354061510778,0
1,1.7270381002236996,0.7339504783642387,1
0,-0.5154367487342899,-0.574601858183391,1
1,1.1061892942236304,-0.33577861774042206,1
0,-0.2315092607011343,-0.31710283257396576,1
0,-1.374905547362865,-0.8034342741712573,0
1,1.9787482396232021,0.5712242102362395,1
1,4.193110846826908,1.390643595949957,1
1,3.0047373553087566,0.47001366124666144,1
0,0.1013107037400179,0.10338199621209512,1
0,-0.8940561739747346,-0.9864404990992466,1
1,2.3928672529529464,0.5168252658244509,1
1,4.44128781971906,2.1563496317292987,1
1,1.281278192930505,-0.3806946237950925,1
0,0.12088655208211269,-0.375983579351866,1
0,-0.6876325514880526,-0.5610891309809971,1
0,-0.6993377324100348,-0.4894142344944204,1
0,-2.734443044429963,-2.7452995536723845,0
1,2.109461970892908,0.4050353858557128,1
0,-0.6812110016063723,-0.8455521763546138,1
0,-1.8789444134485,-1.6102631187918002,0
1,2.987451751141967,0.7531899497325488,1
0,-0.4740145155861979,-1.0820177850419361,1
0,-0.6983298972878444,-0.3386690538837576,1
1,3.4011546625409945,1.46644239118858,1
0,-1.1785504415068027,-1.4092157980245135,0
0,-1.7505269120884657,-1.5325982345977622,0
0,0.5014664699756706,0.26930618956233815,1
1,3.4271867943362384,1.1494873640103684,1
0,-1.0327108295848109,-1.574341717731963,0
1,2.104694713794721,0.4076897368371771,1
1,2.1096119198464547,0.5809995399616921,1
0,-2.2129491784741924,-2.0591604836923203,0
1,2.31462516813367,0.7985013379072202,1
1,3.158854981865928,0.8766058798421794,1
0,-0.8926612233442304,-0.31178557325602474,1
1,4.418854571424353,1.2523463622980082,1
1,3.7844195051117206,1.1364555743248452,1
1,2.109405810517362,0.10311792571720485,1
0,-0.01774814382594575,-0.45144539032493364,1
0,-1.791228824738353,-0.9728278925829571,0
1,3.2241231563335875,-0.03756350936619123,1
1,2.274651613603934,0.569758919704179,1
0,-0.384425567990321,-0.32417686104064125,1
0,-3.1254676488562483,-2.19750100526203,0
1,3.5118575469470175,1.2687138945765704,1
0,-0.36294885669366067,0.19022322184489376,1
0,-0.32879661589381926,-0.37962449667683384,1
1,2.585021171961019,0.8571583884232883,1
1,2.985766629017584,1.5246385964827558,1
0,-3.2040923203692,-2.8019115694878916,0
1,2.547157666964832,0.43426364992207156,1
0,-2.0673946972447594,-1.4266492108103472,0
1,2.124704671287153,0.49911050679894126,1
1,2.4595638930068184,0.12792720237457925,1
1,3.9369664638777064,0.6357265264405499,1
0,-0.2604532047181529,-0.4992476144946553,1
0,-2.331870932907796,-1.8732401118191522,0
0,-0.6339252762928236,-0.4503681912566681,1
1,2.422642138216072,0.40684763513978306,1
1,2.84067985335737,1.0153923286752233,1
0,-0.7203022171040587,-1.1718313004725252,1
1,3.1357971683801296,1.0270604268730175,1
0,-0.19394609719158623,-0.6478722896465213,1
1,2.2052279864457116,0.3624498815945265,1
0,0.15285615699499555,-0.5098939528656328,1
1,2.098927835571329,0.18217062771210168,1
1,2.4062827000012788,0.8918776345702746,1
0,-0.13835388676742522,-1.2270140772885358,1
0,-1.59239477022739,-0.6799058967468314,0
1,1.8155932246896227,0.18496258734208662,1
1,4.088069735115155,2.4015836610303523,1
0,0.3909634243614536,-0.863189712166828,1
1,4.943563328070175,2.040133885996919,1
1,4.75138737549627,2.004423303675171,1
0,-0.2626404818897571,-0.09731115070159116,1
0,0.9149364757209874,-0.2981525261999002,1
0,-0.5078891967442059,-0.6920651986646915,1
1,2.420429154818892,-0.0682025303326691,1
0,-1.3168717420064546,-1.406719432559558,0
0,-0.10097230298222336,-0.0762390173205976,1
1,3.3709909368876665,1.4968802738508562,1
0,-0.7159050591862984,-0.6110850624767173,1
0,0.06352152034998876,-0.24072430398905065,1
0,-1.5175405748795479,-1.7011404742672418,0
1,2.358326403029202,0.3740620881310435,1
1,3.019243681300801,0.2644816849513739,1
1,0.5803258253954058,0.0637023597657709,1
0,0.03811657373845423,-0.21682705022214338,1
0,0.06611143455703511,-0.2927579187724547,1
1,3.075381667828257,0.5019002337006719,1
1,1.9387476778846962,-0.02881660158862331,1
1,2.418931905247311,0.3149718715553322,1
0,0.7079570091119085,0.21498281745454795,1
1,3.8690104892358517,1.1234272870957618,1
1,2.5267261047856704,0.6769940973750542,1
1,2.326349734713971,0.19286184315019061,1
1,4.357709012826558,1.5184220306521796,1
1,1.3582549911171358,0.4202685290565615,1
1,2.9599563888831266,1.3049626887904189,1
1,3.3398605976881193,0.6069426083866378,1
0,-1.2956501621273915,-1.841919078931543,0
1,3.5660573687826767,1.3048347633193296,1
0,-0.08912219521189099,0.1351762413426691,1
1,1.5071359796065122,-0.05195477090077795,1
1,1.98574053786839,0.28134834748957704,1
0,0.42902094845227884,-0.3449831619570674,1
0,-0.08719248418872785,0.2270288603889453,1
0,-0.5411645842232635,-0.5918760663430924,1
1,2.897418436303497,1.27427225873437,1
1,2.307798901428463,-0.1135881136210503,1
0,-0.6519469828956541,-0.3825838427224335,1
0,-0.973722760796481,-0.9249258157192739,0
1,1.4270847226272285,0.2687757891486415,1
1,1.3804229820226221,0.1871071001250919,1
1,2.3922612103382592,0.3884246136775064,1
0,-1.6898304651040097,-1.0272518875051289,0
0,-0.5486378791443218,-1.601181198811573,1
1,1.594829746450435,0.6255913025065598,1
1,3.0845542125444556,1.4846418618765076,1
0,-1.018003188756121,-1.0263536223898961,0
1,3.4068748146638064,1.5894412835616984,1
1,1.7318383304044214,0.2839110587363809,1
1,1.5139731757015362,-0.007062904550829715,1
0,-0.8928757352953973,-0.397548696545778,1
0,-1.527878866835028,-1.3845180194249966,0
1,3.9636930606833114,0.9877285159245996,1
0,-0.7366377131584982,-0.7756063614376031,1
0,-0.18835643104383837,-0.7798066757376003,1
1,3.2454144828010256,0.9919263098869546,1
0,-1.3260522476806165,-1.8829834466717266,0
0,-2.9235799619649594,-1.5235978106681667,0
1,1.8296367459178036,-0.01813424350808177,1
1,2.9468521405802086,0.2932844290048521,1
1,2.198866736594257,0.48473464796892385,1
0,0.5794380890385533,-0.3017984933962528,1
1,5.272314745525571,2.5303696686416894,1
0,-0.4624579168295653,-0.22789255876583409,1
0,-0.48236791162590054,-0.2307861521027222,1
0,-1.303789589991112,-0.7969866688138776,0
1,1.8091097005891723,0.12390681652107108,1
1,1.998666699962317,0.6149612320467747,1
1,3.4179836447499627,1.20357805453346,1
0,-2.2173075111134346,-1.489284264440218,0
0,0.05587116973941009,-0.2459953383557008,1
1,2.7607429592592685,0.44670361080914417,1
1,1.7564553320025742,0.5870575345945356,1
1,2.781457960968709,0.006548657804539276,1
1,2.799228616739713,0.5424239695321018,1
0,-0.4341148822033659,-0.8089638929258004,1
1,3.178572831546971,1.5579054323183568,1
1,3.3038176622159883,0.9926281029794295,1
0,-0.7817310622041396,-1.3449277870651724,1
0,-1.1244072476190943,-1.0751030481167556,0
0,-0.04596052048272581,-1.0469217501069064,1
1,2.7000022883529975,0.6779699708965286,1
0,-0.71433486619123,-1.2847277664174672,1
0,-0.18451993057875307,-0.3310243342080806,1
1,2.747465162845208,0.45470439641677407,1
0,-0.9018320683638207,-0.06616593454643468,1
1,2.4444143848203876,0.2588875157127058,1
0,-1.4332902619773913,-1.0658027113487583,0
1,2.1716552205084008,0.5948543733972447,1
0,0.2588396997569927,-0.6132118924759965,1
0,-0.4315047984291157,-0.32461967439794126,1
0,-0.2639191875817622,0.23773172790598612,1
1,1.923512407476411,0.10307822153084817,1
1,1.373754904554636,0.023980019015592963,1
0,-0.03368458787862072,-0.7506268219767557,1
0,-0.6473897832824497,-0.29954941119919215,1
0,0.2668335578088706,0.0021835908370359453,1
0,-0.6970318760619223,-1.3750852331670849,1
0,-0.7126093069207435,-0.4625329663133788,1
1,2.6536910951692394,0.38767987903284645,1
0,-1.7924796312975575,-1.2774366038453424,0
1,4.379466436151082,1.1565816515942398,1
1,3.737803329908154,1.2696132625998429,1
0,-1.3414537953404886,-1.2451505759600856,0
1,2.971202767605657,1.3576196330501393,1
0,-0.20057986513194756,-0.1435815887121344,1
1,2.2485226979812953,0.4185145591570548,1
0,0.4798212248715067,-0.4966510521282467,1
1,2.3102774661193104,0.9230448272267618,1
0,0.4734947304937688,0.4060940188486671,1
0,-0.8233222899144585,-0.8141532565976035,1
0,-1.2239071501377232,-1.1652019999652885,0
0,-1.5146107626783938,-1.4603024352092226,0
1,2.129906371372515,0.18794177643275645,1
1,3.0090044449457856,0.5724714117797358,1
1,2.955457902025659,0.6509656787794414,1
0,0.0914747110790154,-0.11798109460737784,1
0,-2.6739911367369986,-1.156996455664364,0
0,-0.5321773609422011,-0.682074798023783,1
1,2.3245289588768845,1.1523486389619257,1
0,-0.16146848303216865,-0.48462856460008136,1
1,2.8806663144667337,0.14341763068147614,1
0,-1.5387700398691628,-1.0756504835748875,0
0,0.20569268428768156,0.33658304545903495,1
0,-0.7573624142055764,-0.45768456167907784,1
1,3.664428601654164,1.0467127137757637,1
1,2.82107164884285,0.7735577062068134,1
0,0.368458743708267,-0.4957059465748997,1
0,0.0802130741260304,-0.12666402734766338,1
0,-0.4298911497227191,-0.5511162400406288,1
0,-1.3853298052435916,-1.4194331965450098,0
0,-0.44844637991854824,-0.8574424295472166,1
1,1.3293742285981482,0.19821732772082012,1
1,2.367931475989837,0.3252594982295819,1
1,2.113524681728656,0.1485479035926389,1
0,0.06097635962024739,-0.30173305395863576,1
1,2.839215802783967,0.9330666057209853,1
1,1.5441746874796025,0.06354190456093739,1
1,2.706929165555797,0.7032538280959473,1
0,-2.3151953966366903,-1.7737751322025186,0
0,-4.885031357912085,-3.9224002516183423,0
1,2.6473492685808266,0.2837880278380801,1
0,-1.1352348673741541,-1.4247656537214894,0
1,2.0210937692837314,-0.21245170271305602,1
1,2.3493671699483,-0.30209704102460566,1
1,3.254884657263574,1.587400602415537,1
0,-0.3155605184420211,0.3999965529436064,1
1,2.1308441383946506,0.16585902679867273,1
1,2.6632410047807182,0.8369911546336737,1
1,1.9473497284540044,0.36849758683903877,1
