treatment,outcome,confounder
1,2.871145873371309,1.4765403497258958
1,1.8960148132841794,1.3800913541474515
0,0.08658978747289992,-0.6255627015095294
1,2.3443227646079206,0.39580353343740904
0,1.1677820616598074,0.4940301862827388
0,0.2544208433012131,0.2606737658239071
0,0.3376026620752022,-0.5503051538454201
1,2.0881230338775327,-0.6716233679380516
1,2.0123937759275066,-0.025554070991445278
0,-0.4325581878196209,1.1727290192593647
1,2.894452142378297,0.5436001545944323
0,-0.42098448082026296,-0.37061433208610595
1,2.789774856896413,0.7716987106483447
0,2.0754007986454384,-2.8485426206300755
1,3.3711247034316925,1.1487657003721035
0,-0.32602353216784113,-1.7397137787780996
1,3.701213922163945,-0.36244094140313216
0,-0.4080753730215514,-1.1196698946261439
0,-2.038124535177854,-1.2946814757209055
0,-1.008086310917404,1.1608267873785192
1,0.6292080789741443,-0.46770120131189136
1,2.1484865159586914,0.3465038817307158
0,0.0184183791895517,-0.04692057887918407
1,4.176437312275283,0.47704082722312147
1,2.8269273737641627,0.07682189106025536
1,2.2808994711911357,-1.2829922241885696
1,3.3294055811834893,0.99626681944714
0,-2.211135309007885,-0.4937565831613125
0,0.23561455810856594,-1.556581898659751
1,3.2708651938869666,-0.4281151609659125
1,1.0214137542201585,1.5007597906343109
1,3.643754043206929,0.8502217421134929
0,0.3384964074944141,-0.3486521344078592
0,-0.4152879139008013,-0.3492577043184288
1,3.132781866106285,-0.3216350512173826
1,4.770692857804396,2.076747983560841
1,2.681866255058495,0.38193545223155334
1,2.748220586300336,0.43004164719106963
1,2.0406391004597557,1.0302834540318422
0,-0.8498443694647918,0.23878915902651351
0,0.8303358165442456,-0.2590421458207031
1,1.6439161740911328,-0.19634984908497827
1,2.5715662372193924,-0.07160125941406395
0,-0.4776574467651167,-0.03722223650984159
0,0.47897982574639203,0.7276295436369798
1,2.8336621052869484,0.05194588580729943
0,1.0375399442578994,0.7326400772155792
0,-0.5100163988547471,-0.08071658010858232
1,2.2301250647066286,0.07863519031609059
1,1.5212362842176925,-1.9982006845321076
1,2.0557067399238886,0.9163276747024814
0,0.37730049304485197,0.3464884758979927
1,3.256988616645352,0.9980101098596522
0,-0.9221653241776254,-2.8962553781936893
0,0.8696059201056602,2.0883747047807275
1,3.855637858804951,-0.13958962815517376
1,2.913434903223701,1.1081828167375165
1,4.376795812558066,-1.0399059271255309
1,1.726210800896427,0.6127739050625697
1,1.255345296688583,-1.0534155631736561
0,-1.7787202489042786,-0.6237689606958051
0,1.496044311489183,1.9140313538667861
0,0.6543656563540577,-0.19068240076334658
0,-0.05558467091045507,0.21743287317972287
1,2.7799686263198202,0.8700677306887539
0,-1.1254890472983765,0.4956818879726045
1,4.945751979616826,0.15041890514357628
1,2.6292211819752276,0.3649610024662251
1,2.609394794604893,2.403415585238275
1,3.2257666238986924,-0.05761879703358539
1,2.981009231736713,0.2010990467149675
0,0.22388402427913137,1.050654396007612
0,-0.7904744554453119,1.1055259329579838
1,2.9714683571359957,1.1870303055603801
0,1.8820244964750337,0.6387302220291846
0,1.3454200461549777,-1.1430049127304835
1,4.0931866266393975,1.633431532301096
0,-0.5112156764311853,-1.146345393018688
1,1.510395179741419,0.30263546523903323
1,2.374213079900352,-0.7542758500193579
1,2.5557249122886945,-0.06413834659299263
0,1.0941915184709485,0.32876241030348075
0,-1.6924646297148194,0.32135721545027307
1,4.029550319460614,0.42192075423528475
0,-0.15800789857898942,1.613711269058647
1,2.07311893005258,0.45353430151397983
1,1.4878956247398323,-0.24415663529064877
1,0.8451433281342302,0.9640871682883576
0,0.8231705839619146,1.1894704889246406
0,0.07331796718840389,-1.2276078151369925
1,1.2100391002589461,0.597400069849858
0,-1.295078772063616,0.7011727423108983
0,-0.3357846992901282,-0.297563503359992
1,4.169021525289393,1.3757068133116197
1,2.240408648636395,-0.15005558703252717
1,0.9968570468818938,0.12557645347154262
1,2.254256935914056,-0.1730718242838696
0,-0.2727235697476702,0.015579047581467534
1,-0.19688664294157165,-1.0962750868952018
1,2.4457051334821878,-1.4400508825942944
0,-0.23093453020867796,1.5945050632249722
1,3.1962063648134182,-0.8469613483183278
1,4.348956094945345,-0.9913923494563072
1,3.6265650295477574,-2.153390113603715
1,2.2311113094451693,-0.6389617476895023
1,1.3934740912583299,-1.3230897934074985
0,2.5733598032498604,1.642015160136369
0,0.05921843401448826,1.0098170893426341
1,2.5139292919129463,-0.6881503451777238
1,2.4758749128899966,2.2524358053443088
1,2.6980847607678555,0.9817654869915943
1,2.3556395880760572,-0.32483138350862245
1,1.9263379931197637,-2.4994057148735727
1,1.9531410587596079,2.2909425725907413
1,2.4672467297840015,-1.389572466763596
1,1.956575228866235,-1.6453987469568918
1,1.7871542173228356,1.0225704320096403
1,2.606430227691897,2.439752406339273
1,2.2450227825791447,1.3842728185105182
0,1.5039929885826884,0.5639091200523596
0,-2.650969808393012,0.594754341665286
0,1.0915068519224618,0.8534155587803077
1,3.7460851924976293,0.7589285897867651
0,-2.0733902324081495,0.2811914239693758
0,-0.34268759408034877,0.10420110395187607
1,2.1285591340042087,-0.06259312789952241
0,-1.4075116947178212,-0.7539645888666763
1,1.7221833124091246,-0.28067507686677406
0,-1.1105758454658288,-1.6929568141953855
0,1.7522704434236227,-0.09833962679474989
1,3.435678393147461,-0.9885911071509176
0,1.2715550949941588,-1.1035893172157711
0,0.7216720640432349,0.17989415115347845
1,1.370948228782771,1.3920022863445993
1,1.9754797337202263,0.9183166060023132
0,0.48937456122791806,-1.5705006036231774
1,1.2778721911080546,-0.9896281365703375
0,0.7129984301723881,0.9407711879882159
0,-0.24032539815813486,-0.9824873935383096
1,2.125179192450403,-0.2246331499970246
1,3.2109599682034915,0.5500520990245519
1,2.94426331148604,-0.9683444548636353
1,2.1390338341809203,0.1053755061459599
1,3.659329803364248,-1.3340254949182044
1,1.4189366724001027,-0.6013676439512138
0,0.6159356069442637,0.319781934142537
1,3.093101257968384,-1.5929937335316693
0,-0.3095464393139903,0.440474737960399
0,0.326133022242118,-0.019637798926681226
0,-1.2511135763853032,0.552489954417148
0,0.924027019206901,0.22391413406466143
1,2.315097863557011,1.3641404299738442
1,1.9772769794809606,0.12522450264790727
1,3.5490092258368895,-0.429405541125253
0,-0.7043436905427592,0.12229750303228384
0,-1.4084612963635597,0.5432980290363882
0,-1.5566291735239037,0.04886007032570433
0,0.6060099513456396,0.04059169120388238
1,1.219570647503717,-0.7019916878067556
1,4.254794181984365,-0.6629009175509484
1,0.41807059211627795,-1.4026052717996935
0,1.6964563682900382,1.7495767431869393
1,2.7110174672026184,-1.243863235391285
1,2.4032868881296077,-0.6929051977959073
1,1.9550809131910505,-0.7184072655691974
1,2.899136114352071,0.8949243769444413
0,-0.03763470242484838,-0.2949496782920278
0,1.103301882016522,1.2477420726737338
0,0.11422764866203965,-0.6734906242438685
1,2.650301761461878,0.27899416222380197
0,-0.36361221221385587,-0.8353470532597573
0,-0.056945623721067457,2.1451491277733883
0,0.3078017688920592,-1.1875984190295128
0,-1.7101683926566253,0.3098207102270275
1,1.151814577894287,0.6337768809320985
1,3.243264094022715,0.41379909745149823
0,0.17086543812794186,-0.1852876588777083
0,-0.18398333635267913,-0.12982069973342616
0,0.01843393306539316,0.0438114719791096
0,0.34758170536167105,-0.14700200162848862
0,-0.5397596803093615,0.9638791167949097
0,-0.7783047254023127,2.2105230015913513
0,0.19584525509768155,-0.5574917850078337
1,1.5216272223849678,-1.369802979579078
1,2.908252755714472,-0.0882820483512548
0,-1.7025836042378404,2.579709337654318
0,1.0291556373256436,-0.8036745679697308
1,2.9725974824130432,1.6391168054440675
1,2.7560297343138758,1.6777008140764407
1,3.482690983945514,-0.5535882417079946
1,4.165474444462577,0.5689830791852754
0,1.0143700650181304,1.628396623128538
0,-1.8408742313316453,-0.3791277409874871
1,1.2204230332642985,-0.20358036010236177
0,-0.6248185776956788,-0.5816809139486437
1,2.526091050210834,-1.0147567306928669
1,3.017659020469123,-0.6492775450660071
1,1.7742561868465345,-1.2239402667622565
0,0.18676676447707832,0.03408346825922606
1,1.7446170676466775,-0.7699732310586415
0,-0.6115178029919482,0.2337859117907477
1,1.0933389031517777,-1.5558956462036273
1,1.5767667538890957,0.33088023221445706
0,-1.3516846056163336,0.8335289616089246
1,1.5241267470226671,-1.9937356425714554
1,3.5536417966078395,0.37405656984757213
0,-0.949398888831943,1.2276689924732922
0,2.632382064837391,-1.2096410186912054
0,0.4933179008808892,1.6725723868377034
0,0.1848361236948739,0.4190190093660452
0,-0.8583577801812133,-0.7050118557584089
1,3.2003098794089913,-0.05576907765770601
0,-0.5756378262377739,0.5583269125217224
0,0.12200981464536144,0.0760053914124115
1,5.060084538268795,0.5387559924463692
0,-0.09605989972464987,-0.9206735930793662
1,3.649273326285676,0.169360824036078
0,-0.7031764251258874,-1.4137144969049802
0,-0.0349884904969617,-0.11122606134870032
1,4.27080063563551,-0.9039076414647897
1,1.8730329422122325,-0.7355299425897666
1,4.3124485579969285,1.2360931752104374
1,3.2077519354554753,1.091310120594269
1,1.9375332241057324,0.609138120907177
0,0.6324077390555208,-1.092312764672579
0,0.9725544496267297,-0.3164084496948019
1,3.1218099622171964,1.2130976999791834
1,0.9297752801095436,0.14171691363990474
1,1.7728628241751314,2.319329539981694
0,-0.24751863555150475,0.39331783939437187
0,-0.07443342910004629,0.1920491164900316
1,3.120672097550678,-0.3091164642025014
0,0.17770100093325383,0.13354090478228192
1,1.1646556412898987,-0.15246983638054348
1,2.8801978510059634,0.7081086766885905
0,0.6105857452838231,0.9567023167945841
1,3.05979044793104,-0.7859894605079495
1,3.5807807255546216,-1.331232953557778
0,0.8339221545489041,-1.8362053731032966
1,2.9591800792284366,0.5079913269125437
1,2.429834288541353,-1.1033666061738736
1,0.839039066484009,-2.152890592952483
0,0.42961821913258585,0.3885786045309641
1,2.7076876871631113,2.4929995174327906
0,0.2715788371953735,-0.006070911539893324
0,-1.2767485758203097,0.8384907744516419
1,1.4189434595917376,0.08182935854756501
0,1.0531528533329035,-0.09888965319114267
0,-0.03955515385665504,0.9190764829877686
1,3.1815006973726243,-0.29027454418865134
1,2.5283183761304593,0.26739231407190295
1,2.5297561394957433,0.3216978061960136
1,3.4382838059759977,-0.6680904536430488
0,-0.5160447282173739,0.9920423495365228
0,0.09612077694098344,-0.17495975669540864
0,-0.46227528870504275,-0.7557451594928447
1,2.0655037725676846,0.5365098435704035
1,2.1908278765313605,-0.8984679817910373
1,2.722133771633713,0.028181157369128247
1,2.021251378336523,-0.009118996644203544
0,1.2557561255735208,1.085895565831578
0,-0.8946073022195039,0.4746982328799528
0,-0.18687164416135904,-0.025026958745143917
1,2.060268941725825,0.8177662992002871
0,1.4469778843537329,1.3902075490173134
1,2.6965547765115745,0.5578103063518622
0,1.0318445394686349,0.010352619843380607
0,-1.485560373036972,-1.3118362323501596
0,0.26705026586925884,-1.0651136630753726
1,3.389630795623437,-0.30522470435466764
1,2.582283989275424,-0.6095122021592831
0,1.0654803750653512,-0.186971302985446
0,-0.5172884501003722,0.056649924897107164
1,3.90934744018558,0.5296927543567308
0,2.2988981236192503,-0.07049877805909122
1,2.137161439560341,0.4865016438262019
1,2.0544974785992283,0.06447441481012024
0,1.453384477117701,-1.9754665663538713
0,1.5795721457307124,-0.9393353938187543
1,1.9771399728467318,-0.14408755572161547
0,-0.42018681709585753,-1.2096947428411076
0,-0.2817846088605074,0.5999287299962045
1,1.155549488965723,1.5307508323436974
1,1.5813480535158018,1.2187618516973167
1,1.4958592332479321,-0.213442870930208
1,1.7322024348958716,1.490726136849952
0,-0.034684887386781105,0.14866745720211172
0,0.23421473253652023,-0.3370859711180397
1,4.050500492814077,-0.6134026635409398
1,1.501645959261209,-0.30246968648812833
0,0.9843223984765838,-0.38817681854122876
1,2.286011155774491,0.1704162223754877
0,-0.049463709652432936,0.1605739810498646
0,0.6748194921666035,0.0030460201534144695
0,-1.1227220215622986,0.43693816974634986
0,0.3824097461840506,1.1906462747863413
0,0.16645220821305598,0.9495541354413237
0,0.4924512640081488,-1.4848979684499035
0,0.2891686439078181,-2.553921134901955
1,4.955300139910895,0.9343199112392737
1,1.8622600157486842,-1.366878698415421
1,1.9690030449981824,-0.22476540189268354
1,1.8768594735752355,-1.1701130260593595
0,-0.5554771191602547,-1.8019804375800197
0,-0.6373871273065177,0.541462728204788
1,3.689016531107552,0.7591551603026468
0,1.4205042479898549,-0.5765104007267194
1,1.9292537062505237,-2.59104229214491
0,-0.8323555731042287,-0.5462444482524828
1,2.971415556386404,0.3918040054025465
0,-0.5522230442809716,-1.4789115687741285
1,3.132931817755511,0.1833599197791556
1,2.7029230208512995,-0.015309849172995557
1,0.9842558850027681,0.5792914996010884
0,1.5475052013300616,0.11958036841415326
1,4.2958776730955215,-0.9730689408815555
1,1.887211309515614,1.1965715016644913
1,2.112298440064016,-0.15852957302697002
1,2.785865390724905,-0.02730453950993186
1,2.834456789987025,-0.933267959073196
0,0.6585442726728304,-0.4432822511915103
1,4.51020453876635,-0.8848027140269009
1,2.3230527725059504,-0.17294605992342302
1,1.7017027554615463,1.7117084801423437
0,-1.3793192280145272,-1.3719011429313563
0,-0.7309300399419191,-1.6135613978767411
1,2.4668730271262027,1.4711703274936085
1,4.294557863517788,-0.20932367715186612
0,-0.5176112990361714,-0.6690727386599166
1,2.7237879516388985,1.0399046873960764
0,-0.016422896072752075,-0.6056155397368641
0,1.188393273448084,1.8260097135469362
0,2.5269324258736217,0.6779258713392691
0,-0.5308687729203206,-0.48791140814570266
1,2.010560557481778,2.1573082132655035
0,1.044160877069072,-0.6057149230033384
1,3.1818914896263113,0.742095372009307
1,4.346707325736034,0.2992925804064919
