treatment,outcome,sensitivity_parameter
0,-0.9582666160301129,0.2699361209263515
0,-1.5640801889116511,0.1241954272176578
1,1.9969575125671926,0.13049690770411398
0,1.907264424339979,0.3786293875722602
0,-1.8276641289158875,0.171273632254545
1,0.6690120784309028,0.025699836469555926
0,0.7525256631608445,0.1718386429474904
1,1.3576786003880397,0.3192861039333095
0,0.6119485672465433,0.4069927933386612
0,-0.837488906941947,0.48096834069618066
1,2.141962177409176,0.37311021073748796
0,1.7444739253854884,0.21442580470841843
1,0.8054103529781291,0.1495596396024788
0,1.0237608101373041,0.0648149950854447
0,0.6797067966320869,0.3138432172230572
0,-1.4892442510989088,0.25494165705450317
0,0.5589005237417732,0.3388507582220706
1,2.0728061288626063,0.1185665782275348
1,2.0910940099137294,0.16182208405497278
1,2.336517566451703,0.1460476747493195
1,1.649634155584195,0.39882592108720527
1,2.0700989589423977,0.08561490743167338
0,0.2414524250402884,0.3042360585122478
0,0.7460579388855285,0.025677507879553363
1,0.4728389666219188,0.2747637879508598
0,1.2908858964911043,0.031956987876527954
0,-1.1552903430592132,0.08793829539399367
1,2.761628464146387,0.0565126510267811
0,0.07944509927277996,0.17336267694171326
0,-1.2811563427986976,0.17186570885386454
0,0.5281454697040043,0.41320964036412816
1,1.0545933608048288,0.11284372569026435
0,1.06879555515764,0.04319337088698849
1,1.2891651614987558,0.3017558954070649
0,-1.4949860976053775,0.3437253498000034
1,3.533845105036295,0.1474118080107269
0,0.18132367123690882,0.3014070581806886
1,2.8671911257613156,0.388028284003322
0,-0.8514718787533673,0.17377646953805614
1,0.10818946329179924,0.2626769199665559
1,3.675202424087777,0.07331663683616002
0,-0.006426812178948622,0.011823400535090178
0,0.4913518941635465,0.4906839874054148
1,2.656595780598269,0.14986542526818497
1,1.6646089469843106,0.1394510253609108
0,0.22622954761551647,0.48662256658654385
0,1.5939525925054445,0.36411676188155834
0,-0.032441228879330264,0.2926489439702416
0,0.9421013164195751,0.3496616975466784
0,-1.9912469800306216,0.35496328334770133
1,3.1237606303192145,0.38166794014649125
0,-1.5220042980059736,0.033594615709959974
0,1.0094088240335006,0.20641570989144398
1,2.3906312204512714,0.14756515891650823
1,1.9040793239261218,0.03528481925850274
0,-0.0995882212079298,0.20629949842321438
0,-0.2527310933573347,0.3080867427065734
0,-0.8206695194435634,0.0892488399872094
0,-0.20597627863004633,0.1525133719439269
0,2.208059077509089,0.319585410958577
0,1.3023067107847297,0.2896623287786067
0,-0.8710031785224339,0.43439273158661196
1,2.2676874023272884,0.3956154848251917
0,0.09597916323643149,0.48280552614301475
0,-0.14229344300967162,0.2985966550566886
1,0.9972224433625207,0.34923368320581316
1,2.445897984806652,0.43025312940720145
0,0.8460716299146366,0.419996222412634
0,-0.8338986850667802,0.35936082101311717
1,3.9555414172892074,0.25012810468698754
0,1.5220032492355542,0.1366034441153644
1,2.5481655589512324,0.438607876967703
1,0.7682802973311866,0.3883277211186525
0,0.4014086259845622,0.4189534759792396
1,2.281978001564465,0.0703946590736021
1,2.5131552762184968,0.1574064390946373
1,3.590464272289736,0.21244251894982558
0,-0.17597405461662044,0.41917598615028034
1,4.0478265796557436,0.44644333635732775
1,2.40650434599375,0.14244635712764314
1,1.709536824338735,0.3432145836328824
1,4.399377206706411,0.0389071030762817
0,0.8298919000200898,0.20478663598438057
0,-0.4547338869574728,0.24333455387594255
0,0.08421658894644239,0.3828164074495579
0,0.635233021854534,0.44598611841856023
0,-0.1508610267853418,0.1686416179122281
0,0.1339078690449503,0.26386944497095066
0,-0.8172036036627213,0.3237241111837621
1,0.31480546919209185,0.16434361447340734
1,2.1064193227447117,0.4927691065870222
1,2.1400278222258873,0.4378871897850123
0,0.5271195915578544,0.1482014144333083
0,-0.5761897071061968,0.25397311549952417
0,-1.340554294540665,0.11542030662362218
1,1.0346755302526516,0.2572519594516674
1,3.055633756839825,0.34166617241164243
0,-0.6666113122075714,0.042760546396493904
1,1.557919014196238,0.43505860240363586
1,1.6875864361688881,0.29687293422329175
1,1.3807238307132095,0.49480144928850084
0,-0.6932108275328333,0.012795753624751605
1,1.1288764353661895,0.41574917554911606
1,3.4006565745682,0.3959815241272738
0,0.6801006833429298,0.06642625602001617
0,1.247820773150237,0.16765281754170336
0,1.4493397564608377,0.44239810152208636
0,-2.349879797432981,0.25922714753612713
0,0.3434546420280766,0.2006407437336195
0,-0.5861786338983189,0.4527482161254209
0,1.1168096443533486,0.046672262238530715
0,-0.7414712032425614,0.2365613914511282
0,-1.0541497563637097,0.32618704898767614
1,0.5659541393468979,0.3042707195075063
1,1.697325089021198,0.13213822720444574
0,0.914945262528311,0.28165645226716823
0,0.2561672168613118,0.35428088214299086
1,0.7973517348638561,0.2924427036633492
1,4.15265909036189,0.34223111298866116
0,0.649538639491568,0.12803936969439522
1,2.7774101157576863,0.4164244751358913
0,1.2850288273476578,0.22484476849248491
1,0.35978441137422057,0.4936119220522844
1,1.0885658614121174,0.01164266033346878
0,0.8230113569242725,0.19015768562382168
1,1.1892616719785232,0.09023752615255543
0,-0.2750134722550482,0.2778047634970267
1,1.9222593471687,0.12160254718680635
0,-1.2774053886299175,0.3687389732837409
1,1.63918281786636,0.44093293116875937
0,0.9145032173518324,0.10544217679105544
1,2.729453889817841,0.08033880915089919
1,3.113014661967468,0.43767859286423927
0,1.0098758737907962,0.18063595754425282
0,0.4058739257025841,0.21729181747951498
0,0.3266784983096994,0.11048475122176782
1,2.2533307601066177,0.21265743402557358
1,1.3729528327460392,0.11565003653899847
0,-1.0299447237206136,0.3329637203170905
1,1.3104026538800997,0.2494382062400436
0,-0.3260293165574689,0.39403022298145446
0,-0.6558259447427762,0.15636405803364722
0,0.4138317384839156,0.25279750772951887
1,2.201895216064251,0.12976166148856721
1,2.309323498720218,0.46723696512331575
1,2.3514080659157797,0.26096783389555156
0,1.1956639377845326,0.08673124815897154
1,1.9914271076128995,0.13638282960501452
0,1.0083694338346114,0.04145098206203007
0,0.5165853579791673,0.0139079977988667
0,1.1296335366350856,0.2629609130353355
0,1.6146298343865721,0.16856146126280264
1,2.5766495799790703,0.4818867276301532
0,0.10376824967199864,0.0856656981807421
1,2.097307817443308,0.39695632636847267
0,-0.4701660795618385,0.15798572109645137
0,-0.5037721465760562,0.1117686930293526
0,0.9021171633115351,0.4848184095006537
0,-0.9636702924475558,0.40128829937288285
1,3.6147726355622263,0.3153104457226658
0,-0.15172325290401972,0.34856051861187604
1,4.862077893122814,0.4956907374252949
0,-0.6931154268296172,0.2966037044124434
0,0.2501889199803346,0.05095022540348004
0,-0.3518492702484191,0.03243306335069068
1,1.2069159084567282,0.3333033887369367
0,1.0638003508787186,0.3288005719625741
1,0.8944458056021938,0.3740868964890443
0,-0.6760745069742347,0.054389365116306876
0,0.5863197089149107,0.4724511373775859
1,2.744960810949405,0.2755792069553224
0,-1.391885421227521,0.3247777605106077
0,0.581676885215374,0.017426191689065118
1,2.128899913416339,0.4804871072577869
0,-0.9177233578615299,0.2812959243719743
1,1.211118464664446,0.2816815564973143
0,-2.0334514279484006,0.4717776581151899
0,1.7174444277975778,0.4646750890918337
0,1.015420414977007,0.11014929590862083
1,0.7108549898217811,0.46554941095296465
1,2.798907672791796,0.3683106446900307
1,1.4259776560503334,0.009450363665708728
1,2.9148105363497,0.11992157436916917
0,-0.49607356915908235,0.20649007273572317
0,-0.36335409510795835,0.29141122775287737
0,-0.2883472677576647,0.3506648652443445
1,1.342644658338687,0.10510519697844967
1,3.399271375233304,0.4183502571368445
0,0.8985269930814787,0.42285766194457736
0,0.10994853833327911,0.31749940963028866
1,3.02456816398581,0.46054695525784917
1,0.37292828475454076,0.40649121344859396
1,0.7715412214489676,0.11081182964677044
0,0.47455476235796257,0.39933843315518025
1,2.735536555807889,0.4766010393765525
1,2.2794075462557517,0.06880322350921547
0,-1.8826946750783187,0.4893489423955145
1,0.9376654756622522,0.012496398385045127
0,0.4165918665041686,0.26108362238688615
0,2.4264722892412673,0.3869465694892421
1,3.217912665058428,0.3952190512731272
1,3.5773042984707724,0.36733628457313394
0,0.339725422190299,0.26467568637658095
0,0.3324909807893773,0.3254821610351977
1,0.9665145327439237,0.3499660928265569
0,0.951822053051617,0.2472696121069478
0,-0.07318170254100276,0.2978424875673188
0,0.692732375463719,0.4231840267287866
1,2.030686352880935,0.1564395105729136
0,0.27911842475073945,0.26160316348431617
1,1.912271883701378,0.004239860512753935
0,0.22462469782289288,0.3437181998883966
1,3.0000765575452304,0.09769273230742087
1,0.7337704709307762,0.24050062685688445
1,0.50707757368489,0.10510260814022965
0,0.42586457763889896,0.011766857289246146
0,1.4405742979076168,0.2416102758490083
1,3.6927446168010816,0.2124168033053535
1,0.7755897822899283,0.21257475676219034
0,-0.4028738354023735,0.10440307996443515
0,-1.4792152544449093,0.4736022948740896
0,-0.55061162638712,0.0017535759053472488
0,1.1228480950493616,0.4457727249986693
0,-0.01289178355839969,0.36845096156974105
1,1.6261259203762124,0.08603601676663575
0,0.54508575641121,0.23609599315177726
0,-0.7950520898094712,0.4944250407541363
1,3.5929783648818576,0.32184911849215364
0,0.007284972241473471,0.06368836190933375
1,1.5982057570401007,0.22882111942821592
0,0.5868492347956116,0.23410154828640617
1,2.9392861602110463,0.4011316664415542
0,1.595975240149259,0.4580814664130777
1,1.7900310937418358,0.04112077164436728
0,1.086056522693717,0.15701864347641614
0,0.10121161189999713,0.14921906344255748
0,-0.6113800209736948,0.49802406245950914
0,-0.7768115290042346,0.27961355834569984
0,-1.0969834436330042,0.43991574805999223
1,1.2583060011108862,0.21301642472241195
0,1.1157066217600837,0.3613615752044682
1,2.706709601786037,0.14329282115207304
0,-1.2412116559419497,0.4558930117446167
1,0.25360907978506453,0.2275731204932669
1,0.8877068442035891,0.4018627486580436
1,1.2232637917528515,0.1279084416712824
0,-0.3032657105770086,0.34680217096093957
0,1.172863523008714,0.2025792022000179
0,-0.5477168588996667,0.015719711487273524
1,3.680499960177274,0.20650412687953174
1,0.3198001076786323,0.2750108208777102
1,1.6513674792376938,0.07588080695658761
0,0.7855486691364014,0.09195655259630753
1,2.8472052523664337,0.23243139916157846
1,1.6642860436116071,0.17136485621670333
0,1.0017534337841967,0.22037026900168133
0,0.8121964425068828,0.2304134946613614
1,1.3178853406874897,0.07003802185137781
0,0.314928468444422,0.09059728763505737
1,2.7036132840768454,0.42408269673974713
1,1.3894652324271752,0.08135934465524203
1,3.6943254502691634,0.33295716650413043
1,1.1646380533823573,0.20926402338389605
1,2.1440928832945123,0.4841183429848204
0,-1.249777316419508,0.03305218094411877
0,0.10336019866256027,0.41519443301538095
1,0.9329267839291775,0.24572461555131075
1,1.7058708586707374,0.0026761854320943024
1,0.41340243867890325,0.13183010946977686
0,0.7998134003257217,0.20384842627463473
0,0.3562800497416076,0.15709737672446256
0,1.0874105536366991,0.18122473200696665
0,-0.34780516463983596,0.45833595456858994
1,3.1338473668809983,0.18046701619616384
1,2.039279645394836,0.2094146897013664
0,0.1131674594287368,0.3805657767890564
1,4.1140533253519385,0.3969167828741876
1,1.5153240350613963,0.04204482589334729
1,3.22745903115485,0.3520350172835021
1,2.4796849405476133,0.24128597683838787
0,-0.571904892245483,0.0669269466188277
1,0.684309109536527,0.13235528197344215
0,-1.0330850504554903,0.02251774865325934
1,3.1306747978545113,0.1801185944059176
1,3.734399526836957,0.12770322016701208
1,2.091439903210226,0.19105169869000882
1,2.143881762621123,0.2901702737653784
1,2.7764534331564867,0.36616977601830997
0,0.073302029353185,0.30267599327976485
0,1.0997000379703223,0.3391886511299729
0,0.2916222506631849,0.43281956030939667
0,0.13554131365244257,0.43691222173075545
0,-0.699212847494118,0.430359674179587
1,1.0547329205267175,0.0765844577397633
0,-3.159088013545243,0.12553456679682268
0,1.2341167999418716,0.25116265246378605
1,1.8533929447776745,0.1793696470080135
1,1.5996026552642189,0.06583448413998161
1,0.04829270361456661,0.1438751173028257
0,-0.640112765772352,0.48771438083281954
1,1.2283135417171045,0.1734633777482681
0,-0.7947730872307747,0.20945703414798073
0,0.33283614315262783,0.003200710928648487
1,2.1222485531960036,0.35970743989509935
0,-1.361295933619705,0.20677503277268988
0,-1.2978410999073327,0.051570031447580544
1,0.700321447669634,0.48427836915233596
1,3.810526087567177,0.3887166062925434
1,3.49272262869163,0.3630750447163634
0,-0.8522989990995977,0.4789361674208347
0,-1.9765943199957308,0.2037400422585689
0,0.12804424301252007,0.3592667701462242
1,2.0469401162376717,0.10310394869272554
1,2.316916986988398,0.34856027372606
0,0.7413738924773331,0.007039546093801419
0,0.4517039533959419,0.06315269022030706
1,0.8835604684997467,0.21262945930142424
0,0.29404108716401767,0.006046347403004082
1,2.853823575335654,0.23098292772520962
1,1.275998276996627,0.26139587453250196
0,0.2999564687558586,0.310803298793541
0,-0.5527807174678079,0.05019333849680818
1,3.996169720941229,0.09050595656360616
0,-1.32682713886702,0.30664168535859754
1,3.155948936528601,0.32909385623131965
0,-1.6708127614252692,0.012950114105138133
0,1.7930526852166078,0.2701836810575191
1,0.8584509325755905,0.3924908659994163
0,0.18967154398933594,0.034550438892697044
0,-1.6291931866968048,0.20658643262325987
0,-1.3499811170217109,0.16325563651505093
1,2.897747047624622,0.45683281267600834
1,3.0281623114694716,0.09290119660322765
0,0.23935893236764694,0.15918020657224008
1,2.741081665490241,0.4492223724956515
0,1.0448787426539725,0.1653266530299864
0,-0.6841768637993143,0.2656737202927972
1,0.6010385656831854,0.016517668615439685
1,1.9862966137972053,0.49245121808751807
0,-0.5772011858972084,0.41247335393559476
0,0.3886214802009952,0.31720047237333815
0,0.5480286120879263,0.03037763654499015
1,1.3183492094307192,0.03743498068639034
0,0.7041085429664431,0.27248681539534486
0,0.6541383759513081,0.14253221810171712
0,0.7233175788890196,0.31139472375158667
0,-0.40779237701059334,0.2990962409238862
1,2.779922164828575,0.4193256991396489
0,0.5200022806751929,0.14068853035632117
1,2.6401846447565607,0.28893176224549627
0,1.6777885630885268,0.3886816594193805
0,0.32777418992541174,0.24538649316116312
0,-0.6069622239974672,0.41532183246947224
0,-1.1104545309994642,0.06563810078688648
0,1.1279361599938218,0.36694888257357167
1,2.357307676035448,0.4714910457604892
1,3.6700219883202245,0.16594166049678305
0,-2.02955219120047,0.18316822120598247
0,0.910667087786442,0.041774838595427355
0,-0.261137335420628,0.32074638978735587
1,1.6464790051188292,0.2762253628174351
1,1.235192159851409,0.020172879366183893
1,2.899571013885143,0.37610601348565587
1,2.6135361772832244,0.41464224787251247
0,-1.1423820250394405,0.45355980207037705
1,2.1649214379250714,0.27286704308532106
0,0.7061143306804705,0.22629001745087868
1,2.178010525925907,0.4380685772660387
0,1.1078403000269392,0.19934840953406952
0,-0.2900385438891823,0.32772156261728086
0,-2.2543576731044745,0.30768112820046317
0,0.18671756076823665,0.18608054990925593
1,2.1806257694050797,0.04344496878302406
1,2.3111864967043543,0.010707769335342843
1,3.1069790979677014,0.2141188702676936
1,0.04753674670669339,0.2406007874116784
0,-0.23848330433266035,0.411339134094946
0,-0.9226578080015512,0.20720582495573558
1,0.7919696118815152,0.14057993736673463
1,1.9277010004371073,0.23104823403757663
0,0.7018220302806755,0.11899524021201058
0,0.30094660485915925,0.04568030555747826
0,-0.6875224224957607,0.05652151684305362
1,1.8545284004562816,0.1595772299484638
1,2.929896444629616,0.006338208779245347
0,0.6831292450600224,0.11010164334061906
1,1.4472299867733707,0.39376157046617694
0,-0.6174963756639779,0.11730859621515544
0,-1.7164841605989973,0.05536475551975795
1,1.5705886664176358,0.47454027999726955
0,-1.7357889304385166,0.3112350581758097
0,2.0670696873861147,0.03001297471783293
1,1.14488184313329,0.031121983247451412
1,3.1089808553132174,0.30606106284958484
1,3.8181062078919905,0.2700644010324558
0,0.21620140852798844,0.03418738619649242
0,-0.10001425638690646,0.11215773748666769
0,-1.3223652560550825,0.46452145724279414
1,1.4953998783512243,0.28600540524050866
0,1.603965047869026,0.2201626990739151
0,0.351252629622269,0.12507770596018303
0,0.028348207458837392,0.0668490211509355
1,3.3121232091756623,0.20131584205534053
0,0.696290548455716,0.46118327966565026
0,-0.14787314777976282,0.02435569783877084
0,0.21625583567359702,0.4954894079714333
0,-0.7680650374313074,0.1039063601010039
0,-0.5610406463635863,0.20438368019950465
0,-0.20629862925865855,0.02252565408285878
1,2.55747106237369,0.29239110155401565
0,-1.2473629726900455,0.2417776327004958
0,0.07624033042272868,0.33335351736738994
0,-0.3898621600630647,0.2713390636457363
1,1.0990707815337952,0.1990888923235345
0,-0.3844915494916545,0.3688783489058354
1,-0.32140326305022215,0.012510563893478877
1,1.2424113259716207,0.2705145104372976
0,-1.099486882075956,0.05693810191450466
0,-0.27991604260076425,0.21800416654291666
1,-0.27978982296393307,0.39556265842900823
1,2.190892743509469,0.07123037313020009
1,2.909423296406863,0.46790517438624263
1,1.882703627770101,0.44425234619570225
0,0.4987918734043764,0.20745253543334924
1,1.487269443598757,0.002987420362968285
0,-1.5546211237758736,0.394872413337243
1,2.001691321285653,0.44044790170614145
1,2.680378376985219,0.08736904617771629
0,-1.3243881256076577,0.4580961044082785
0,-0.4652272763218353,0.457048638647348
0,-0.24711640090441678,0.23564542551709522
0,2.851407645284945,0.39901740539892094
1,2.2233711947198915,0.2224739891359942
1,0.09442642113622268,0.2820231329593089
1,-0.15285090184220973,0.15991950490488166
0,0.7304988302637498,0.07973467266041223
0,2.485031975996529,0.37326829190701594
0,-0.280974484600719,0.0006964222595678415
0,-0.34081959205850926,0.28977634482439074
1,2.430774176197596,0.43234301318923185
1,1.201703591654891,0.11063864338822527
0,-2.544154620428673,0.16644972839900118
1,3.0372643892756863,0.2937429264322314
0,-0.6131821284018295,0.12343512326557005
0,1.050117865821371,0.4237434286653915
