treatment,baseline_outcome,observed_outcome
1,5.8807079877558275,9.899313307615005
1,3.9580628975378085,7.031601311260795
1,2.8991247424880653,6.154392431713683
1,6.692236938591868,9.793106265989891
1,4.793074420306153,8.058259014805552
0,4.0208587059386565,3.9610793276254586
0,5.083791842308553,5.066509722386652
0,10.273338283891178,10.72619708413986
0,7.307005699563088,8.479817780511308
1,7.3251473363756805,9.62511171917481
0,5.871092637984728,5.819186395783245
0,5.332970545154295,4.7427403025382535
1,0.2078354233391675,4.003847872627209
1,3.642039307073736,6.348170322413787
0,4.0388511735950505,3.3172507767021537
0,1.2502158719049339,1.5693093713292205
0,2.6851684195691328,3.5573239769406886
1,1.038327058154732,4.370125992435113
0,4.923352328605255,5.025751267246214
1,6.637531941697632,9.842102403085628
0,7.213549037248658,7.920969368661435
0,5.829568924158482,5.392469289151407
1,3.0732073176028623,6.017283765559705
0,1.135869682960081,0.9095246087053142
0,1.4862626011969962,0.902329947551141
0,2.462034845491003,2.297847215782602
0,3.2222806039286507,3.776141151919875
1,4.680503004016827,7.963804078213189
0,2.9716715637460633,3.2938268138001634
0,5.677951787336523,5.751189593163183
0,4.535452994401054,4.797114885765349
1,5.021091423482051,7.620796252307999
1,7.28050110534241,10.125746162378794
1,2.63953653159926,5.7355386500835985
1,5.837409156584736,8.976167086025683
0,4.972053543047854,5.13214747050879
0,4.3330274380606095,4.263859797052421
0,6.77051264173192,6.5818009411667555
0,6.758028309114015,8.336913950636164
0,3.1070184080231438,3.5604120444893432
1,4.635678832284152,7.842252570260463
1,5.56242336516813,8.445819116064932
1,4.453986503954831,7.228377090482893
0,6.170042664575597,6.104642367712119
1,5.562384035820551,8.708798457613891
1,8.665122480712025,10.724904708680484
1,1.9394417281404248,4.154746930453083
0,4.755128020505205,4.436686826035726
0,3.1829949769756176,3.286564695364902
0,6.208214910878088,6.088578337302163
0,1.765656219908911,2.5047168329586533
1,5.692625420449773,7.951427026951888
0,3.7399031373033176,3.3642304025016325
0,3.5316762677579714,4.2917221382535224
1,2.1070035929186255,5.172563255256199
1,4.069848107597988,7.512269398998567
0,7.169001060581851,8.194624532216583
1,4.949622632941041,7.60272042399013
0,6.255360835748949,6.205703666852933
0,8.32928364393255,8.193070193467115
0,5.527511169645152,4.550214667403514
1,3.882400855875319,6.727202453997335
1,5.93450443036558,9.375035524055912
0,3.911407707371416,4.181702478277536
1,3.991154633405661,7.300696218099667
0,1.9602144007620304,1.7724599104422807
1,6.852514982168785,9.524466364165963
0,4.227994848701122,4.862622684650432
0,5.364196491631724,5.1155379184528895
1,2.928076142786721,6.075117162183328
1,5.871895259430945,8.953562599769715
0,3.4761175237298323,4.2069760318583915
0,4.716582556596352,5.202288735432532
0,6.7556520624782515,6.1080227521446915
0,6.581518624465058,5.987742041077539
1,4.955939854966119,8.245394764000686
1,1.4637379345865633,4.431569110896979
0,10.985621140121282,10.7580352481444
0,8.491717940546271,8.999531882543508
1,6.445349649776597,9.539079340821052
0,3.4935924368180586,3.5198211302627804
1,4.77281567659607,8.162729996973596
0,3.9131591404469663,3.725604642975184
1,7.527711878192776,11.311971370929053
1,5.525005781703667,8.130981970087163
1,3.431672283280334,6.760136816451379
1,4.0584898017504365,7.775406221080359
0,7.242376285139809,6.553728540503759
1,8.200195693640957,11.028528105714733
1,8.056663126972492,11.627766823415271
0,6.514064130107955,7.092686403973468
0,4.494750262394726,4.409002462200607
0,-1.483027650658241,-1.8503631974966708
0,5.594320047616443,6.072287958781824
0,4.996342482311799,5.588117033602601
1,5.279964192642709,7.697632518386511
0,5.1077946940664125,4.505837869583223
1,2.347475676101686,5.460104017093486
0,6.1148171137023715,6.429497430416817
0,6.264432628063701,6.114898085448673
0,6.364677564119319,6.704324474110494
0,6.893154007146773,6.538085703728082
0,6.208103289843247,5.150756490306379
0,4.179941176922179,3.9679906407558807
0,4.85832630416782,4.88994237742437
1,5.182249734506754,8.044329754558527
1,5.215398898213237,7.636097266383495
0,6.9964353119434595,6.088610824004051
1,6.287337506044982,9.030293103861032
1,9.154686879139906,12.603514764964778
0,9.412937959769344,10.041036679476186
1,5.15929916522785,8.753155857297077
1,-2.673311096918739,-0.08126586449301532
0,7.4736649322545325,6.896811770439351
0,3.919247322025891,4.167564629515839
0,3.3970321563379864,3.7145821621369493
0,4.203109450021266,4.403194252621515
1,4.106713906370787,6.099682269251906
0,6.224539620210785,5.791097327769052
1,1.8811284417475491,4.86628404660456
1,2.844558508416797,6.088167605732011
1,5.686317108394833,9.069970789696077
1,6.2458880608266165,9.318014821967635
0,6.283083289872024,6.4484751931411415
0,3.425927442133402,3.4683601713139542
1,3.04346870146752,6.386278388576761
0,3.9867303324241616,4.143163158169617
0,5.4797455045694505,5.512614334593094
1,7.9709547385451,10.83677033897641
1,0.9051256284584994,3.94577134097974
0,4.558542486083267,4.800838175502904
1,2.3346431179495926,5.468380812398624
1,1.6955146452930205,4.885927854465647
0,6.933913290689633,7.605274221365225
0,6.089249148998677,6.221831110371971
1,5.898867031894524,8.574367771657947
0,6.842051679461987,7.283855072459072
0,4.040562206467728,3.357463037633269
0,4.134724967332944,3.5940182769633005
1,9.37146123344515,12.539384865805184
0,4.506857891480851,4.76505622537414
0,6.470264226108182,5.847738614356185
0,5.01276308192663,4.8213543414332545
1,1.3034829398431698,4.00044102373334
0,0.9107419923974636,0.6674038309566652
1,3.8420315601201906,7.313830448256663
1,7.112202503339978,10.465455235113604
0,6.576583313272007,6.567022223345153
1,6.8281543284480675,9.555173364890605
1,3.025907642127369,5.351082807017299
1,8.231744980244628,11.941837449635601
0,3.0702133996272316,3.3662703497696906
1,5.425648797339937,8.072314245303367
1,4.979295420184527,8.339095168996973
1,4.652252359370827,7.617140549083515
0,7.677184276591213,7.533629524160041
1,3.589778959668079,6.807384723812881
0,2.300789488576144,1.9300403636197814
0,5.039990972412839,4.8681127126577834
0,4.200346531426947,4.261077063526719
1,11.75476583816529,14.505040241722684
0,6.35301495287995,6.687557558013712
1,4.181318849562752,8.115852101401883
1,2.887776861625827,5.5106277953222556
0,1.2394231788624306,0.4068605307104084
1,2.949561828525134,4.948691744787003
0,5.229883543518263,5.154649472770772
0,7.854657303189539,7.5230750081264475
1,7.243378284775838,10.347308535309379
1,5.4581896632927585,8.524488499305809
1,4.35366466859503,6.552056245287982
1,5.537624712824308,7.630182798083604
0,3.9627240050308483,4.110690625203896
0,8.436727991527752,8.50444240888773
1,4.62161963744984,7.408710638266565
0,4.827324283506546,3.9987524909403938
0,0.5683551499586637,0.804050781341159
1,4.609130306954472,8.245080079666444
0,6.672968275929882,6.811959496039343
0,2.86455484592291,2.440817900640378
1,3.4985593310143743,6.52083541379995
1,6.58542203546733,8.902364995000488
1,2.0466855529638934,5.5756659098832895
1,7.115602015083837,10.156524182348607
0,3.935712219653796,3.05163376377718
1,4.222863559017594,7.072526378795753
1,2.7522431897488118,5.983893944865928
0,5.756092520855766,5.589568710368005
0,9.91974397005876,9.781796109338673
1,6.562994478921264,8.950793375397629
1,3.2714294761189278,6.554699969659755
1,7.271241170982952,9.947006570973384
1,4.366640908131501,6.288418219628984
1,7.748969962855119,10.563341277519923
1,6.613352804328725,10.103927662113902
1,-0.8862831309434664,1.9202521457565598
0,2.991840734089945,3.8608332266517054
1,6.8887704456707795,10.103254419945038
0,5.303314544290036,5.472693625430218
1,2.952488104584299,5.888288971625495
1,3.7328209690123746,6.69867786513023
1,1.187526759821239,4.055814942261487
1,4.823253424947208,7.672118728905945
0,9.42137945203153,9.686813033065105
0,6.6098667814646515,6.141951166569369
0,9.380834002376847,8.842887088014717
1,6.76479417957996,9.203196654142271
1,7.054958686705383,11.07778596054396
1,8.948157375490048,12.213328826325338
0,5.754526518684453,5.906772619524525
0,4.6255453569862395,4.096788021839524
1,7.065315033244024,10.376986183581439
0,7.90768047424377,7.849394801017105
1,4.040070714575582,7.147155185141457
1,3.5568618353199417,6.068551677388164
1,5.277712064861761,8.357846493570548
0,6.662997733863325,6.451080964760083
1,6.5961820973231235,9.21337651880803
0,2.151664799624802,2.5187179675284264
1,8.823212134126642,11.054358229861641
0,3.717670141206299,4.000058273363375
0,4.469870006222841,4.812113072999339
1,3.1946912800243608,5.75486944224874
0,10.396657671874175,9.98649344130794
1,5.484141340575935,8.372628499942733
1,3.29804983863687,6.43906794386798
1,6.727847099924892,9.651419604017779
1,6.538271558620066,9.755052788716005
0,4.624545952840232,5.506035779108932
1,6.681213425566767,9.42735504099191
0,3.349416078338271,2.4918260929865608
0,4.014163450101496,4.427125241616822
1,0.9795666908678742,4.821223978831639
0,2.3520978315608745,2.5484820130864367
1,8.61526161134137,11.071387273664536
1,8.282857255444629,11.220911073827029
1,5.131577297297925,7.572315555192109
1,8.325862894379675,11.647290641361149
0,4.67985102678339,4.004205825434172
1,4.513179394864183,7.363115001450083
1,5.113021296931112,7.6108523837841595
0,4.750156809352869,4.813569151920349
0,4.569607352879639,4.38643651431076
1,7.286796214299105,10.375177265924238
0,5.300271307912406,5.311446585395589
0,6.424963528867609,5.931634015005554
1,7.062761050554662,10.376199582319174
1,5.776371591309466,8.751988765387908
1,3.059457348183523,5.565192844250573
1,2.294268222071923,6.414731500174819
1,5.297561269614611,8.535776352973174
0,4.657487390350131,4.580857113650478
0,5.174782857840244,5.882385121191155
0,4.967891921502828,5.888799726196131
1,10.167147320333134,13.094472609176192
0,2.339547488717324,2.513246231934705
0,1.0201074603577505,0.5261060513562801
1,5.66475366703922,8.591157291655215
0,4.24715489082361,4.147623613943675
0,5.632135739459902,5.724549256270729
1,6.167766044568002,9.334146283886506
0,7.568209390357795,7.848123614771826
0,1.9855483592321232,2.104369687382103
0,3.886564204285674,3.281192890971092
1,5.857522517761527,8.388288964890984
1,6.540927191374453,9.267723381642618
0,9.386899100576771,9.245778804615156
1,6.911407942227735,10.436795087463791
0,4.8864228082274455,4.304953314800989
1,3.2191284941146776,6.040420970029327
0,3.871420294561962,4.347925043668987
1,3.8145943540857874,6.664655616837481
1,6.310467257027521,9.540675081948933
1,5.513994891171661,8.44422386970771
0,2.352700858315642,2.4810924869780036
0,4.128197061819134,4.013960789914363
1,6.755095106902841,10.088627843267018
0,5.703324709948118,4.930796506244901
1,6.137289232025541,8.95563322783127
1,5.7658434201145266,8.91412975846168
1,8.252861469217718,11.519709093220815
0,5.4720861276487405,6.218562439025654
1,4.227954404258604,7.032442070825816
1,3.168489917732879,6.908230798663316
1,5.499218916419424,8.169707003089588
0,0.11859197044983105,0.782915176222153
0,4.631421996334576,5.040155559683763
0,4.588320280157312,4.1315909903412
0,2.271058292765438,2.4245779113913493
1,3.1434683226880082,6.117850404921913
1,6.619315060296483,9.932107357133983
0,5.461423498149925,5.34978770393327
1,5.203576667414655,8.049953554583789
0,5.6126950678640455,6.297242359245471
0,5.185255175897847,5.135894728670011
0,7.485725125716629,7.898936287812512
0,5.246858363407298,5.1341826208851975
1,2.083573772362499,5.91690540197626
0,8.26025992974882,7.921092615081073
1,5.740680534657692,8.4336087690341
0,3.8214925384098644,4.5837511289678154
1,2.493196563409963,5.270723367962337
0,5.791828441916091,6.592365594998287
0,4.765655990051249,5.211576279848655
0,8.148293572064818,8.070968718784401
0,4.308185438666344,3.401538702657765
0,3.325238420635066,3.3155792684991483
1,6.791592436471857,9.842407463238569
1,6.850563785433662,10.434172652085849
1,5.337302735220391,9.131526323340447
1,6.352714095349817,9.010220505777944
0,4.924625758515524,5.325216640509615
0,5.467730202018494,5.850431280025169
1,7.329981765127846,10.866688116333068
1,6.250636668043006,9.499981624110777
1,4.661451123334751,6.6902022778538655
1,7.704725091852302,10.627013875588421
0,0.2702892544169746,-0.307564533041483
0,9.10414662284387,9.002843736384834
0,1.5880818102185295,2.0780839282854764
0,3.745814350455408,3.8983897683928945
0,4.918164929609862,5.492210362808578
0,4.707038658543677,4.877915618900447
1,7.012822080053109,9.363659110218657
1,2.8843267627795313,4.623903259493164
1,5.521533634966127,8.59593801580592
1,3.8435758035604923,6.73661257038491
0,5.590281958674833,5.101809088983892
0,4.870455480404247,4.020141855578558
1,5.185871305365955,7.8184996986296005
0,3.9001503350713085,3.8029045926389204
0,3.979872099807835,4.31281101166103
0,5.574545028054854,5.668860568838844
0,6.8874310115120885,7.691464635098453
1,3.8034413316043043,6.285639303581608
0,3.2624649108541806,3.7029943568828974
1,6.226920331343674,9.250569702908038
1,4.934992213884621,8.282326775943913
0,6.660996267971904,6.4427388363391325
0,3.188405573257705,3.724245760203
0,1.4411221491531383,1.5887345283257597
0,3.9339918363473316,3.594269343888457
1,3.4672947814699677,6.4612827670133735
1,4.8424231998394,7.722645270370851
1,3.726309571459221,6.970898746778118
0,6.482033902672899,5.892145527985644
1,4.423699475154968,7.409023624097121
1,5.300948997547802,8.498602623872468
0,5.315269116881888,5.331780770478405
1,5.389910184824375,9.063380807018873
0,4.951741779090053,5.33875316612558
1,6.021201380820627,9.017460982450254
1,3.408689732348385,6.517034281097222
0,7.798835853307766,7.946668629048766
1,4.526925233262929,7.728575035346341
0,2.3769017242026367,1.4640727263703326
0,5.376146713983546,5.225383566098873
1,3.29763903510503,5.555419501008317
1,6.33066906901775,9.969809542747493
0,9.419211152084756,9.388786392083292
0,3.4268558168842995,3.330185342044488
0,5.6647446664479695,6.113143332464587
0,1.4889888225907448,1.7001512213156822
1,5.907810458882694,8.34349320169309
1,3.228572400400621,6.193119719136936
1,3.7503307631310356,6.582747276517844
0,2.797427020320344,1.925160576017317
1,6.464302452109471,9.119164335490868
0,7.014608714946525,6.922838553938292
1,5.046770429317015,7.989294963571093
1,3.271146589328561,5.5300308774899065
1,8.179046072207726,11.754878863731463
0,3.4991797444906876,3.448128215044968
0,0.6759354001451223,0.6947119384754038
0,5.916778019914137,6.117098839084055
1,2.7904506527169666,5.396412525765131
0,6.97721758699835,7.205395573564698
0,4.237724606653162,4.054187283644071
0,6.207426481088392,5.759133710764797
1,7.803000693104316,11.089724439782016
0,2.582282270758556,3.32811920015946
1,3.868125738215189,7.230540424958106
1,4.848657854685873,8.31014663725609
1,8.075102638068687,10.814787334787537
0,3.6832345641191093,2.8844246995348812
0,3.8109926081019854,4.556061369151906
0,5.956281151111617,6.983538595813997
0,3.845542548578858,4.616945935463699
0,5.305051765795233,5.137158796305358
1,1.8969251580637465,4.319607988699325
0,9.428659885113193,8.895818536203409
1,2.3045815393811933,4.462715255574168
0,4.356494592019583,4.30280528281456
1,4.93503792831581,8.737876907357037
1,8.82537626871359,11.754544952777469
1,2.35030843813452,5.501469888308657
1,8.967408270957502,12.655206753109606
1,6.514353642204045,9.312305986287846
1,5.8341906488464925,9.85195637720629
0,3.0307326259640885,4.026779829712815
1,6.142282484076148,9.076726814735906
0,3.5530267551604,3.2642596231507937
0,7.533322506396825,7.881941529591981
0,3.057875941784534,2.884113470525105
0,4.773683011087832,4.195405402554164
0,3.889453823973657,4.530073150735147
0,3.024954075146011,3.633177768784551
0,6.482639633815829,6.560395435697609
1,6.070917494819267,8.439485117955178
0,7.418020397801994,6.803257272193301
1,1.4402497835836652,4.493864427793241
0,7.128341404682088,6.8784058874295715
1,10.010897810713788,12.840351344642983
1,4.096717821646106,7.6076993991761075
1,8.79029722421794,12.156886882929218
1,4.473677455880347,8.162748796129154
0,2.255180524877386,1.7598689131887575
1,4.3887351151864085,7.217139330843052
1,7.096407935350552,10.475898783080607
1,3.323647035336937,6.547686205843383
1,3.799322681987026,7.565512873280837
0,6.187078864586382,6.3973472175384165
1,5.006120233477145,8.930174785529921
0,6.169245904973481,6.439254805835051
1,5.475659081516672,9.006742805311001
0,5.959250639103146,5.797493165710918
1,4.135397628380918,7.142541234322913
0,5.463461884060785,5.918934085980522
0,3.1452539886081325,3.9517430739046597
1,7.5768672450067776,10.941485719662154
1,3.7314505663653725,6.689864680398063
1,7.257694975098779,10.94636248986295
0,4.5327860780342695,3.4367967498943286
0,5.403998021514642,4.692880770761205
1,4.010070898218599,7.350888010052794
1,2.968009137663942,5.975063315790504
1,1.510479224789397,4.813236050351479
0,2.889351682815081,2.921555444031052
1,4.3521822935681564,7.637655140870093
0,5.423758357657768,5.016556947161172
1,7.020758626566527,10.306001669606372
0,4.108485080406302,4.605692344510095
0,3.236078471465652,3.846353773431268
1,2.114570427994575,6.121347575318925
1,5.960127235808208,9.082176457559402
0,7.7663890306586865,7.903344574082276
0,7.532660535912577,6.771074303825653
0,6.419865496294475,6.154159795725262
1,6.277086634535198,9.180545597531893
0,8.395247559418682,8.92040733555686
0,5.664162922833621,5.358662360788807
1,6.292259352048343,9.69042936192276
1,4.358432276296002,7.357621417814312
1,2.275913258290485,5.187329200733104
1,3.6323021990008475,6.756749183567475
1,4.981681922930689,7.786103736804268
1,5.121570745002606,7.907052120956273
1,8.852571709710787,11.00017875681573
1,5.162554335182137,8.038577231518191
0,7.357686888051288,7.117702814976925
1,4.129845516847368,6.871855022172828
0,4.376648228469532,4.585084759764552
0,2.3419847255531034,2.671300701948358
0,3.515343974246856,3.63144122656802
0,6.053962782727506,6.551670377952243
1,5.015120360788266,8.302901323703448
1,6.885877239794468,9.738349144891647
1,5.362507896690101,8.13107975383291
1,4.295092536724517,7.45150365510794
0,9.296593727573917,9.583477282524868
0,4.812192862573905,5.511115016089654
1,7.326001939410608,10.921588461880656
