gender,treatment,outcome,protected
1,0,-0.6744898113962183,1
0,0,0.22913994573082735,0
1,0,-1.7407823491642958,1
0,1,0.9901474508799757,0
1,0,-0.2944542124497655,1
0,1,2.1262225351593953,0
1,0,0.11653677639813508,1
0,0,-0.541272014694513,0
0,1,2.5851920001001467,0
0,0,-1.2310574598329294,0
0,1,1.7320525325569465,0
0,1,3.0634815009632783,0
0,0,0.5760771116751124,0
0,1,3.274099013357847,0
1,0,2.252988573762509,1
1,0,-0.6124972652180926,1
0,1,2.3407337412974396,0
1,0,-0.8111842560075357,1
0,0,-1.0986222820869067,0
1,0,0.431696166937773,1
0,1,2.029478586335063,0
0,1,1.6001701104678077,0
1,0,0.5737909199316003,1
1,0,-0.3626893825749553,1
1,1,0.4950925450060497,1
0,0,0.6776427276821881,0
0,0,-0.6853311704483129,0
0,1,2.7506981155479724,0
1,0,0.36071031431675693,1
0,0,-2.627605206453115,0
1,1,1.7059008710106949,1
1,0,-0.9437880085975486,1
0,1,2.9276572981951006,0
1,1,1.4316910917145054,1
0,0,0.8498723219139339,0
0,1,2.0649460484161875,0
1,1,1.4237119283764905,1
0,1,2.5012311347171434,0
0,1,2.884134250902158,0
1,0,-1.1818223947309259,1
1,1,0.4699355185536265,1
0,0,-0.07819113045675766,0
0,1,1.596214074075901,0
0,1,2.4811939748827068,0
1,0,0.7913283236389085,1
1,0,-1.662368985570021,1
1,0,-0.37502213147243774,1
0,1,0.4410076026418783,0
0,0,-1.3576331673934297,0
0,1,0.31971075950637884,0
0,0,-0.38082954196084895,0
0,0,-1.5818724091566279,0
0,1,1.3335455073967826,0
1,1,1.1327701545844884,1
1,0,-0.3428520564252912,1
0,0,-0.0013230522213184776,0
1,0,-0.0788485887506679,1
1,1,0.773804513076344,1
1,1,1.9611883680322233,1
0,0,-0.4246669688120327,0
1,1,2.458405639149929,1
1,0,-0.6671945363321445,1
1,1,2.582020816123565,1
0,0,-0.976913739205853,0
1,0,-0.9286160472845075,1
0,0,-0.1096159950229565,0
0,1,0.2754983239343147,0
0,0,-0.8808737741263744,0
0,0,1.1453677484144302,0
0,0,0.6661806831813026,0
1,1,1.6144683000394817,1
1,0,2.3507682283079574,1
0,1,1.8328400985028177,0
1,0,0.15209136699437367,1
0,0,1.4483136949630513,0
0,0,0.32478317177063437,0
0,1,1.6850597452860834,0
1,1,2.695330015083359,1
0,0,0.6100939113775629,0
1,1,1.271546496860286,1
0,1,1.784462370832005,0
1,1,2.1386110551438318,1
0,0,0.1455213112226729,0
1,1,1.1366428234276569,1
0,1,2.297675810431992,0
1,1,1.6374117712022223,1
0,0,0.4738776428053341,0
1,0,0.8867662711270565,1
1,1,1.1837775398762505,1
0,0,-0.36651995285469685,0
1,0,0.1859930914223675,1
1,0,0.7318861801972187,1
0,0,-0.5714382762106086,0
1,1,2.034886737792575,1
1,1,3.6135564533941107,1
0,0,0.8223824842019221,0
1,1,1.752245003165685,1
0,1,3.8682470479150464,0
1,1,2.469627027457464,1
0,1,3.742947608929579,0
1,0,1.1222081312655028,1
0,1,4.857464063166443,0
1,1,3.4767023661725074,1
0,0,-0.4522315782774075,0
0,1,2.8070380779030097,0
0,0,-0.8992573255318553,0
1,1,2.918505214028806,1
0,0,1.7029237790774792,0
1,1,1.169495620852179,1
0,0,0.7397078046161778,0
0,0,0.642270566837027,0
1,0,0.6724947667336798,1
1,0,-1.1822604136901231,1
1,0,-0.4719027125167043,1
1,0,0.32300244639996545,1
0,1,1.634841824893359,0
0,0,-0.9623895364803859,0
0,0,0.9642788924340941,0
1,0,-0.6434163507047702,1
1,0,-0.03179861160077222,1
0,1,4.239212773041801,0
1,0,1.030309099607322,1
1,0,0.04578797460235295,1
0,0,0.40089916405338283,0
0,1,2.289008602356156,0
0,0,-1.4549245444645686,0
1,0,0.34018665945623816,1
0,1,3.144210151365233,0
1,1,1.9210493123490813,1
1,1,2.74842331587079,1
1,1,2.524942189838032,1
0,1,2.653424914701197,0
0,0,-1.053630930496109,0
1,0,0.4065875145285587,1
0,1,3.7208262231250906,0
1,0,-0.023940461647425977,1
1,0,-0.26037102979817706,1
1,1,2.8260951320363463,1
0,1,2.9294874108324884,0
0,0,1.2192874994536778,0
0,1,1.885420155562107,0
1,1,2.535970872338802,1
1,0,1.9400753040670589,1
0,0,-0.8084860349322561,0
0,1,0.615838437060324,0
1,0,0.7881821280179402,1
0,1,2.4296540101572615,0
1,1,1.5881418488516346,1
1,1,1.35494983287622,1
0,0,-0.076649783273717,0
1,0,1.0131875283132907,1
0,0,0.9484117979252461,0
0,0,0.2248046805568358,0
0,0,-0.47579842702351854,0
1,0,-2.5108710843280884,1
0,0,0.4506789096059146,0
1,0,0.6700784626137963,1
1,1,1.8566288095715433,1
0,0,2.3326519860823294,0
0,0,-0.7398448001628776,0
1,1,3.4790573018864746,1
1,1,2.762582551698494,1
0,1,1.81709502977582,0
1,1,0.39939824258514545,1
1,1,3.3916618250205524,1
1,0,0.05593114287015634,1
1,0,1.8041730732858954,1
1,0,0.06792172612797015,1
1,0,1.4520993227347145,1
0,0,-1.4274025308516927,0
1,1,0.6553468157874744,1
1,1,1.5973897649718705,1
1,1,-0.1672652572003086,1
0,0,0.3153791632723359,0
1,0,-0.7603834132000842,1
0,1,2.7510722373557166,0
1,1,0.06410697489717143,1
0,0,1.1522749844196036,0
1,0,0.08555933062244095,1
1,0,0.9090112222909775,1
0,0,-0.17210128991296197,0
0,1,0.3333159561840162,0
0,0,1.3211088977716416,0
1,0,0.7489939931553149,1
0,1,2.959845945848927,0
0,1,2.125495649119732,0
1,1,3.8378309243360422,1
0,0,2.5206228283918555,0
1,0,1.3763307997041814,1
0,1,0.5854490546731765,0
0,1,2.253474283516761,0
1,1,1.331528259192262,1
1,1,0.651042154157228,1
0,0,-0.12189925663360152,0
0,1,3.1522018088203003,0
0,1,1.567172306195123,0
0,1,1.4228166865813119,0
0,1,1.6955939595501974,0
0,1,4.0875822620310105,0
0,1,2.5266803192813656,0
0,0,-0.7075472804844846,0
1,1,3.749255029695618,1
1,1,2.132335856217897,1
0,0,-0.8383495045256358,0
1,1,1.5117130945466049,1
0,1,1.1828648281687166,0
0,0,-0.12994546318309694,0
0,1,1.9372930522915637,0
1,0,0.1996138124533547,1
1,0,-0.5329800989727992,1
1,1,2.617675146974852,1
1,0,1.6045153269873857,1
1,0,-0.5860266224470758,1
0,1,3.2963862119475253,0
0,1,2.2040466010976547,0
0,1,1.8487600656294987,0
0,0,0.7417958801418277,0
0,1,2.501122969558343,0
1,0,0.6469408705553507,1
1,1,1.3112209982383418,1
1,1,1.0012467742771074,1
1,1,-0.10808869480853511,1
1,1,2.4111392995504035,1
0,0,-0.9062017213851455,0
1,0,-0.5719657037379096,1
0,0,-0.09760889053349468,0
0,1,0.770706085760662,0
0,0,1.4492371075472859,0
1,0,-0.27497400001622957,1
1,0,0.5493045670604368,1
1,1,2.8866780192952293,1
1,1,0.21086513545307417,1
1,1,1.6461028291717905,1
1,0,0.8484597050561626,1
0,1,1.0098972647909874,0
0,0,0.3268140651749598,0
0,1,1.1187476832912897,0
0,1,2.4088622448569526,0
1,0,-0.5418815404671283,1
0,0,0.08955013379754487,0
1,1,3.2885082550553424,1
1,0,0.7169114968479903,1
1,0,-0.7186194178860195,1
0,1,2.535967063301972,0
0,0,0.40166753048658915,0
0,1,3.1838113159594554,0
0,0,0.09955503044035544,0
1,1,2.062951841150332,1
0,0,0.8029682253259043,0
0,0,0.8179986018521815,0
0,1,5.367983078060199,0
1,0,1.5481845927485998,1
1,1,2.026145688733412,1
1,1,1.9187179786814232,1
0,0,-0.7402388622053687,0
0,1,0.5129971536782554,0
1,1,2.124912984130134,1
1,0,-2.1267581132793776,1
0,0,1.979790416375147,0
1,1,1.197958205868252,1
1,1,3.2988665937126536,1
0,1,1.8883659779054047,0
0,1,2.582012160848337,0
1,1,0.7383855995366992,1
1,0,0.5933297451226264,1
0,1,2.1443989743001692,0
0,0,1.9664953149764648,0
1,1,0.739275362976993,1
1,1,0.6922402407845307,1
1,1,0.9855151190989986,1
1,1,-0.02008799906669223,1
0,1,1.1674225902067286,0
1,0,-0.9438585740383377,1
1,0,-0.022697554561397,1
1,1,2.0523488223327995,1
1,0,-1.479727260649695,1
1,1,3.2142105641164016,1
1,0,0.5919333174117581,1
1,1,2.939014763073698,1
1,1,3.206299021639224,1
0,0,-0.9565392593301278,0
1,0,-0.5644037410017599,1
1,0,0.40061965026047486,1
1,1,3.3062114509716327,1
1,0,0.33167379470968755,1
0,0,0.011388947211903868,0
1,0,-0.6510014664567586,1
0,1,0.7023667797661948,0
0,0,1.1754816046959486,0
0,1,1.6492841776151281,0
0,0,0.0777985526498239,0
1,1,3.7224992797320597,1
1,1,1.665556385604199,1
0,0,0.09812442028447324,0
1,0,-0.44083968403699897,1
0,0,-1.2731253883552283,0
1,0,0.3623430088166923,1
1,1,0.06793989072439044,1
1,0,1.4770055392681951,1
0,1,-0.02949140738566758,0
1,0,-0.24609347863875025,1
1,1,1.5031471536961534,1
0,0,1.1477386769110167,0
0,1,1.3141502350153895,0
1,1,0.43972359238667513,1
1,1,0.7182567414283958,1
0,0,-2.083362009833761,0
0,1,2.909364179778783,0
1,1,3.8712878410794525,1
0,0,1.247527841413398,0
0,1,2.077760400642806,0
0,1,2.3719706582297295,0
1,0,-0.3137279865955882,1
0,1,1.4801978217749334,0
0,0,0.5319721653083533,0
0,1,0.7095235514889928,0
0,1,2.5785610570504507,0
0,0,-0.01108969300422935,0
0,1,2.6965222281824297,0
0,0,0.5459370095528406,0
1,0,-1.1883710107965815,1
1,0,0.7913768696360499,1
1,1,3.5621695868148198,1
1,0,0.8062552788648274,1
1,0,-0.8854313809516643,1
1,0,0.9057974054213953,1
1,0,0.4778089416233223,1
1,1,0.1477106086747988,1
1,1,1.7956770585572,1
0,0,0.8467308548964031,0
1,1,1.948794514163906,1
0,0,0.5562556906932123,0
1,1,1.4437107628288626,1
0,1,2.3154828129357727,0
1,0,1.2624869537144405,1
0,0,0.518212485504044,0
0,1,2.2747199267013842,0
0,1,2.1153702189536405,0
0,0,-0.06446780404244694,0
1,1,1.2820555605696282,1
1,1,1.6882899268645088,1
0,1,2.195155924088732,0
1,1,0.02970016839044054,1
0,0,1.286104060836445,0
1,0,-0.5081405578235599,1
0,0,-1.1783230827248405,0
0,0,2.0099083317845783,0
0,1,2.2017164378104095,0
0,0,1.0865361327425482,0
1,0,-0.6651260721553902,1
1,1,3.134485939542451,1
0,1,2.7267851124452225,0
0,1,1.684578217844916,0
1,0,-1.700400392586441,1
1,0,1.0526953637167975,1
1,0,-0.19595381092725167,1
0,1,3.1779300188694597,0
0,0,-0.34985226279805925,0
1,0,-0.07385293915847767,1
0,0,0.3607395196719819,0
1,0,1.978199490553179,1
0,0,-0.8052194323710378,0
0,1,1.5799294420958012,0
1,0,-0.546110740546405,1
1,0,-0.6303609387451246,1
0,0,-0.059221207909515884,0
0,1,3.116911297631707,0
1,0,-0.37231962935480195,1
0,1,3.8817073743390647,0
1,0,1.3166651820525594,1
1,0,-0.1073664911200844,1
0,1,1.2677501030367566,0
1,0,0.7412571337250425,1
1,0,1.4873595237431534,1
0,0,1.0377513071741378,0
0,0,-0.6855430185029947,0
0,1,1.848815995868319,0
1,0,-1.4514805964709896,1
0,0,-1.317291656329485,0
1,0,0.9615091751112409,1
0,1,2.5921859175823494,0
0,0,1.6499368152223355,0
1,0,-1.177407645370946,1
1,1,3.35659782760057,1
1,1,3.3078794542352705,1
0,0,2.079283410551541,0
0,1,2.873913890824857,0
1,0,-2.5659837205477833,1
1,1,2.556703579053538,1
1,1,0.14368373744510676,1
1,0,-2.184489703882493,1
1,1,2.276324377071175,1
1,1,2.7992577458324672,1
0,1,0.2897051536312656,0
1,1,-0.18092397064764887,1
1,0,-0.42996562992982984,1
0,0,0.5235113996801407,0
1,0,-0.015288630561685052,1
1,1,1.660193659383935,1
1,0,-1.2065036516594436,1
1,1,1.6598301401821103,1
0,0,0.9998275220069212,0
0,0,0.18467814112834013,0
1,0,0.3288157741370793,1
0,0,1.7771785936306335,0
0,0,1.9852492055328657,0
0,0,1.8900384960283434,0
1,0,2.6703436067920308,1
0,1,1.1422618684625572,0
1,1,0.806733391174516,1
1,0,0.5453947149909377,1
0,1,1.7372053306753479,0
0,0,0.03674438241092733,0
1,0,-2.0528933309871817,1
0,0,0.3281828805045145,0
0,0,-0.4115990273718099,0
0,1,1.616150783184563,0
0,0,-0.14488738764921372,0
0,1,0.4041820834228984,0
0,1,1.3834095020105692,0
1,0,1.4788987354461272,1
0,0,0.3323796182211014,0
0,0,1.4461721718386056,0
0,0,-1.1847528727079064,0
0,0,0.25262487289994945,0
1,0,-1.0731381203506694,1
0,1,4.124174488758586,0
1,1,0.882001251899766,1
1,0,1.0189332082274594,1
1,1,1.5948525671993572,1
0,0,1.1727020614055228,0
0,1,0.6627203768929859,0
1,0,-0.510974070111667,1
1,1,2.6417392101444253,1
0,1,1.9191097964616461,0
1,1,2.1745507729823066,1
1,1,1.5861132542135423,1
1,0,-0.19518743697415172,1
1,0,-0.24682161949128892,1
1,1,1.2493336602857528,1
0,0,2.028991276120758,0
0,0,1.6423619739923296,0
1,1,3.4423122155624934,1
1,1,2.720878258894162,1
1,0,1.0179991937878727,1
1,1,1.3241026030554939,1
1,1,0.9293361186699307,1
0,0,1.292584215461841,0
0,0,0.49665909183614165,0
0,1,3.305329892471261,0
1,0,0.46119051854970355,1
1,0,-0.7068254304362989,1
0,1,0.8642036849755319,0
0,0,0.6088339832980189,0
1,1,2.8717988212397794,1
0,1,2.614371135355763,0
1,1,1.0562977743990603,1
1,1,2.2814384420410407,1
1,0,0.3286523253586794,1
1,1,1.380357155202434,1
1,1,3.3985265386805983,1
0,0,-0.09127924779962843,0
0,0,1.5795486732192252,0
1,1,2.448344683092188,1
1,1,1.907902136116584,1
0,1,2.186395304567995,0
1,1,-0.02036086056862496,1
0,0,0.05305774253251977,0
1,1,-0.27436515181405063,1
1,1,1.5385573299188406,1
0,1,2.463503632618484,0
0,1,1.664489856560134,0
1,1,3.5798194626664928,1
0,1,2.07850811200132,0
1,1,2.7267301645899975,1
0,1,1.9492072973366854,0
0,1,2.442944130658939,0
0,1,1.7695969152438191,0
0,1,2.702488184615924,0
1,0,1.2449151416392774,1
0,1,2.2026844028124595,0
1,0,1.4589070920437224,1
1,1,1.80545146182444,1
0,0,1.3696128934178544,0
1,0,0.8568567214401509,1
0,0,-0.15477813860033982,0
1,0,0.7793478494011647,1
1,0,0.7537468873727836,1
1,1,2.9603304633233867,1
1,0,-2.044087847598761,1
1,1,0.9504672895859252,1
1,0,-0.2324688699965047,1
1,1,2.3002538041803504,1
0,1,2.6462236657392118,0
0,0,-0.38625664061320036,0
1,0,0.8386590068195483,1
1,1,-0.10587112206940841,1
0,1,0.6424679062872674,0
0,1,1.5048276839067358,0
1,1,4.100124702106565,1
1,0,0.9268507174997218,1
0,0,-0.3792483783245913,0
1,1,3.691994564659722,1
0,1,1.0332833282205325,0
0,1,1.2771877997913514,0
1,0,0.2825239632110877,1
1,1,2.121851242543002,1
0,1,2.4176101450251792,0
1,1,1.6537568667169493,1
0,1,2.6957961601135487,0
1,0,0.13407584422149219,1
0,0,1.2289399797712526,0
0,0,0.8171958769786382,0
1,0,-0.6555206352138343,1
1,1,0.8254096332482175,1
0,1,3.076658000532123,0
0,0,-1.0963360830466848,0
0,1,3.0617921062151905,0
1,1,1.7379968827225292,1
1,0,0.6296022223071416,1
1,0,-0.612036451608404,1
1,0,0.4724074256854828,1
1,0,1.1571767307504213,1
0,1,1.5640870989490667,0
0,1,1.1152742616469662,0
0,1,1.2073234519661928,0
0,0,-2.3460343016904086,0
0,1,1.1589946774823718,0
1,1,3.2319782303502116,1
1,0,-1.6947740637422433,1
0,0,-0.5282524830743737,0
1,1,2.1473314830103445,1
1,1,2.1241301216875197,1
1,1,1.170505643425218,1
0,1,3.3154866909722887,0
1,0,0.7621122076801387,1
0,1,1.0369141740845578,0
1,1,1.8544712225840982,1
0,1,1.4088637791960648,0
0,0,0.48667727456633275,0
1,1,3.4805631723923427,1
0,0,0.5028859224834125,0
0,1,3.612825800768968,0
1,1,1.896191911804979,1
1,1,0.3900850186512037,1
0,1,1.2771029348559972,0
1,0,0.7321555379758525,1
1,1,1.9310777621820012,1
0,0,0.11654087825614023,0
0,0,-0.4395620742856549,0
1,0,-0.5492208227705265,1
1,1,3.1526860061146973,1
1,1,3.8651820592930193,1
0,1,1.5290703442477163,0
1,0,-0.6291233537409631,1
0,0,0.8631786919213007,0
0,0,1.5643625693264263,0
0,1,3.1102143200460155,0
0,0,1.9452468956460007,0
0,1,3.1655078917644355,0
0,1,2.8258126438944724,0
0,0,1.2702615727552746,0
1,1,2.4617180673183956,1
1,1,2.1413219462423,1
0,0,0.5956368377984864,0
1,0,0.5468455740524883,1
0,1,1.354562709704961,0
1,0,0.5518968495538524,1
0,0,0.19198210506102156,0
1,1,2.520325626052588,1
1,1,2.058117612579104,1
1,1,2.4365109171727313,1
1,1,2.3387975157209637,1
0,0,-1.086725130012252,0
0,0,-0.6823203485171834,0
0,0,-1.4518274623022747,0
1,1,3.433513425304063,1
0,0,-0.0031328549989749423,0
0,1,2.3380549278355254,0
1,1,1.9969282331369271,1
1,0,-0.9993431116505154,1
0,1,1.833087877534644,0
0,0,0.011823371999718373,0
1,0,-1.7550912655289144,1
0,0,0.5150564853335782,0
0,1,2.354463222603945,0
1,1,1.6578809026067793,1
1,0,1.4653009122156972,1
0,1,2.39390480812421,0
1,1,2.9042762002306692,1
1,0,0.3942632090703916,1
1,1,2.407693050346609,1
0,0,-2.1632248216379133,0
0,0,-0.5223909577266536,0
0,1,1.8999061732726839,0
0,1,0.9026440313112747,0
0,0,-0.24665878671938235,0
1,0,0.9191630113014768,1
0,0,0.011523417876051077,0
1,1,0.6868635486232995,1
1,1,2.483083257635839,1
1,0,-1.9264339337443994,1
0,0,0.5920371246753012,0
1,1,1.4778358728567866,1
1,1,3.8990788063735597,1
1,0,-1.450243171631829,1
1,1,1.9665567969882207,1
1,1,0.8906070148588838,1
0,1,1.6247528553354762,0
0,1,4.1692166850095465,0
1,1,1.60548655808014,1
1,1,0.8011289492704377,1
0,0,0.6285635736555635,0
0,0,-0.35714690906631064,0
0,1,1.6396388998037827,0
1,1,1.6589125527437656,1
0,0,-0.3366371470367874,0
0,1,3.1589521478736207,0
1,1,0.4351229655548636,1
0,1,2.0654224812167845,0
1,1,2.2646252986979807,1
0,1,2.1553288747334345,0
0,1,0.8828256133265597,0
1,1,0.9733252537811097,1
0,0,-0.3192002735000351,0
0,1,0.9990794135778416,0
0,1,2.311749493128526,0
1,1,3.179974692452819,1
1,0,0.06053397724093122,1
1,0,-0.3118483034798119,1
0,1,-0.1364032594794331,0
1,0,0.2960251199643505,1
0,1,1.2077068777421658,0
1,1,1.6708698974044962,1
0,0,-0.7377861793089885,0
0,0,-0.21521075217398275,0
0,0,0.2097404259315091,0
0,0,0.4031669546000698,0
0,0,1.0503436143696012,0
0,1,1.7940889866120697,0
1,0,-0.22296045749540838,1
1,0,1.2353190764489406,1
1,0,0.8797817049020143,1
1,0,1.2897320432373829,1
0,0,0.9383445340427073,0
1,1,4.435180032918208,1
1,0,0.7445973434015235,1
1,1,0.9343077374271656,1
0,1,2.7442936820822608,0
0,1,2.371327273782951,0
0,0,-0.3707233632924843,0
0,0,-0.474034788651288,0
0,0,-0.1722497154963615,0
1,0,-2.138753537317792,1
0,0,-2.5465836783910176,0
1,1,2.0802049969493184,1
0,0,-0.49522895012046386,0
1,1,1.4487674411708715,1
0,1,1.6538379317265577,0
0,0,-1.5365021422489857,0
0,0,0.7404668711932445,0
0,0,-0.3001828552298619,0
0,0,0.03812652048611775,0
1,0,0.9402954538815284,1
0,0,-0.34424055186952274,0
0,1,2.889304095301674,0
0,1,2.3632546704750474,0
0,1,2.8831116230322418,0
1,1,2.9665493678290495,1
1,1,2.5123573319612094,1
1,0,-0.08902737102056486,1
1,0,0.4978751989307074,1
0,0,-1.0455729474349227,0
0,1,2.3784624149751505,0
1,1,2.7968648303941896,1
1,0,-0.9560370672642251,1
1,1,3.2861388373893243,1
0,0,-0.06079914842835689,0
0,1,2.3834884718529876,0
0,1,0.7972061652099018,0
1,0,-2.2215176689394065,1
1,1,3.21376826025055,1
1,1,1.863123372622432,1
0,1,2.9880989193127223,0
0,0,-0.17910413078466467,0
0,1,1.1287325150363205,0
1,1,3.7317520583032966,1
0,0,-0.07352220549469543,0
0,1,2.113731095533009,0
0,1,1.8263104288343817,0
1,0,-1.4272596808634481,1
1,0,0.5411051518261368,1
1,0,0.4210532991792541,1
0,1,2.894282534124816,0
0,0,-0.8123145126112142,0
0,0,-1.5775080979720995,0
0,0,0.5720471491850132,0
1,1,3.3065583132697363,1
1,0,-1.6075269752375312,1
1,1,0.6041552561825749,1
0,1,1.4490487948930846,0
0,0,-1.4934209871130504,0
1,1,1.6071527101344494,1
1,0,0.3775810865214342,1
1,0,0.7297984668209093,1
1,1,2.5401223180764663,1
1,1,1.8502947592493713,1
0,1,3.2792597293903034,0
1,0,-1.9076852243348121,1
0,0,-1.0558892372919273,0
1,1,2.0331557552515527,1
1,0,-0.7686563843832627,1
0,1,1.861339405164207,0
1,0,0.4814876084420792,1
1,1,1.4483135041551978,1
1,1,1.4525255474753203,1
0,0,-0.26283688711137587,0
1,1,2.8755194081496542,1
0,1,2.6339443184410603,0
1,1,2.804499160402111,1
1,1,2.1511343947074844,1
0,0,0.17573625337715232,0
0,0,1.164985317067367,0
1,0,-0.8570881281840212,1
1,0,1.1896285975269554,1
1,1,2.1719516605538507,1
1,0,0.04913616747573117,1
1,1,1.49345601441971,1
1,1,3.210701073946404,1
0,1,2.8437193669347787,0
0,0,-1.353302499203337,0
1,1,2.3244992989530795,1
0,1,1.2769568486663192,0
1,0,-0.26771899807797894,1
1,1,0.48975669944454103,1
0,0,0.15664062492340033,0
1,0,0.20687701597222097,1
