unit_id,time,treated,post,outcome
12,3,0,0,9.490905349426493
12,4,0,0,9.566644558829362
12,5,0,1,10.567241706806904
12,6,0,1,10.935268755244199
12,7,0,1,9.466862732260239
12,8,0,1,9.765633978280562
12,9,0,1,9.433990271479978
13,0,0,0,8.668650558624787
13,1,0,0,9.780256251978185
13,2,0,0,9.704072459791236
13,3,0,0,8.739355884011344
13,4,0,0,10.646080937637729
13,5,0,1,10.483320678625889
13,6,0,1,10.695719700845077
13,7,0,1,9.231929644535631
13,8,0,1,8.016424321885353
13,9,0,1,10.467331129645649
14,0,0,0,9.335887285370287
14,1,0,0,9.1093318667543
14,2,0,0,8.742946925356557
14,3,0,0,9.724677471912846
14,4,0,0,11.577327297050473
14,5,0,1,9.494550478644486
14,6,0,1,8.910196955833067
14,7,0,1,10.651933401030028
14,8,0,1,10.172812279771284
14,9,0,1,7.880698632311793
15,0,0,0,10.662346319753286
15,1,0,0,12.1284677685016
15,2,0,0,7.399464072570977
15,3,0,0,8.764293975977877
15,4,0,0,7.151472911348394
15,5,0,1,9.924695579259165
15,6,0,1,10.990386236611354
15,7,0,1,10.10550074979628
15,8,0,1,11.39199569811267
15,9,0,1,10.830550290330134
16,0,0,0,11.702147323502176
16,1,0,0,11.160210768107095
16,2,0,0,9.597056931390496
16,3,0,0,10.06672645623484
16,4,0,0,9.131323084519027
16,5,0,1,9.769343831131952
16,6,0,1,10.06183167201812
16,7,0,1,9.915092676464646
16,8,0,1,11.34225352630361
16,9,0,1,9.66983193749317
17,0,0,0,9.067913586442643
17,1,0,0,9.130388965096813
17,2,0,0,10.655100271622532
17,3,0,0,8.596861591911
17,4,0,0,9.798813829849083
17,5,0,1,11.327500245455422
17,6,0,1,10.29259844574083
17,7,0,1,9.925394610881245
17,8,0,1,9.96408959636157
17,9,0,1,8.970435407772827
18,0,0,0,9.142865289565458
18,1,0,0,9.804818327085423
18,2,0,0,10.271273030109294
18,3,0,0,10.948150011802111
18,4,0,0,10.092560617171435
18,5,0,1,11.352774175754249
18,6,0,1,11.605198015209526
18,7,0,1,10.795267212482203
18,8,0,1,11.224981408055884
18,9,0,1,9.009286478611905
19,0,0,0,8.850801065311938
19,1,0,0,10.517973376290165
19,2,0,0,8.658790188132953
19,3,0,0,9.709628155984067
19,4,0,0,10.77119190532974
19,5,0,1,11.413372924685207
19,6,0,1,9.745784349711935
19,7,0,1,9.35005570469231
19,8,0,1,10.320461621511583
19,9,0,1,8.92645655647611
20,0,0,0,9.826721351706572
20,1,0,0,9.991999951723718
20,2,0,0,9.972016007329206
20,3,0,0,10.088503473817882
20,4,0,0,9.165485144427858
20,5,0,1,9.273007007381583
20,6,0,1,9.25288373896738
20,7,0,1,8.379905660804942
20,8,0,1,10.341830321846105
20,9,0,1,10.894657451692005
21,0,0,0,10.796310082853536
21,1,0,0,9.737503139539246
21,2,0,0,9.188994760536112
21,3,0,0,10.744314642362689
21,4,0,0,10.638923022374552
21,5,0,1,10.217420642436295
21,6,0,1,11.744311252423273
21,7,0,1,9.973574478632937
21,8,0,1,9.74311001607511
21,9,0,1,9.600182668925399
22,0,0,0,8.439122293519192
22,1,0,0,10.661339964142293
22,2,0,0,9.894514632842224
22,3,0,0,10.509931241356796
22,4,0,0,11.84187800209124
22,5,0,1,9.609248230095382
22,6,0,1,7.661991283208449
22,7,0,1,10.481070369510773
22,8,0,1,10.166859389892675
22,9,0,1,9.26754612402868
23,0,0,0,10.397266335621497
23,1,0,0,10.786096320104376
23,2,0,0,9.053390089788452
23,3,0,0,9.698668138596618
23,4,0,0,11.476753729848928
23,5,0,1,9.278377808770635
23,6,0,1,10.066669755413786
23,7,0,1,7.375588833956115
23,8,0,1,8.518154498918705
23,9,0,1,10.1575174973328
24,0,0,0,11.227987809585601
24,1,0,0,8.637970317998999
24,2,0,0,10.074564062060496
24,3,0,0,9.624282090946283
24,4,0,0,10.953088054992493
24,5,0,1,8.782196694677415
24,6,0,1,10.430077648367485
24,7,0,1,9.346309313003744
24,8,0,1,10.223038024826476
24,9,0,1,10.068931052308473
25,0,0,0,9.748220925857382
25,1,0,0,10.477811846269384
25,2,0,0,10.043652734302961
25,3,0,0,9.867193697923305
25,4,0,0,9.643583465977256
25,5,0,1,10.077598389745337
25,6,0,1,10.222043548146072
25,7,0,1,9.01085791991938
25,8,0,1,9.650528762082624
25,9,0,1,8.944814055368827
26,0,0,0,9.960154577219214
26,1,0,0,9.407667795145972
26,2,0,0,10.770783147981255
26,3,0,0,10.672726977756689
26,4,0,0,9.077251436435631
26,5,0,1,9.997692654601526
26,6,0,1,10.638516579248364
26,7,0,1,9.824691679835972
26,8,0,1,9.271782475194454
26,9,0,1,8.907596471955204
27,0,0,0,10.854267561578363
27,1,0,0,10.90271314828497
27,2,0,0,9.792052401125952
27,3,0,0,10.766137584526678
27,4,0,0,7.034789470114659
27,5,0,1,11.327554650709237
27,6,0,1,9.84305519472282
27,7,0,1,10.141776560799489
27,8,0,1,9.679482276334031
27,9,0,1,11.395707481867506
28,0,0,0,8.939268376044467
28,1,0,0,11.474460326606836
28,2,0,0,10.396270920945112
28,3,0,0,10.622664215918158
28,4,0,0,9.670795436671083
28,5,0,1,8.69178080210363
28,6,0,1,10.930510765536102
28,7,0,1,10.31140835118933
28,8,0,1,11.361623458308818
28,9,0,1,9.806223679784301
29,0,0,0,9.580768621101086
29,1,0,0,11.388088236640302
29,2,0,0,11.911894164497443
29,3,0,0,10.00934717636573
29,4,0,0,9.247242503142894
29,5,0,1,10.810530762789549
29,6,0,1,9.745979433829326
29,7,0,1,10.599262825400798
29,8,0,1,9.740724025621248
29,9,0,1,11.564014018211813
30,0,0,0,9.3005104949493
30,1,0,0,10.48052966252196
30,2,0,0,9.511298029767875
30,3,0,0,9.71849343857923
30,4,0,0,9.587944345239423
30,5,0,1,10.738608066093416
30,6,0,1,10.918363114933872
30,7,0,1,10.55773882893237
30,8,0,1,9.89201653325473
30,9,0,1,10.140180031001593
31,0,0,0,10.897721568459424
31,1,0,0,10.929311587207605
31,2,0,0,7.3097243686464655
31,3,0,0,9.727777828227303
31,4,0,0,9.775741208560515
31,5,0,1,10.669252564126161
31,6,0,1,9.933229182289255
31,7,0,1,10.719183380949287
31,8,0,1,8.921339228969448
31,9,0,1,10.26005451546078
32,0,0,0,10.900205653450493
32,1,0,0,8.525617130681852
32,2,0,0,12.513643468208903
32,3,0,0,11.19088593286652
32,4,0,0,10.001353302465642
32,5,0,1,9.171591892761231
32,6,0,1,9.824914849726294
32,7,0,1,10.08380235961134
32,8,0,1,10.440662556812047
32,9,0,1,11.500660849460031
33,0,0,0,9.523901530557154
33,1,0,0,10.56270983757256
33,2,0,0,8.707570837399887
33,3,0,0,9.586399285674732
33,4,0,0,10.376716847869359
33,5,0,1,10.691262491008805
33,6,0,1,9.24676752333538
33,7,0,1,9.559208303988086
33,8,0,1,11.460556635583545
33,9,0,1,11.161908619628045
34,0,0,0,10.208457217052366
34,1,0,0,7.763354846779285
34,2,0,0,12.511132547690009
34,3,0,0,9.980068438342755
34,4,0,0,9.687432941978674
34,5,0,1,9.477640074145885
34,6,0,1,10.376367037199108
34,7,0,1,10.38658258917093
34,8,0,1,10.950627873126512
34,9,0,1,9.073937835650987
35,0,0,0,9.687505121858738
35,1,0,0,12.030545723224202
35,2,0,0,10.224590633249992
35,3,0,0,9.827475626673253
35,4,0,0,9.058382234416298
35,5,0,1,10.505934305820752
35,6,0,1,11.031018217042444
35,7,0,1,10.874587645809807
35,8,0,1,9.741199136391083
35,9,0,1,10.361252283363536
36,0,0,0,11.67165943664861
36,1,0,0,11.070882292171468
36,2,0,0,9.21583725780668
36,3,0,0,7.45399493537853
36,4,0,0,10.296772507084235
36,5,0,1,10.798568126748433
36,6,0,1,8.910775508126738
36,7,0,1,9.991210477877223
36,8,0,1,9.736300934126922
36,9,0,1,10.104286322232198
37,0,0,0,9.455303712880287
37,1,0,0,11.290510997627994
37,2,0,0,10.147968880632762
37,3,0,0,9.12098311383525
37,4,0,0,10.91746215359372
37,5,0,1,8.735812404008295
37,6,0,1,11.284494377535133
37,7,0,1,10.991059424222565
37,8,0,1,11.389775295320787
37,9,0,1,9.841753627558385
38,0,0,0,9.503886020216623
38,1,0,0,10.084021760933092
38,2,0,0,9.915563213644468
38,3,0,0,9.347263714436487
38,4,0,0,9.446376685874357
38,5,0,1,9.633627152733537
38,6,0,1,8.829996313560137
38,7,0,1,10.677963289599335
38,8,0,1,9.947702862428994
38,9,0,1,9.691621530766353
39,0,0,0,8.889645839058323
39,1,0,0,8.839627022332536
39,2,0,0,11.935914050722412
39,3,0,0,9.37274253713843
39,4,0,0,10.610528394209327
39,5,0,1,10.162634469900176
39,6,0,1,7.224811538891897
39,7,0,1,11.792450823138592
39,8,0,1,10.684083978776115
39,9,0,1,9.23232984569519
40,0,0,0,9.971633495570405
40,1,0,0,8.850816632596334
40,2,0,0,11.826220478461133
40,3,0,0,9.092342291758536
40,4,0,0,9.476916003305341
40,5,0,1,9.270438921852408
40,6,0,1,10.08037940020917
40,7,0,1,11.370316500139314
40,8,0,1,11.789374449095158
40,9,0,1,9.601003855777703
41,0,0,0,10.378258982317922
41,1,0,0,10.081905412604073
41,2,0,0,9.018390735555942
41,3,0,0,12.422555574595943
41,4,0,0,11.362759562296256
41,5,0,1,10.189115849711035
41,6,0,1,11.581876093498988
41,7,0,1,11.212106712717805
41,8,0,1,10.081861341081755
41,9,0,1,10.325963605327994
42,0,0,0,11.512126142376655
42,1,0,0,9.05384641887032
42,2,0,0,11.673690697321339
42,3,0,0,9.774887439314885
42,4,0,0,11.524676742847568
42,5,0,1,9.994773402537179
42,6,0,1,10.337606222472973
42,7,0,1,9.96569164342754
42,8,0,1,9.468156377188773
42,9,0,1,9.729945101855687
43,0,0,0,11.379111403168567
43,1,0,0,7.6858360173275315
43,2,0,0,8.761034055195163
43,3,0,0,9.274528290641898
43,4,0,0,8.92165520756398
43,5,0,1,11.509979610415488
43,6,0,1,11.257676977853205
43,7,0,1,10.592031809394616
43,8,0,1,9.362195932522464
43,9,0,1,11.335051866794137
44,0,0,0,8.411870074004456
44,1,0,0,12.141982640147937
44,2,0,0,9.31537020282245
44,3,0,0,9.737964778158561
44,4,0,0,9.570656149505286
44,5,0,1,8.926892585901323
44,6,0,1,11.925113123936919
44,7,0,1,10.788894630784487
44,8,0,1,11.215470542079787
44,9,0,1,8.776330727939229
45,0,0,0,10.180937827004
45,1,0,0,10.521028689331404
45,2,0,0,10.270756523549844
45,3,0,0,8.839626548932
45,4,0,0,11.075500021130637
45,5,0,1,10.121550082785154
45,6,0,1,9.045035964356996
45,7,0,1,8.144749460447336
45,8,0,1,10.60666651348988
45,9,0,1,12.450455734131502
46,0,0,0,8.984745726653719
46,1,0,0,10.170447050412966
46,2,0,0,11.110497279091577
46,3,0,0,8.730347733898698
46,4,0,0,9.520043230914975
46,5,0,1,9.139841220738598
46,6,0,1,10.984676694824547
46,7,0,1,11.32552256935406
46,8,0,1,10.159036264731736
46,9,0,1,9.158265931005898
47,0,0,0,9.557209062072152
47,1,0,0,9.369501485753247
47,2,0,0,9.022731138376994
47,3,0,0,9.897961799181536
47,4,0,0,10.574826484461862
47,5,0,1,10.490257444428519
47,6,0,1,9.99176763543049
47,7,0,1,10.057053836825364
47,8,0,1,9.918449204910221
47,9,0,1,8.702788460833727
48,0,0,0,10.160134896982873
48,1,0,0,9.41637441454535
48,2,0,0,8.652656780840562
48,3,0,0,10.370705567115584
48,4,0,0,9.388269963581456
48,5,0,1,10.227753921258836
48,6,0,1,10.847637815069428
48,7,0,1,9.049761278854769
48,8,0,1,10.092121282072972
48,9,0,1,8.18957711826964
49,0,0,0,11.532533090609276
49,1,0,0,8.640933503111217
49,2,0,0,9.485180337602625
49,3,0,0,11.338379903763958
49,4,0,0,9.765477073919014
49,5,0,1,8.8026023136997
49,6,0,1,10.713073232286535
49,7,0,1,10.690532462151184
49,8,0,1,9.366813660634767
49,9,0,1,9.475073479219601
50,0,0,0,9.564591029381914
50,1,0,0,9.792976039313968
50,2,0,0,8.107028923078193
50,3,0,0,9.8185761388819
50,4,0,0,11.78391419818315
50,5,0,1,9.104030032763296
50,6,0,1,9.416506406530235
50,7,0,1,8.816382336803605
50,8,0,1,10.612161926395354
50,9,0,1,11.203197358142376
51,0,0,0,11.180317839177626
51,1,0,0,8.75198941110634
51,2,0,0,10.49979173049696
51,3,0,0,11.433750034214235
51,4,0,0,10.509663107710123
51,5,0,1,10.478409683343777
51,6,0,1,9.528357421364841
51,7,0,1,10.220109823793663
51,8,0,1,11.236318179706405
51,9,0,1,10.328208968428765
52,0,0,0,8.751725243970274
52,1,0,0,9.543958325714028
52,2,0,0,11.209279538888994
52,3,0,0,10.324743320351095
52,4,0,0,10.119062078243076
52,5,0,1,9.4459844667533
52,6,0,1,11.188599180534435
52,7,0,1,11.662412597822257
52,8,0,1,11.263189123018034
52,9,0,1,11.442591621445374
53,0,0,0,9.641293759233834
53,1,0,0,9.499830902626096
53,2,0,0,9.843654826500813
53,3,0,0,10.038573241976254
53,4,0,0,11.431019780125256
53,5,0,1,11.165886739468416
53,6,0,1,10.538469387254494
53,7,0,1,8.568813234153112
53,8,0,1,8.311978155403125
53,9,0,1,10.240462744801704
54,0,0,0,10.880263205600716
54,1,0,0,9.920432951013863
54,2,0,0,11.914904504978406
54,3,0,0,8.917558956219564
54,4,0,0,8.791648050504401
54,5,0,1,9.335719025525679
54,6,0,1,9.297702786808765
54,7,0,1,10.52628586868198
54,8,0,1,9.578288148156497
54,9,0,1,8.45215953872134
55,0,0,0,10.891578456695116
55,1,0,0,8.24004807392787
55,2,0,0,8.928781776989291
55,3,0,0,8.377293429256131
55,4,0,0,10.207121277070874
55,5,0,1,10.186047712151211
55,6,0,1,11.916454321016353
55,7,0,1,10.91382665614555
55,8,0,1,11.4416461833422
55,9,0,1,10.288609651298493
56,0,0,0,9.023068178909437
56,1,0,0,10.128107601993497
56,2,0,0,10.592421007387307
56,3,0,0,10.703807382251576
56,4,0,0,9.527587855891658
56,5,0,1,10.4887864737824
56,6,0,1,9.066972029158736
56,7,0,1,8.956722405889282
56,8,0,1,8.884215288614515
56,9,0,1,10.024625988556798
57,0,0,0,8.822163644923696
57,1,0,0,9.575255610128993
57,2,0,0,10.902916551413957
57,3,0,0,8.970870321921694
57,4,0,0,9.495687966495684
57,5,0,1,10.07163127677617
57,6,0,1,10.246886901532267
57,7,0,1,9.500709409194439
57,8,0,1,10.786860068735157
57,9,0,1,10.590452300784724
58,0,0,0,11.139856604361704
58,1,0,0,9.91839807565294
58,2,0,0,9.487181190543657
58,3,0,0,9.317367977987878
58,4,0,0,10.307027517929363
58,5,0,1,9.622844217188726
58,6,0,1,9.43083022231921
58,7,0,1,9.551712735754677
58,8,0,1,9.316309514875748
58,9,0,1,10.199021112762733
59,0,0,0,8.587416817455939
59,1,0,0,10.303016292474963
59,2,0,0,10.67654876040295
59,3,0,0,9.419120861822702
59,4,0,0,11.922036939606548
59,5,0,1,10.017621310976853
59,6,0,1,8.43865701690011
59,7,0,1,9.71875709366333
59,8,0,1,10.062656144935797
59,9,0,1,10.448967555570214
60,0,0,0,9.742569475889153
60,1,0,0,8.98842972429561
60,2,0,0,8.905019381887717
60,3,0,0,9.346400714818328
60,4,0,0,9.442224637481237
60,5,0,1,8.865025835100742
60,6,0,1,9.2671868388963
60,7,0,1,10.659458524439355
60,8,0,1,11.648412607694487
60,9,0,1,10.755461713870963
61,0,0,0,11.305861086186813
61,1,0,0,10.974118468233698
61,2,0,0,10.833130328398344
61,3,0,0,9.662203736942672
61,4,0,0,10.140910878386947
61,5,0,1,9.579380657543979
61,6,0,1,9.780892837666373
61,7,0,1,10.068167100386587
61,8,0,1,10.713566151579027
61,9,0,1,10.423323381515123
62,0,0,0,9.838170736985644
62,1,0,0,10.055538740891667
62,2,0,0,10.433463674193526
62,3,0,0,10.667394438057835
62,4,0,0,8.481004836742798
62,5,0,1,8.922611036101063
62,6,0,1,11.107310533939343
62,7,0,1,9.939130430068943
62,8,0,1,9.575923406633022
62,9,0,1,9.73650052707396
63,0,0,0,9.736294694423446
63,1,0,0,10.557937781524373
63,2,0,0,8.891983606019233
63,3,0,0,10.024777746496762
63,4,0,0,10.246117729450404
63,5,0,1,10.396267916565503
63,6,0,1,10.222863996210293
63,7,0,1,10.515906230314028
63,8,0,1,9.427303848941687
63,9,0,1,9.058197267675045
64,0,0,0,12.457004443250513
64,1,0,0,9.698735315425763
64,2,0,0,9.815545529345432
64,3,0,0,10.677840097717883
64,4,0,0,11.596089292194241
64,5,0,1,9.455471883065304
64,6,0,1,9.001184731810474
64,7,0,1,8.757846649208389
64,8,0,1,11.593106221502925
64,9,0,1,8.961893013538965
65,0,0,0,9.972444063484433
65,1,0,0,9.022715167957031
65,2,0,0,8.551644082041696
65,3,0,0,9.707624646906314
65,4,0,0,9.062213333658839
65,5,0,1,9.308371574576688
65,6,0,1,12.006105097417404
65,7,0,1,10.424896104172403
65,8,0,1,10.931469519553989
65,9,0,1,10.824659562849252
66,0,0,0,9.899139076920974
66,1,0,0,9.560281640622376
66,2,0,0,10.248934611861117
66,3,0,0,10.168450769932495
66,4,0,0,9.431194582834692
66,5,0,1,10.129847830466861
66,6,0,1,9.293670293303707
66,7,0,1,9.82854206935916
66,8,0,1,9.664716525482664
66,9,0,1,8.73112740739422
67,0,0,0,7.6488417868878305
67,1,0,0,9.0609367500603
67,2,0,0,11.804104664586301
67,3,0,0,9.690318217963272
67,4,0,0,10.775968160896404
67,5,0,1,7.875554856906642
67,6,0,1,8.991713932035672
67,7,0,1,8.64551038263765
67,8,0,1,9.797699989912886
67,9,0,1,12.421955480535242
68,0,0,0,10.460238943227917
68,1,0,0,11.695612533278087
68,2,0,0,9.745563272314337
68,3,0,0,11.364869373855072
68,4,0,0,12.07325670668289
68,5,0,1,9.890630933589541
68,6,0,1,9.460735288772636
68,7,0,1,8.682189063009847
68,8,0,1,9.69093974142303
68,9,0,1,10.081896675200792
69,0,0,0,12.030953617349148
69,1,0,0,8.705026025903914
69,2,0,0,10.059661893696978
69,3,0,0,8.185691878610383
69,4,0,0,9.573237171161432
69,5,0,1,10.31139535741202
69,6,0,1,10.512583152688558
69,7,0,1,10.589023079641922
69,8,0,1,10.397404032886845
69,9,0,1,10.58042194009624
70,0,0,0,10.045739129002664
70,1,0,0,8.952133694011028
70,2,0,0,8.148343036319943
70,3,0,0,9.453312178262783
70,4,0,0,9.86538456693677
70,5,0,1,11.25393179717548
70,6,0,1,9.899398324843814
70,7,0,1,9.803430965783308
70,8,0,1,10.38552712684178
70,9,0,1,9.729988012548798
71,0,0,0,10.810541998946938
71,1,0,0,11.979333618383878
71,2,0,0,12.1907855142107
71,3,0,0,10.097040627244489
71,4,0,0,10.336892364695448
71,5,0,1,11.578856120373484
71,6,0,1,9.85003797710373
71,7,0,1,10.67919214192418
71,8,0,1,8.864839870314174
71,9,0,1,9.689160851725003
72,0,0,0,11.156114616645308
72,1,0,0,9.281804366212377
72,2,0,0,9.871948821270323
72,3,0,0,8.425790354397881
72,4,0,0,12.005768294509636
72,5,0,1,11.263028069816903
72,6,0,1,10.188099566152749
72,7,0,1,10.507512872082328
72,8,0,1,10.395898106943369
72,9,0,1,11.384311753030786
73,0,0,0,9.481199957628627
73,1,0,0,10.732267619928232
73,2,0,0,11.077416498852173
73,3,0,0,11.215325970476457
73,4,0,0,7.740629116168302
73,5,0,1,9.400725521734856
73,6,0,1,8.980829378698097
73,7,0,1,10.149588285570685
73,8,0,1,7.983969780485728
73,9,0,1,7.954377109054397
74,0,0,0,12.17009499187626
74,1,0,0,10.61768938826334
74,2,0,0,10.121009243198811
74,3,0,0,10.363672647838982
74,4,0,0,10.14634092374918
74,5,0,1,10.997350656551525
74,6,0,1,9.367555807936021
74,7,0,1,10.18661482607357
74,8,0,1,10.227421267937716
74,9,0,1,8.953142041541662
75,0,0,0,11.276983059063053
75,1,0,0,9.55432326009859
75,2,0,0,11.0174216698089
75,3,0,0,10.11491272637148
75,4,0,0,11.633584832409058
75,5,0,1,8.958620911478477
75,6,0,1,8.91524119848955
75,7,0,1,9.094304408995692
75,8,0,1,10.133295550514374
75,9,0,1,11.541468395778205
76,0,0,0,11.59309361816525
76,1,0,0,7.69003139956156
76,2,0,0,10.249707161222538
76,3,0,0,6.787046389484978
76,4,0,0,10.795031793785034
76,5,0,1,11.118169414895206
76,6,0,1,9.959755725307815
76,7,0,1,10.083981577494754
76,8,0,1,10.07363889294024
76,9,0,1,9.215558081258754
77,0,0,0,10.43170578532148
77,1,0,0,9.768591998346743
77,2,0,0,10.930291709289618
77,3,0,0,9.88637306548077
77,4,0,0,9.13897689351174
77,5,0,1,8.46413532913449
77,6,0,1,8.135935174944288
77,7,0,1,11.312509343954435
77,8,0,1,9.542210647140982
77,9,0,1,10.33857419008165
78,0,0,0,11.783229891744519
78,1,0,0,9.437195668702108
78,2,0,0,9.372522515618847
78,3,0,0,9.867838247644675
78,4,0,0,10.029432700419992
78,5,0,1,11.887551350255846
78,6,0,1,11.565820594094113
78,7,0,1,10.620875415906747
78,8,0,1,11.449413768996868
78,9,0,1,9.821780987432144
79,0,0,0,10.299164567188479
79,1,0,0,9.698486355461306
79,2,0,0,8.70963161742036
79,3,0,0,11.203874741793594
79,4,0,0,10.531698733989861
79,5,0,1,10.018073473423664
79,6,0,1,9.997532150687825
79,7,0,1,8.493785129093492
79,8,0,1,9.022524666847284
79,9,0,1,10.336153170114025
80,0,0,0,9.470887332725495
80,1,0,0,9.78228695878251
80,2,0,0,9.895343935220899
80,3,0,0,9.317531230982889
80,4,0,0,9.03208167997595
80,5,0,1,8.387642369074626
80,6,0,1,9.853481720988459
80,7,0,1,10.618608547610284
80,8,0,1,8.35636585778005
80,9,0,1,9.975952174900174
81,0,0,0,10.28114325269156
81,1,0,0,9.010419596270856
81,2,0,0,11.422141811548087
81,3,0,0,9.614284630961592
81,4,0,0,9.89874031154349
81,5,0,1,9.838730499402022
81,6,0,1,8.229225577408943
81,7,0,1,11.008752071684043
81,8,0,1,9.044481231580763
81,9,0,1,9.763479484594264
82,0,0,0,10.597661001277995
82,1,0,0,11.460903426144533
82,2,0,0,8.92006771810316
82,3,0,0,9.553516414405573
82,4,0,0,11.382418630007153
82,5,0,1,10.463713879275447
82,6,0,1,10.671171359051609
82,7,0,1,8.948868264223831
82,8,0,1,9.620790470073441
82,9,0,1,9.83216456761957
83,0,0,0,9.142105242657026
83,1,0,0,8.325430374326093
83,2,0,0,9.489501441236404
83,3,0,0,11.35428819958443
83,4,0,0,10.059173465560496
83,5,0,1,11.374290913573375
83,6,0,1,10.17902091422952
83,7,0,1,9.235292270412037
83,8,0,1,11.277619013231721
83,9,0,1,10.2123261406679
84,0,0,0,10.961838832427397
84,1,0,0,8.931671828879429
84,2,0,0,11.038756289614502
84,3,0,0,11.068889275544198
84,4,0,0,10.289767144356535
84,5,0,1,9.193077914190217
84,6,0,1,9.953991171287388
84,7,0,1,10.611291147238244
84,8,0,1,10.234570019936534
84,9,0,1,10.601082738107763
85,0,0,0,11.012245907652906
85,1,0,0,9.351553346628078
85,2,0,0,8.844924379039862
85,3,0,0,9.962461198627759
85,4,0,0,9.670256841130133
85,5,0,1,10.78584641315615
85,6,0,1,8.925501610341191
85,7,0,1,11.02038187417768
85,8,0,1,11.353612109546766
85,9,0,1,10.00030496426229
86,0,0,0,10.060736125581304
86,1,0,0,9.232453498769846
86,2,0,0,9.457339101025934
86,3,0,0,9.591663319354316
86,4,0,0,11.442940067837931
86,5,0,1,9.928129214189227
86,6,0,1,8.677827043359992
86,7,0,1,10.255354342112003
86,8,0,1,10.826290124622275
86,9,0,1,9.974588630678404
87,0,0,0,11.469213439726989
87,1,0,0,10.777508667265899
87,2,0,0,8.950871270112147
